Unnamed: 0,otime,nets,stas,snr,smb_peak,max_time,centroid_time,lats,lons,elevs,char_freq,duration,sharp_weight,volcano,event_ID,MaxD,MaxEnv,ER,x_best,y_best,lat_best,lon_best,dist,azimuth,Lm_sta_D,Lm_sta_Env,Lm_evt_D,Lm_evt_Env
0,2024-01-08T19:06:47.000000Z,CC,ARAT,14.22999026948607,2.2250000000000014,11.775,38.862435877776456,46.788755,-121.852537,1823.137,2.52721729191424,69.7,933.0,Mt_Rainier,3252833,2.6883260324309252e-08,3.82483992096118e-09,2.6732678439471017e-10,596690.8835297638,5185500.774364753,46.81603328216773,-121.73251705998268,9647.792248037736,-39.02447399083831,0.07044952976870578,-1.8795376546843356,-0.19782388387259497,-1.90420833451391
1,2024-01-08T19:06:47.000000Z,CC,GTWY,8.020538957658351,-15.0,33.125,87.51857537735879,46.740163,-121.916765,617.235,9.93693339802563,134.625,280.0,Mt_Rainier,3252833,4.911932252904895e-08,3.1790395939960486e-09,5.525576771367914e-09,0.0,0.0,0.0,0.0,0.0,-38.616533109318105,,,,
2,2024-01-08T19:06:47.000000Z,CC,OBSR,12.693457078200868,2.5249999999999986,11.4,44.06589100064576,46.899719,-121.815331,2382.0,3.273743540415456,107.475,1333.0,Mt_Rainier,3252833,1.9174883353517046e-07,2.308730923007472e-08,3.0504604929928006e-08,596690.8835297638,5185500.774364753,46.81603328216773,-121.73251705998268,11240.846499842899,-38.927036089754445,-inf,-inf,-0.19782388387259497,-1.90420833451391
3,2024-01-08T19:06:47.000000Z,CC,PANH,11.951454652355904,1.6499999999999986,7.5,42.66573251286994,46.859032,-121.642592,2086.0,3.014619304520814,89.025,1105.0,Mt_Rainier,3252833,5.915009629048176e-08,7.171966552428224e-09,1.1216433710154746e-09,596690.8835297638,5185500.774364753,46.81603328216773,-121.73251705998268,8358.85978620406,-39.01561503378396,2.1191858621402027,0.002282587751528453,-0.19782388387259497,-1.90420833451391
4,2024-01-08T19:06:47.000000Z,CC,PARA,8.59504974206042,-15.0,11.65,41.53595659453071,46.786442,-121.742149,1651.18,2.53741283235542,115.525,1498.0,Mt_Rainier,3252833,4.778489032077694e-08,6.992831632063278e-09,1.5698211154253176e-09,0.0,0.0,0.0,0.0,0.0,-38.62416845851565,,,,
5,2024-01-08T19:06:47.000000Z,CC,SIFT,7.495428559987226,2.375,15.6,46.36613379759901,46.867092,-121.953246,720.9,2.4667598735543006,128.15,1231.0,Mt_Rainier,3252833,1.022774650062788e-08,2.6024784251051287e-09,5.5573205891313655e-11,596690.8835297638,5185500.774364753,46.81603328216773,-121.73251705998268,17762.913769291074,-38.91946985422739,0.7801500550658536,-1.3297482711609598,-0.19782388387259497,-1.90420833451391
6,2024-01-08T19:06:47.000000Z,UW,FMW,14.28307104841234,2.0249999999999986,9.75,42.68031203571263,46.941399,-121.670998,1859.0,3.0664756108196407,109.375,1210.0,Mt_Rainier,3252833,2.5799558723088777e-08,3.290023467186254e-09,2.3985684686335274e-10,596690.8835297638,5185500.774364753,46.81603328216773,-121.73251705998268,14700.41486494299,-38.92738616578961,-inf,-inf,-0.19782388387259497,-1.90420833451391
7,2024-01-08T19:06:47.000000Z,UW,LO2,14.446372165963014,1.8249999999999995,10.45,44.55855326808829,46.750599,-121.809601,853.0,6.481801905787793,84.775,301.0,Mt_Rainier,3252833,8.581481814461778e-09,1.2156063656354622e-09,2.670448661327106e-11,596690.8835297638,5185500.774364753,46.81603328216773,-121.73251705998268,9354.715950612393,-39.07386223855297,-0.5602389734718409,-1.9288790143434844,-0.19782388387259497,-1.90420833451391
8,2024-01-08T19:06:47.000000Z,UW,LON,13.791561817280098,1.5249999999999986,12.825,44.38650176631037,46.750599,-121.809601,853.0,6.176027122749149,82.35,744.0,Mt_Rainier,3252833,1.598936244158097e-08,2.4502483212546802e-09,8.126030119470623e-11,596690.8835297638,5185500.774364753,46.81603328216773,-121.73251705998268,9354.715950612393,-39.07386223855297,0.26093375256319584,-1.7985289378266542,-0.19782388387259497,-1.90420833451391
9,2024-01-08T19:06:47.000000Z,UW,RCM,31.53476323982749,0.3249999999999993,6.074999999999999,12.314584428233267,46.83564,-121.732979,3085.0,2.851314795567069,12.95,3165.0,Mt_Rainier,3252833,4.620591449623715e-07,3.6373613638052526e-08,8.295145468801656e-08,596690.8835297638,5185500.774364753,46.81603328216773,-121.73251705998268,2179.292021582527,-39.01280734049011,-1.0884143470072534,-3.0427779325765,-0.19782388387259497,-1.90420833451391
