,otime,nets,stas,snr,smb_peak,max_time,centroid_time,lats,lons,elevs,char_freq,duration,sharp_weight,volcano,event_ID
0,2023-05-28T17:18:00.000000Z,CC,ARAT,20.004558489343395,41.9,-9.775,72.57252556702939,46.788755,-121.852537,1823.137,2.674929267742923,113.525,1376,Mt_Rainier,0000
1,2023-05-28T17:18:00.000000Z,CC,CRBN,7.759357241776656,43.975,1.4499999999999993,67.06158810217174,46.988131,-121.961063,499.08,2.8306975133921553,128.625,791,Mt_Rainier,0000
2,2023-05-28T17:18:00.000000Z,CC,OBSR,28.36381133284265,41.175,-0.47499999999999964,76.87032023325442,46.899719,-121.815331,2382.0,3.330957112817606,110.0,540,Mt_Rainier,0000
3,2023-05-28T17:18:00.000000Z,CC,PANH,20.897210097871113,41.85,-7.925,73.52486957956869,46.859032,-121.642592,2086.0,3.5296997353345048,111.975,437,Mt_Rainier,0000
4,2023-05-28T17:18:00.000000Z,CC,PARA,14.065096117889349,41.725,-8.925,70.92811554168311,46.786442,-121.742149,1651.18,2.7396272596283544,117.07499999999999,1336,Mt_Rainier,0000
5,2023-05-28T17:18:00.000000Z,CC,PR04,11.189241553152842,43.625,11.100000000000001,69.63209868074411,46.929694,-121.988976,912.7,3.4370888376923303,122.25,567,Mt_Rainier,0000
6,2023-05-28T17:18:00.000000Z,CC,PR05,13.208062761185703,42.425,36.95,70.37728115655057,46.841649,-121.948912,1553.0,3.8100558981914525,117.44999999999999,339,Mt_Rainier,0000
7,2023-05-28T17:18:00.000000Z,CC,RUSH,17.523103751883024,42.65,30.6,73.76474474099643,46.90306,-121.94439,1235.0,2.864698200261432,114.42500000000001,1133,Mt_Rainier,0000
8,2023-05-28T17:18:00.000000Z,CC,SIFT,15.219226797897967,43.125,7.75,70.46884611648001,46.867092,-121.953246,720.9,2.5660063660532146,112.325,1931,Mt_Rainier,0000
9,2023-05-28T17:18:00.000000Z,CC,VOIT,14.080951639001972,43.75,38.175,70.62142498891912,46.96633,-121.9834,977.1,2.322583057243278,116.42500000000001,1467,Mt_Rainier,0000
10,2023-05-28T17:18:00.000000Z,UW,FMW,21.10628417448219,42.05,1.5500000000000007,75.69924224599232,46.941399,-121.670998,1859.0,3.7288565017804363,118.775,461,Mt_Rainier,0000
11,2023-05-28T17:18:00.000000Z,UW,LON,9.921784806451246,43.025,-5.15,70.06263964382235,46.750599,-121.809601,853.0,5.967371011944714,133.9,167,Mt_Rainier,0000
12,2023-05-28T17:18:00.000000Z,UW,RCM,28.110566326216503,40.525,39.775,74.85565343190584,46.83564,-121.732979,3085.0,3.4135712912901903,108.2,643,Mt_Rainier,0000
13,2023-05-28T17:18:00.000000Z,UW,RCS,28.626836741941545,40.25,39.875,75.07465952138637,46.870831,-121.732307,2877.0,4.211704042657146,105.925,321,Mt_Rainier,0000
14,2023-05-28T17:18:00.000000Z,UW,RER,23.68077846326268,41.1,24.924999999999997,73.8673801522166,46.81905,-121.842133,1756.0,3.529784584868046,111.275,776,Mt_Rainier,0000
15,2023-05-28T17:18:00.000000Z,UW,STAR,29.55998178845869,40.35,39.25,73.18819796570554,46.850849,-121.792953,3365.0,3.0339694674059703,106.375,686,Mt_Rainier,0000
16,2023-05-28T17:18:00.000000Z,UW,STAR,15.604918610194208,40.35,37.175,68.95893012649515,46.850849,-121.792953,3365.0,3.113571583785029,109.35,689,Mt_Rainier,0000
17,2023-05-28T17:18:00.000000Z,UW,WPEQ,7.433393048613818,50.599999999999994,-12.65,69.37680329920634,46.613279,-121.404485,1807.0,4.266413292587451,131.55,365,Mt_Rainier,0000
