,otime,nets,stas,snr,smb_peak,max_time,centroid_time,lats,lons,elevs,char_freq,duration,sharp_weight,volcano,event_ID
0,2023-08-15T16:22:00.000000Z,CC,ARAT,12.1285441252358,5.899999999999999,18.0,40.311520168152256,46.788755,-121.852537,1823.137,2.612863471110382,75.45,1341,Mt_Rainier,0000
1,2023-08-15T16:22:00.000000Z,CC,CARB,1.4222395384934927,-15.0,24.5,56.99410362629126,46.98832,-122.00541,872.47,3.527561131022144,134.225,438,Mt_Rainier,0000
2,2023-08-15T16:22:00.000000Z,CC,CRBN,1.8064109261534558,-15.0,15.350000000000001,57.86082130995925,46.988131,-121.961063,499.08,3.2620193183167463,134.15,559,Mt_Rainier,0000
3,2023-08-15T16:22:00.000000Z,CC,GTWY,1.4478905950133927,-15.0,-13.55,64.7658008686547,46.740163,-121.916765,617.235,9.65072427969353,133.025,264,Mt_Rainier,0000
4,2023-08-15T16:22:00.000000Z,CC,KAUT,-1.1808556147450964,-15.0,31.299999999999997,61.41460763285279,46.730263,-121.85739,689.0,7.8804642311875766,134.975,242,Mt_Rainier,0000
5,2023-08-15T16:22:00.000000Z,CC,OBSR,17.57494687575422,5.699999999999999,18.450000000000003,30.509794861460563,46.899719,-121.815331,2382.0,3.221782821318843,31.65,660,Mt_Rainier,0000
6,2023-08-15T16:22:00.000000Z,CC,OPCH,-3.748799214547032,-15.0,17.375,52.38908990287308,46.731319,-121.571171,592.43,4.167900313705881,133.675,404,Mt_Rainier,0000
7,2023-08-15T16:22:00.000000Z,CC,PANH,13.972332651773957,6.0,14.675,35.72741390879155,46.859032,-121.642592,2086.0,2.2430337766939625,30.975,3333,Mt_Rainier,0000
8,2023-08-15T16:22:00.000000Z,CC,PARA,7.899126458538221,5.550000000000001,18.6,43.832488382299026,46.786442,-121.742149,1651.18,2.996359981432164,117.69999999999999,1248,Mt_Rainier,0000
9,2023-08-15T16:22:00.000000Z,CC,PR01,-1.140927353614742,-15.0,20.075000000000003,59.41458049148204,46.91039,-122.03777,648.0,4.926081333548032,134.85,146,Mt_Rainier,0000
10,2023-08-15T16:22:00.000000Z,CC,PR02,-0.7041752971977329,-15.0,12.3,59.54321585070767,46.918305,-122.048639,461.0,3.289847143098825,134.775,1117,Mt_Rainier,0000
11,2023-08-15T16:22:00.000000Z,CC,PR03,-0.5313161038010452,-15.0,9.75,60.14488616928256,46.903438,-122.032271,532.0,6.945084378380916,134.675,101,Mt_Rainier,0000
12,2023-08-15T16:22:00.000000Z,CC,PR04,1.764142754415053,-15.0,24.4,54.722138692121376,46.929694,-121.988976,912.7,3.2090676653296017,134.575,581,Mt_Rainier,0000
13,2023-08-15T16:22:00.000000Z,CC,PR05,4.264224586936324,5.725000000000001,22.299999999999997,51.40275294404461,46.841649,-121.948912,1553.0,3.4272263227278725,133.75,557,Mt_Rainier,0000
14,2023-08-15T16:22:00.000000Z,CC,RUSH,7.66663679074177,-15.0,13.2,47.97823640212747,46.90306,-121.94439,1235.0,2.504545540832731,133.9,1897,Mt_Rainier,0000
15,2023-08-15T16:22:00.000000Z,CC,SIFT,6.676104115813846,6.600000000000001,14.7,48.702383275607346,46.867092,-121.953246,720.9,2.7063578759843545,127.44999999999999,1402,Mt_Rainier,0000
16,2023-08-15T16:22:00.000000Z,CC,STYX,0.566515007688609,-15.0,25.049999999999997,58.77681264576822,46.963747,-122.080535,568.31,2.9107690250607208,134.6,638,Mt_Rainier,0000
17,2023-08-15T16:22:00.000000Z,CC,TRON,0.37484035030567947,-15.0,-1.1999999999999993,62.34728745256163,46.99766,-122.174511,251.74,5.0068005596273775,134.8,890,Mt_Rainier,0000
18,2023-08-15T16:22:00.000000Z,CC,VOIT,3.5423520003828513,-15.0,22.950000000000003,53.22622049604388,46.96633,-121.9834,977.1,2.407358336453344,134.1,1593,Mt_Rainier,0000
19,2023-08-15T16:22:00.000000Z,UW,FMW,12.078026967543376,6.399999999999999,17.25,39.89953491225724,46.941399,-121.670998,1859.0,3.6386039387800047,54.2,459,Mt_Rainier,0000
20,2023-08-15T16:22:00.000000Z,UW,GSM,0.047118173036722694,-15.0,31.450000000000003,62.65761523099083,47.20388,-121.796043,1313.0,6.687889720279877,134.725,373,Mt_Rainier,0000
21,2023-08-15T16:22:00.000000Z,UW,GSM,0.03766210696645518,-15.0,36.45,60.232306524055645,47.20388,-121.796043,1313.0,6.51254730370322,134.925,51,Mt_Rainier,0000
22,2023-08-15T16:22:00.000000Z,UW,LO2,5.1041928316313445,6.699999999999999,17.325000000000003,53.00239857915682,46.750599,-121.809601,853.0,7.85748616629208,131.65,110,Mt_Rainier,0000
23,2023-08-15T16:22:00.000000Z,UW,LON,0.19558122505199899,-15.0,22.375,59.0527417032619,46.750599,-121.809601,853.0,6.837867130990225,134.8,47,Mt_Rainier,0000
24,2023-08-15T16:22:00.000000Z,UW,LON,4.705803656811423,-15.0,17.275,53.23693347455112,46.750599,-121.809601,853.0,7.992426003566018,131.6,156,Mt_Rainier,0000
25,2023-08-15T16:22:00.000000Z,UW,PCEP,5.294897813204517,-15.0,39.725,57.37208136237436,47.1114,-122.29122,158.0,12.265207408893298,121.725,528,Mt_Rainier,0000
26,2023-08-15T16:22:00.000000Z,UW,PUPY,-0.4005555088643443,-15.0,33.775,61.447271067244614,46.49542,-122.14613,816.3,6.774638662375535,134.825,133,Mt_Rainier,0000
27,2023-08-15T16:22:00.000000Z,UW,PUPY,-0.05336201190441217,-15.0,2.1750000000000007,60.67715191014082,46.49542,-122.14613,816.3,9.610729489330936,134.6,487,Mt_Rainier,0000
28,2023-08-15T16:22:00.000000Z,UW,RCM,6.613854843500877,5.050000000000001,10.399999999999999,30.196979426016114,46.83564,-121.732979,3085.0,3.1340201613116356,28.475,427,Mt_Rainier,0000
29,2023-08-15T16:22:00.000000Z,UW,RCS,12.107413935825955,4.875,14.524999999999999,32.837386255624764,46.870831,-121.732307,2877.0,4.320226810492349,31.625,324,Mt_Rainier,0000
