HIYU,CHMT,VOIT,TOPL,HDW,VDEB,CARB,TMBU,EPH,LNO,TDH,BHAM,HTW,MOON,RSW,BERY,LVP,WPW,DFAZ,BKC,KEB,OOW2,WISH,PRLK,TBM,DONK,GLK,FL2,RCS,RUSH,BEER,PINE,REM,SWNB,SOS,H2E,BRKS,LON,SVIC,BLOW,LSON,SHUK,EPH2,HSR,FRIS,FMW,MJ2,B926,BVW,MIDE,GUL,MDW,VBE,B203,CMM,BRSP,F05D,HUO,LOC,PANH,VLL,MINN,RAFT,HOA,BURN,RED,TCBU,OBC,NN17,CTR,SNB,STOR,ASR,OZB,EDM,CAVE,PIE,KOS,VTH,RPW2,STAR,MTM,PARA,ELK,WRD,OBSR,SUG,B202,SIFT,TREE,MEW,RATT,RNO,MBW,C06D,HUSB,CIHL,UMAT,WA2,RVC,WRW,TOLT,SWFL,WIFE,B204,TRW,OT3,NATH,NNVM,OSD,NN21,B201,OPCH,KWBU,JUN,BRAN,NN19,GRUT,SAXON,GBL,NOB,MULN,VALT,RER,CDF,YEL,JCW,TDL,SEP,NEL,TIMB,SWF2,NAC,VFP,STD,G05D,LCW,SPN5,CLCV,HOOD,NED,WESG,LO2,YACT,JRO,GSM,SHW,DAVN,GHW,RPW,SNI,GBB,TWW,BLIS,LKVW,RVW,KENT,B020,ASBU,PALM,CRBN,SEND,PR05,WIW,B941,NCO,CPCO,RCM,IZEE,SHRK,ETW,GPW,FHE,NORM,YOCR,IRO,NN32
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.645761097376908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.903959504997301,,,,,,,,,,,,,,,,,,,,,3.7991010797535743,,,,,3.8656571249695775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1700118233701415,,,,,,,,,
