BURN,STOR,SIFT,PIE,RPW,TMBU,IRO,B202,SNI,WISH,PALM,RER,YACT,RVC,IZEE,PINE,VTH,SEP,B941,ELK,JRO,SEND,TRW,WPW,STAR,RNO,RED,WIFE,SUG,HDW,RUSH,ASBU,TOLT,OSD,OZB,BVW,KOS,GPW,CTR,SAXON,OBC,TREE,EPH2,NORM,VOIT,ASR,DAVN,CLCV,NCO,NN32,ETW,SHRK,BLOW,TBM,MBW,BHAM,WRW,FHE,RPW2,BRKS,CDF,WIW,YOCR,MOON,RAFT,G05D,OPCH,NATH,TCBU,SOS,GBL,VFP,B926,VALT,MDW,REM,DFAZ,GLK,B204,BERY,LON,SHUK,BRSP,NED,RCS,STD,SWFL,EDM,NN17,MULN,PANH,B020,SHW,MEW,TDH,TIMB,DONK,BKC,SWNB,JUN,B201,HUSB,PRLK,KWBU,WA2,BLIS,JCW,LKVW,KEB,LVP,RSW,GRUT,HSR,HIYU,OOW2,BEER,CMM,YEL,HOOD,NN19,NAC,RATT,LSON,SNB,CRBN,TOPL,NOB,VLL,RVW,EPH,CIHL,KENT,MINN,CAVE,HOA,NNVM,PARA,NEL,RCM,SPN5,VDEB,FL2,VBE,SWF2,OBSR,GBB,MTM,MIDE,F05D,BRAN,B203,HUO,MJ2,TDL,C06D,CHMT,FRIS,SVIC,PR05,LOC,UMAT,GSM,NN21,H2E,GUL,WESG,CARB,OT3,LNO,LCW,TWW,LO2,CPCO,FMW,GHW,WRD,HTW,LOO,UNFR
,,,,,,,,,,,,,,,,,5.338693145084852,,,,,,,,,,,5.09508730471106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0131719738439084,,,,,,,,,,,,5.608828219884958,,,,,4.3180486024784965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.896720663717299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,4.329775464902227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.915335566954005,,4.45330407784109,,,,,,,,,,,,4.88208143023423,,,,,3.511960459085867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.368276184503831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,4.58678651495525,,,,,,,,,,,4.64528178469796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.005355139027641,,4.816476173211661,,,,,,,,,,,,4.966137227554744,,,,,3.436386501310342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.138005176697803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7170266406542005,
,,,,,,,,,,,,,,,,,4.130591535066323,,,,,,,,,,,4.329609162133495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.208481545329568,,,,,,,,,,,,,,4.60670484479281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6707844862795875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5.578155875380146,,,,,,,,,,,6.257383109557013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.830571744717171,,5.6559912410859745,,,,,,,,,,6.640882547173959,,5.348949217660974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.215235393870651,,,,,,,,,5.80205287219975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.430703952905664,
,,,,,,,,,,,,,,,,,5.264832198171501,,,,,,,,,,,5.088737048871706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.025789412926011,,5.273640546564602,,,,,,,,,,,,5.609924128388727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9389870858270126,,,,,,,,,4.626618491460971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.223336395695666,
,,,,,,,,,,,,,,,,,5.283361178675021,,,,,,,,,,,5.304540994285449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.166765768010184,,6.007748821674046,,,,,,,,,,,,5.9402201632726515,,,,,3.97316260867569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.928558426322101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5.440962010428297,,,,,,,,,,,5.2043969383293875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.454424786998476,,,,,,,,,,,,5.324819545496002,,5.5711077116288115,,,,,4.336106671184171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.175570862534036,,,,,,,,,5.547594512187843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.667391954752152,5.223102521417153
,,,,,,,,,,,,,,,,,5.283284016883491,,,,,,,,,,,5.595306210631805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.617744123716446,,,,,,,,,,,,,,,,6.8418956550691075,,6.387896833859042,,,,,4.500292565776562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.934379358350409,
,,,,,,,,,,,,,,,,,5.924847614348739,,,,,,,,,,,5.700286687020805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.472115955674042,,,,5.613544002908318,,,,,,,,,,,,,,6.26607218239613,,,,,4.424919480276534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.719143028838132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6525395819373925,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.28186484486689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.429934932361055,,,,,,,,,,,,,6.4176703880393955,,,,,,,,,,,,6.992935411486334,,,,,,,5.819418529805969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.651404178103565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6.241709703061604,,,,,,,,,,,5.546351323160696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.789618688976799,,,,,,,,,,,,,,6.330330264835825,,,,,5.225309653939772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6.156750462333186,,,,,,,,,,,5.788392990399348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.211374325593239,,,,,4.594917087552117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.145044986951415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,4.41309966664081,,,,,,,,,,,4.672747224824003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2817869594641484,,,,,,,,,,,,,,4.84025706937803,,,,,3.3483214696017334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.444611692554267,,,,,,,,,4.528883370034908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5727551740178827,3.744716960970201
,,,,,,,,,,,,,,,,,5.245056752135643,,,,,,,,,,,5.000163165376178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7296892537515145,,,,5.603715949229227,,,,,,,,,,,,5.387584804733247,,5.5871185673337465,,,,,4.742356768201321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1896812028822,,,,,,,,,5.303557680081113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.736135741138133,5.039633426894422
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.669868179245376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.25193257306207,,,,,,,,,,,,,,6.295226142138539,,,,,4.23884470247401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.326189549770703,,,,,,,,,5.656085652848824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.33596536098425,
,,,,,,,,,,,,,,,,,6.512822304244477,,,,,,,,,,,6.207459747229167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.535511311635786,,,,,,,,,,,,6.842242095478515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2590658606641645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5.831127826194384,,,,,,,,,,,6.053996914770142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.416029833367558,,5.997067046729922,,,,,,,,,,,,6.478348544734496,,,,,4.434800611449352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.853739959660064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.141958121938828,
,,,,,,,,,,,,,,,,,5.914661106786272,,,,,,,,,,,5.9611703384422405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.330298141607293,,5.709510773988693,,,,,,,,,,,,5.905374621469918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5.981698891539263,,,,,,,,,,,6.142904804534304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.751710606336823,,6.572419619077119,,,,,,,,,,,,6.5577500048730535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.448914316302565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6.289183458156204,,,,,,,,,,,6.300160475217239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.332731080071738,,,,,,,,,,,,6.880253431718317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.979626294392357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5.813526260608144,,,,,,,,,,,6.226077084421001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.628164246930257,,6.630995010391603,,,,,,,,,,,,6.474202026247646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.23430296370495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5.671692541162593,,,,,,,,,,,6.060968405025905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.426584224919218,,6.524056000568199,,,,,,,,,,6.804290431331685,,6.356762924867234,,,,,4.875421104508987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.000207296716796,,,,,,,,,6.506532448787427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.03858922553027,
,,,,,,,,,,,,,,,,,6.302953468879779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.084104022169301,,,,,,,,,,,,,,,,,,,3.800681547351482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.61364918486572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5.490977647584953,,,,,,,,,,,5.4040095333897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.071299443764479,,,,,,,,,,,,,,,,,,,3.6799738496668373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.15062508288844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,4.004236594264873,,,,,,,,,,,5.093978363171387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.929194412797177,,,,,,,,,,,,4.656222930154636,,4.074167091349261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.872231624149783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,4.946231419618266,,,,,,,,,,,4.256349632475882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.818639051608289,,,,,,,,,,,,,,,,,,,3.289708988359817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.103790529886472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5.6102468974711694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.409583208020185,,,,,,,,,,,,5.878132852208981,,,,,,,4.45528762694273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6643978058867654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5.259748360478804,,,,,,,,,,,5.950001900798958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.062036840421033,,,,5.57749813523034,,,,,,,,,,,,5.157605410904329,,4.4161798124157885,,,,,,,,,,,,,,,,,,,,,,,,,5.083116276245129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.949329916320442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5.06901508943523,,,,,,,,,,,4.845444906477135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.053208092637117,,,,,,,,,,,,,,,,,,,4.679088039652119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.602261088054997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6.82986027443445,,,,,,,,,,,6.2784444083813264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.188883582186515,,,,,,,,,,,,6.428989816117367,,5.960937071346439,,,,,4.958700886923688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.940025434257992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5.825723666680648,,,,,,,,,,,5.663065035051368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.083926416754602,,,,,,,,,,6.983303774484612,,5.7295807161105605,,,,,4.23280173829529,,,,,,,,,,,,,,,,,,,,5.525462737899844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.34958702337898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,4.075651030207904,,,,,,,,,,,3.924328956669773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3085560014358535,,4.763302977621133,,,,,,,,,,4.277444788072433,,4.182143587159297,,,,,2.909661438990032,,,,,,,,,,,,,,,,,,,,3.7750774751996894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.562001659000825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,4.810006699882969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.127720384837316,,,,,,,,,,,,5.064890711222307,,,,,3.284408986264262,,,,,,,,,,,,,,,,,,,,4.014834224499187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.413439811406608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6.286756732834209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.459841212955661,,,,,,,,,,,,,,,,,4.364036220580853,,,,,,,,,,,,,,,,,,,,5.570456423481349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.673516965447229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6.002519883607939,,,,,,,,,,,6.050179155094941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4330206318327825,,6.6611317924469,,,,,,,,,,,,6.062202200308515,,,,,,,,,,,,,,,,,,,,,,,,,5.649408828318067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5.540084621460476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0806974133386635,,5.057238391030595,,,,,,,,,,,,,,,,,4.311350939561115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.947749168128151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,7.222445194432046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.520592945256035,,,,,,,,,,,,,,,,,5.117428254241268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.478220436016366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,4.977411165157954,,,,,,,,,,,5.266980515531316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.188898519671125,,4.999292982498477,,,,,,,,,,5.179474902416534,,4.984908921238819,,,,,4.041351290027617,,,,,,,,,,,,,,,,,,,,4.21416414656299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.917920495773162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5.749523431503321,,,,,,,,,,,5.9180771551534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.049377211806416,,,,,,,,,,,,5.4653172966961545,,,,,4.396101895456253,,,,,,,,,,,,,,,,,,,,5.9153779421142065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.959587602220717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6.90430024763794,,,,,,,,,,,5.717072311008528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.978698632998121,,6.812878509303355,,,,,,,,,,6.860280076723075,,,,,,,4.744895758666787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,4.5516758550909895,,,,,,,,,,,5.076661016985159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.722527799118226,,,,,,,,,,,,5.0618842682318475,,,,,3.992393327849559,,,,,,,,,,,,,,,,,,,,5.234594383383989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.335879373092944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6.35143634080727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9274129539707205,,6.873956845359033,,,,,,,,,,6.483867612331176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.460164555906628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.963736583937578,,,,,,,4.543852387090511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.559711134238169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6.870891466718262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.913787848621148,,,,,,,,,,,,,,,,,4.60655274274375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.371018374110587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
