HSR,KOS,TOLT,HTW,NN17,OBC,GLK,WRD,NNVM,RAFT,WRW,LNO,LO2,SNB,TMBU,BHAM,KWBU,SNI,CAVE,TDL,BERY,TWW,PALM,SHUK,WESG,SPN5,VFP,OPCH,VALT,NORM,TRW,PIE,MINN,TREE,YEL,BRSP,PR05,BEER,RCS,MTM,FMW,RATT,RPW2,GPW,HUSB,LVP,B204,EDM,NN32,MEW,YOCR,ASBU,CIHL,CDF,SWFL,SEND,RUSH,BRAN,YACT,MJ2,NCO,BLOW,NN21,NAC,TBM,GBB,TCBU,B203,ASR,RVC,MOON,LSON,NOB,CLCV,RSW,H2E,LON,GHW,HIYU,SHW,ELK,BKC,OT3,ETW,UMAT,KENT,IRO,BVW,DAVN,STAR,SHRK,HUO,CARB,NATH,BRKS,MBW,SWNB,EPH2,EPH,NN19,REM,SVIC,CRBN,JUN,IZEE,WA2,MDW,B202,WPW,B926,VTH,SEP,LOC,RED,STOR,JRO,B941,RVW,FRIS,SUG,RER,SOS,LCW,DFAZ,VOIT,CPCO,KEB,PINE,CMM,RNO,OZB,GSM,MULN,WIFE,WISH,FL2,JCW,VDEB,TIMB,SAXON,B020,FHE,BLIS,NED,HOA,PRLK,RCM,BURN,TOPL,WIW,GBL,DONK,HDW,G05D,LKVW,TDH,OBSR,PARA,SWF2,NEL,STD,VBE,OOW2,CHMT,F05D,PANH,GRUT,HOOD,C06D,RPW,B201,MIDE,GUL,CTR,VLL,SIFT,OSD
,,,,,,,,,,,,,,,,,,,,,,5.636250712391083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.18830379999265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6390517939391405,,,,,,,,,,,,,,,,,4.654507197505719,,,,,,,,,,,,4.725354713659171,,,,,,,4.9084735165404805,,
,,,,,,,,,,,,,,,,,,,,,,5.674085530182239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.796247747092303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.500084863034751,,,,,,,,,,,,,,,,,5.988724849950797,,,,,,,,,,,,7.23575209740364,,,,,,,5.31882763100851,,
,,,,,,,,,,,,,,,,,,,,,,4.836928021253847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.920410713665712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7093810311924726,,,,,,,,,,,,,,,,,3.629557447269124,,,,,,,,,,,,3.869267206495209,,,,,,,3.894952812327797,,
,,,,,,,,,,,,,,,,,,,,,,4.250383067565168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.769287843457578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8447872058264854,,,,,,,,,,,,,,,,,3.565370704087422,,,,,,,,,,,,4.026246388315167,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,4.14581091384382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.709980579964883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.658989792110504,,,,,,,,,,,,,,,,,3.6691725243417364,,,,,,,,,,,,,,,,,,,3.73034454870713,,
,,,,,,,,,,,,,,,,,,,,,,5.154228742062649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.622768953689139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2728393768889905,,,,,,,,,,,,,,,,,3.504801574383945,,,,,,,,,,,,4.74669667126795,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,4.297263783310544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0041118411643595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9970312148033718,,,,,,,,,,,,,,,,,3.5311411609876484,,,,,,,,,,,,5.595294833595533,,,,,,,4.14204870260814,,
,,,,,,,,,,,,,,,,,,,,,,3.629514038515448,,,,4.0900538365235555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1384162932328894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3317330418179263,,,,,,,,,,,,,,,,,2.945522898267797,,,,,,,,,,,,4.1478477966849105,,,,,,,3.5335855471184465,,
,,,,,,,,,,,,,,,,,,,,,,4.3352551527742875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.39663359011978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.483670728794421,,,,,,,,,,,,,,,,,3.787066308439711,,,,,,,,,,,,5.246294169441274,,,,,,,4.737453944083947,,
,,,,,,,,,,,,,,,,,,,,,,4.070812653271228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8006688146642675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.837590211211277,,,,,,,,,,,,,,,,,3.853404374973771,,,,,,,,,,,,5.586318420161751,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,3.4683368834471713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4616317832587713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.890045672055281,,,,,,,,,,,,,,,,,3.5430110308211344,,,,,,3.4420732556563554,,,,,,4.635844512386798,,,,,,,3.4408973646828658,,
,,,,,,,,,,,,,,,,,,,,,,,,,,3.158682108188029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.03939422680728,,,,,,,,,,,,,,,,,3.1669367435301345,,,,,,,,,,,,5.5253197560130864,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,4.587537316378943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.142568666970875,,,,,,,,,,,,,,,,,3.5028271752650477,,,,,,,,,,,,,,,,,,,5.331513813655559,,
,,,,,,,,,,,,,,,,,,,,,,,,,,3.5170615258618363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8024185947999927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7634343270097212,,,,,,,,,,,,,,,,,3.145831581206263,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,4.2862059844702145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.415392050036633,,,,,,,,,,,,,,,,,4.891100943315954,,,,,,,,,,,,6.849491806258751,,,,,,,,,
