VALT,WPW,SIFT,YOCR,SUG,PRLK,HIYU,GPW,RNO,SWF2,STOR,BRSP,VLL,B201,RPW,BERY,SEP,VOIT,LNO,RVC,PINE,KWBU,FRIS,OT3,HOOD,DFAZ,TWW,F05D,GHW,BVW,WIFE,IRO,JUN,SHW,TOLT,IZEE,BURN,ETW,MINN,TMBU,HUO,VTH,LON,SHRK,NEL,LCW,TDH,MDW,FMW,RUSH,LO2,B204,CIHL,RCM,NN32,LKVW,MTM,GBL,B941,BKC,CHMT,NNVM,ELK,UMAT,G05D,KEB,PALM,CPCO,OBC,OZB,PIE,EPH,BHAM,NN17,EPH2,LSON,RSW,B203,PANH,RATT,MULN,MBW,WA2,JRO,TDL,HTW,RED,STAR,HOA,JCW,TIMB,WISH,RPW2,BEER,ASR,RER,CAVE,B020,NOB,B926,FL2,YEL,DAVN,TRW,WIW,OSD,DONK,RAFT,NCO,SWFL,SHUK,B202,SEND,ASBU,PARA,RCS,NN19,VFP,MOON,PR05,SNB,HSR,C06D,SWNB,REM,BLIS,OPCH,TCBU,MIDE,RVW,LVP,MJ2,GLK,SAXON,WRW,HUSB,FHE,KENT,H2E,WESG,BLOW,GBB,KOS,SVIC,OBSR,SNI,TBM,CLCV,BRAN,SOS,GRUT,NED,NN21,GSM,VDEB,VBE,TOPL,NORM,SPN5,LOC,EDM,CMM,STD,MEW,TREE,HDW,CARB,CDF,CRBN,WRD,NATH,OOW2,GUL,BRKS,YACT,CTR,NAC,PR04,WPEQ,PR01,PCMD
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.617191463710058,,,,,,,,,,,,,,,,,,,,,,,,,4.3182049838634065,,,,,,,,,4.473276300835228,,,,,,,,4.370848503978739,,,,,,,,,,,,,,,,,,,,5.211460283756504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9412405155097043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.384871678601996,,,,,3.182210084535266,,,,,,,,,,,,,,,,,,,,,,,,,3.529613666388713,,,,,,,,,,,,,,,,,3.7030771431704315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.445069174885143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4.287558406233862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.624743860957565,,,,,,4.141791115125019,,,,,3.7127780787467395,,,,,,,,,,,,,,,,,,,,,,,,,3.431805039115986,,,,,,,,,,,,,,,,,5.23739830788051,,,,,,,,,,,,,,,,,,,,4.481945186434392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.651169572598269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.791398759511314,,,
,,,,,,,,,,,,,,,,,,,9.674724329631113,,,,,,,,,,,,,,,,,,,,,,,7.413136308963805,,,,,,4.9291263491955615,4.5920947562703605,,,,4.336737890787911,,,,,,,,,,,,,,,,,,,,,,,,,5.904952119320464,,,,,,,,,4.9088807875851685,,,,,,,,6.81026211241203,,,,,,,,,,,,,,,,,,,,7.1559914897579375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7147083282693485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4714627189301837,,,,,3.864218009251293,,,,,,,,,,,,,,,,,,,,,,,,,3.2187708893226836,,,,,,,,,3.375993120746007,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.847894301727898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4195297290306748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.69580157072429,,,,,,,,,,,,,,,,,,,,,,,,,3.6233674623012644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.486024647879493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9148096658102904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4992296385475217,,,,,3.675017595038795,,,,,,,,,,,,,,,,,,,,,,,,,3.2653868422400247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9602928248896863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6765131523803714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5702029232616517,,,,,3.625816935703483,,,,,,,,,,,,,,,,,,,,,,,,,3.8342566001263463,,,,,,,,,3.511931111452874,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.011066131866848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4886249342157813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4871696368822285,,,,,4.545907703077594,,,,,,,,,,,,,,,,,,,,,,,,,4.86962002189504,,,,,,,,,4.44654757715664,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.791373752247765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.380664401329042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4.3099027490545625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.382479722108644,4.333875952734138,,,,3.986066000624825,,,,,,,,,,,,,,,,,,,,,,,,,4.665804649202358,,,,,,,,,4.597928059895297,,,,,,,,4.9594587332757385,,,,,,,,,,,,,,,,,,,,5.377567577399694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.44855780673095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.028136379167139,,,,,3.7645962426199056,,,,,,,,,,,,,,,,,,,,,,,,,4.105883030545353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.132450880525946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5971607340689893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.002233008013815,,,,,3.458735133702338,,,,,,,,,,,,,,,,,,,,,,,,,4.11999557748746,,,,,,,,,,,,,,,,,3.9438450321135727,,,,,,,,,,,,,,,,,,,,3.8535047435858183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5113960796498116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4.045465343603282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.769928234815495,,,,,,4.242527635432789,4.6105673375485186,,,,3.8833947297228466,,,,,,,,,,,,,,,,,,,,,,,,,4.5496637104558015,,,,,,,,,4.845524501941706,,,,,,,,4.691152613584592,,,,,,,,,,,,,,,,,,,,5.292742014298166,,,,4.709641520051982,,,,,,,,,,,,,,,,,,,,,,,,,3.978695717128296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.349289586841396,4.5370239570953705,,,,3.884743703327223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.852091408809408,,,,,,,,3.9207491342890397,,,,,,,,,,,,,,,,,,,,4.855425597342354,,,,4.751270551014054,,,,,,,,,,,,,,,,,,,,,,,,,4.0504954692558535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.563819774791246,,,,,3.43337105470683,,,,,,,,,,,,,,,,,,,,,,,,,3.363661700520675,,,,,,,,,3.159432292799243,,,,,,,,4.086364561221961,,,,,,,,,,,,,,,,,,,,4.95555866704323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5099148365740622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.593837496850907,,,,,,,,,,,,,,,,,,,,,,,,,4.190848093974978,,,,,,,,,,,,,,,,,3.7391121385291535,,,,,,,,,,,,,,,,,,,,5.2658391572715155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9329749731101935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.08368223575465,4.28959442172095,,,,3.4706050215209103,,,,,,,,,,,,,,,,,,,,,,,,,4.114982173355954,,,,,,,,,,,,,,,,,4.118680952047291,,,,,,,,,,,,,,,,,,,,4.925136129004492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8688222571294077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.558186122896279,,,,,4.827890652262287,,,,,,,,,,,,,,,,,,,,,,,,,5.270011504901314,,,,,,,,,,,,,,,,,4.805140797977819,,,,,,,,,,,,,,,,,,,,4.78409771415107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.249894204153517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.791843650381509,,,,,5.428312769981643,,,,,,,,,,,,,,,,,,,,,,,,,5.397055012767836,,,,,,,,,4.186382852116624,,,,,,,,3.7332769950379197,,,,,,,,,,,,,,,,,,,,4.740517016157133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.120207227191218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.04274358351296,,,,,3.0093282948934794,,,,,,,,,,,,,,,,,,,,,,,,,2.9981940350553815,,,,,,,,,3.2475402257091073,,,,,,,,3.90509054114375,,,,,,,,,,,,,,,,,,,,4.483364426021496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.248680156681786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,10.71008239624767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.364366068090142,,,,,,,,,,,,,,,,,,,,,,,,,3.590007197669899,,,,,,,,,3.3299647378399806,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.029298597408824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7298952346448724,,,,,3.6093865002576715,,,,,,,,,,,,,,,,,,,,,,,,,3.455499433919067,,,,,,,,,3.4234200836418682,,,,,,,,4.491775378174593,,,,,,,,,,,,,,,,,,,,4.514687747575494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6875658081716503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.491647224296643,,,,,3.1779841523475447,,,,,,,,,,,,,,,,,,,,,,,,,3.2231863945061074,,,,,,,,,3.09465550650139,,,,,,,,4.039604604014822,,,,,,,,,,,,,,,,,,,,3.5545140023917083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.302630378213203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5731756936973627,,,,,,,,,,,,,,,,,,,,,,,,,3.2922361819417647,,,,,,,,,3.1496680410703517,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.088291433565957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8267278528530424,,,,,,,,,,,,,,,,,,,,,,,,,3.3683930773254493,,,,,,,,,3.53412485438972,,,,,,,,3.277093596154774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2024320960758224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.957891972357663,,,,,5.1515529582784625,,,,,,,,,,,,,,,,,,,,,,,,,5.470670967073086,,,,,,,,,4.420289692100719,,,,,,,,4.629349368733087,,,,,,,,,,,,,,,,,,,,5.035254797107837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.547564140360613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4.293548311225063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8573911650382664,,,,,3.5584265002354907,,,,,,,,,,,,,,,,,,,,,,,,,3.70663874631178,,,,,,,,,3.3031919563412813,,,,,,,,3.900222460559122,,,,,,,,,,,,,,,,,,,,3.889770723306767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.042068072590385,,,,,3.6486961727655385,,,,,,,,,,,,,,,,,,,,,,,,,4.355240026717326,,,,,,,,,3.684802798099994,,,,,,,,3.9236579225552237,,,,,,,,,,,,,,,,,,,,4.196934476814877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.11716847459988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8340910975928235,,,,,3.868738775886819,,,,,,,,,,,,,,,,,,,,,,,,,4.710573351010279,,,,,,,,,4.121656303550705,,,,,,,,4.529358297035277,,,,,,,,,,,,,,,,,,,,5.376727967371075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4196349383120035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4.024548408505822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.144156819060469,,,,,,4.504766842519116,4.347771678863557,,,,3.741251833325624,,,,,,,,,,,,,,,,,,,,,,,,,4.641111431572852,,,,,,,,,4.199647890331087,,,,,,,,4.619391038804815,,,,,,,,,,,,,,,,,,,,5.621969522111187,,,,4.915363594482151,,,,,,,,,,,,,,,,,,,,,,,,,4.3477509538895145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.481555911172313,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4282838255480663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3939194434999735,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6631698037055993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5211406583300504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5691640293423714,,,,,3.5406850333093742,,,,,,,,,,,,,,,,,,,,,,,,,3.471817025751995,,,,,,,,,3.384235784393934,,,,,,,,3.481610712728791,,,,,,,,,,,,,,,,,,,,3.7568790390028015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.431065184284085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.163744189560698,3.2344567857598,,,,3.311996125058112,,,,,,,,,,,,,,,,,,,,,,,,,3.282985692168039,,,,,,,,,2.9491267969024237,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3874286168783616,,,,3.6552020588570926,,,,,,,,,,,,,,,,,,,,,,,,,3.3139831633532753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3.3509690452309076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8256560250287706,4.23110505109569,,,,3.7821216938377,,,,,,,,,,,,,,,,,,,,,,,,,3.0684036651805924,,,,,,,,,3.4096953224965114,,,,,,,,4.173419086969572,,,,,,,,,,,,,,,,,,,,4.679685082048063,,,,4.0955908564493075,,,,,,,,,,,,,,,,,,,,,,,,,3.351743603330104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.806788328929942,,,,,,,,,,,,,,,,,,,,,,,,,3.7650524276968484,,,,,,,,,3.611785887730086,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.249567433977973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.537350275962708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3.6658238104027285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.774438709475141,,,,,,3.296845591674035,,,,,3.5468256249573966,,,,,,,,,,,,,,,,,,,,,,,,,3.224706681797541,,,,,,,,,3.440357829229909,,,,,,,,3.3904975646071915,,,,,,,,,,,,,,,,,,,,4.338182873884743,,,,4.066167750960284,,,,,,,,,,,,,,,,,,,,,,,,,3.5156502300557504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4737694338049696,,,,,3.272203445820029,,,,,,,,,,,,,,,,,,,,,,,,,3.2272454490295304,,,,,,,,,3.271164637849757,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.132249676989608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.621972390839163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6238766666115234,,,,,3.2047726836939394,,,,,,,,,,,,,,,,,,,,,,,,,2.9727164053910387,,,,,,,,,2.968975750906034,,,,,,,,3.2659537874659796,,,,,,,,,,,,,,,,,,,,4.007240185848607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.180383472253698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.680071575650922,,,,,,,,,,,,,,,,,4.806691488824267,,,,,,,,,,,,,,,,,,,,4.729535058503042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.113567948381164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.295488584263402,,,,,3.568075251426203,,,,,,,,,,,,,,,,,,,,,,,,,4.777424429906783,,,,,,,,,3.540568718723229,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.080259061868241,,,,5.488976604335422,,,,,,,,,,,,,,,,,,,,,,,,,3.442847822750041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4.714170240578956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.66616522598799,,,,,4.329134451906581,,,,,,,,,,,,,,,,,,,,,,,,,4.037167653945662,,,,,,,,,,,,,,,,,5.843936649170663,,,,,,,,,,,,,,,,,,,,4.817322285873451,,,,5.975689664341132,,,,,,,,,,,,,,,,,,,,,,,,,4.257163146406745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4.902546521047753,,,,,,,,,,,,,,,,,4.4230679081451125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.563932435415759,5.015596277342547,,,,4.289094583388471,,,,,,,,,,,,,,,,,,,,,,,,,5.083347113963766,,,,,,,,,5.355669616362683,,,,,,,,5.328412020130616,,,,,,,,,,,,,,,,,,,,5.441706314499919,,,,6.091513265724279,,,,,,,,,,,,,,,,,,,,,,,,,5.127284603889139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.719310153793587,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.886808102724159,,,,,3.6425625804463304,,,,,,,,,,,,,,,,,,,,,,,,,3.752504581407921,,,,,,,,,3.2971008602169447,,,,,,,,3.873207866010237,,,,,,,,,,,,,,,,,,,,4.18522989512525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.781046435156461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2550467130031757,,,,,,,,,,,,,,,,,,,,,,,,,3.170338742377165,,,,,,,,,3.2581835392760583,,,,,,,,3.8037249120340544,,,,,,,,,,,,,,,,,,,,3.977915436164976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3243512615752064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.036760919514489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.072532809164537,,,,,,,,3.572785965873347,,,,,,,,,,,,,,,,,,,,3.8560498044812266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9088534396997185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.790158159108326,,,,,,,,,,,,,,,,,,,,,,,,,4.583686143566466,,,,,,,,,4.001953184352063,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.65333996398116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7250728257306456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6946377298439654,,,,,,,,,,,,,,,,,,,,,,,,,4.669657201649174,,,,,,,,,4.3731012714421995,,,,,,,,4.78731923096115,,,,,,,,,,,,,,,,,,,,4.725657782815422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.781414205014983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.084657114011298,,,,,4.371598239932979,,,,,,,,,,,,,,,,,,,,,,,,,4.370060003808457,,,,,,,,,4.002139867551856,,,,,,,,4.320832637924884,,,,,,,,,,,,,,,,,,,,5.069515931040186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7991621972275964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.736548501369932,,,,,,,,,,,,,,,,,,,,,,,,,4.091153426758321,,,,,,,,,4.0320994805588075,,,,,,,,4.261911100350109,,,,,,,,,,,,,,,,,,,,4.006856819478398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.048546394408967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3.529851324206363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.845162701988814,,,,,,3.989666841133225,,,,,4.21008406819321,,,,,,,,,,,,,,,,,,,,,,,,,4.563836980539126,,,,,,,,,4.695725322442061,,,,,,,,5.618614750143418,,,,,,,,,,,,,,,,,,,,4.327854349841908,,,,5.096724009927901,,,,,,,,,,,,,,,,,,,,,,,,,4.1171226045443685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.452491026140871,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.072731319293116,,,,,4.298003740645736,,,,,,,,,,,,,,,,,,,,,,,,,5.050165457554262,,,,,,,,,4.553157506982155,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.954209203712521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4303694429573275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3270992103240897,,,,,,,,,,,,,,,,,,,,,,,,,3.1752394466233427,,,,,,,,,,,,,,,,,4.330517920134554,,,,,,,,,,,,,,,,,,,,3.9107851791721053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.534816084225538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7521510464332613,,,,,,,,,,,,,,,,,,,,,,,,,3.5523862601301026,,,,,,,,,3.9483441068782783,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.655983915656665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5487013182202416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.795840378774109,,,,,3.720382160141077,,,,,,,,,,,,,,,,,,,,,,,,,4.371917540917073,,,,,,,,,4.283266053949154,,,,,,,,4.868859402135993,,,,,,,,,,,,,,,,,,,,4.611273016027244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.955343905631074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6403391257341666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.529341020799712,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.237953499232283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.865145869528253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.026062933619957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.311637485830791,,,,,,,,5.373309440585741,,,,,,,,,,,,,,,,,,,,5.7834156308964495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.638561221673467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7301141334037746,,,,,,,,,,,,,,,,,,,,,,,,,4.501122146001101,,,,,,,,,4.134340320476961,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.975068471613296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2102002264868235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
