event_ID,location,location_uncertainty(m),origin_time,direction(degrees),direction_sharpness(degrees)params_std_deviation,velocity(m/s),number_of_stationsdirection_snr(degrees),direction_sharpness(degrees),direction_snr(degrees),duration,number_of_stations,params_std_deviation
['865173'],"['46.189106604716805,-122.17907894062105']",[1000],"[UTCDateTime(2003, 7, 1, 8, 4, 39, 300)]",[29.893544174451044],,[53.07374417299814],,[40.79391949606014],[39.834453723422875],[16.175599999999992],[6],"['0.14892305,0.518300997,0.095071698']"
['865143'],"['46.1981030329759,-122.17906203543858']",[0],"[UTCDateTime(2003, 6, 5, 18, 59, 4, 675000)]",[60.86171284603732],,[104.60627488014676],,[60.86171284603732],[60.861712846037335],[18.687499999999993],[4],"['inf,inf,inf']"
['865078'],"['46.1981030329759,-122.17906203543858']",[1000],"[UTCDateTime(2003, 6, 5, 15, 2, 20, 175000)]",[56.715782864410144],,[82.479805972372],,[56.715782864410166],[56.715782864410166],[11.137499999999996],[4],"['inf,inf,inf']"
['864928'],"['46.19811403676282,-122.19201767753954']",[0],"[UTCDateTime(2003, 3, 22, 9, 15, 8, 954900)]",[54.835630248203174],,[103.43890755291113],,[54.86924136884729],[54.94442663417977],[3.569800000000009],[5],"['0.008424909,0.02068138,0.006059978']"
['864688'],"['46.1981030329759,-122.17906203543858']",[0],"[UTCDateTime(2003, 6, 4, 12, 54, 3, 725000)]",[52.47590671331064],,[95.10433043562831],,[57.13808788269187],[63.190258876042954],[22.45999999999999],[5],"['0.176336032,0.376391135,0.114989637']"
['864373'],"['46.19811403676282,-122.19201767753954']",[0],"[UTCDateTime(2003, 4, 20, 21, 28, 45, 525000)]",[36.64686402102225],,[184.94545919008866],,[38.19936099217736],[29.920608668259725],[4.716666666666678],[6],"['0.627006102,0.87786111,0.488651218']"
['863468'],"['46.20712806292317,-122.21791840526517']",[3000],"[UTCDateTime(2003, 5, 4, 13, 25, 17, 900000)]",[272.90069929063014],,[847.4390736389713],,[273.1667907397558],[271.50330255534624],[9.362499999999997],[4],"['24.622304065,0.086532836,24.199881273']"
['863323'],"['46.875110033554826,-121.74028883652306']",[6000],"[UTCDateTime(2002, 11, 22, 15, 59, 33, 650000)]",[18.430572811997667],,[24.191415214467746],,[18.430572811997347],[18.430572811996853],[38.48750000000001],[4],"['inf,inf,inf']"
['863218'],"['46.171113705520135,-122.17911272935235']",[0],"[UTCDateTime(2003, 3, 18, 3, 52, 13)]",[239.32539664252664],,[1053.6266517532779],,[239.32539664252664],[239.32539664252664],[11.962499999999999],[4],"['inf,inf,inf']"
['863128'],"['46.189106604716805,-122.17907894062105']",[0],"[UTCDateTime(2002, 11, 22, 2, 55, 44)]",[34.24596411877636],,[30.1607743999147],,[69.0221094962939],[37.00718848623124],[16.899999999999995],[5],"['0.261384699,1.557612551,0.151525026']"
['862518'],"['46.19811403676282,-122.19201767753954']",[0],"[UTCDateTime(2003, 1, 23, 7, 37, 43, 150000)]",[-43.25933140777592],,[6197.591964413713],,[-43.259331407775896],[-43.25933140777592],[13.800000000000004],[4],"['inf,inf,inf']"
['862353'],"['46.17110124248612,-122.16616342947198']",[1000],"[UTCDateTime(2003, 4, 13, 5, 32, 0, 925000)]",[-201.16544600270046],,[68.20334012574823],,[-194.8124255845042],[-195.54470482975705],[9.625000000000009],[6],"['0.219043521,0.886253592,0.191322096']"
['1447843'],"['46.866092938062245,-121.72720406606092']",[7000],"[UTCDateTime(2002, 11, 20, 10, 59, 47, 875000)]",[280.2219493919488],,[170.52596933734384],,[286.89331921699466],[276.2841627773618],[24.00833333333333],[6],"['0.82449124,0.661216614,0.484259204']"
['862298'],"['46.19811403676282,-122.19201767753954']",[1000],"[UTCDateTime(2003, 4, 12, 22, 3, 2, 825000)]",[63.77456458882602],,[136.73500071114876],,[76.03866271043478],[76.24903448967162],[10.714285714285719],[7],"['0.704662718,0.936804888,0.499550142']"
['862288'],"['46.189106604716805,-122.17907894062105']",[1000],"[UTCDateTime(2003, 4, 12, 21, 59, 8, 575000)]",[243.67356263856414],,[46.30649498150905],,[210.73195160998682],[230.32955149512406],[11.908333333333331],[6],"['0.417813378,1.119619557,0.230163086']"
['861988'],"['46.20711999176598,-122.20496064015421']",[1000],"[UTCDateTime(2002, 11, 19, 21, 2, 48)]",[80.20249033192042],,[118.32369276655008],,[45.41637961342766],[77.15029014812757],[21.339999999999996],[5],"['0.376472285,1.505588471,0.501813568']"
['861638'],"['46.21609584681671,-122.17902820341816']",[1000],"[UTCDateTime(2003, 4, 9, 19, 24, 40)]",[4.306552540982497],,[138.22951362862074],,[4.671565739874709],[20.35335356948738],[13.850000000000009],[4],"['0.911683701,1.181405983,0.639968107']"
['861493'],"['46.198123573380435,-122.20497332446621']",[0],"[UTCDateTime(2003, 3, 12, 5, 58, 12, 175000)]",[9.636955126550044],,[147.33914193797642],,[-2.650842362690453],[13.24642879904173],[23.837500000000006],[4],"['0.608068446,0.759613863,0.374750398']"
['861278'],"['46.18914180938682,-122.23089308264451']",[1000],"[UTCDateTime(2002, 8, 31, 21, 3, 39, 500000)]",[45.837468992762965],,[669.6862958111301],,[45.83746899276277],[45.83746899276281],[12.750000000000014],[4],"['inf,inf,inf']"
['860148'],"['46.18909413640317,-122.16612541717174']",[2000],"[UTCDateTime(2003, 2, 14, 10, 59, 56)]",[-570.7900917094387],,[51.57062673745601],,[-201.60855032613327],[-569.8602465201242],[19.689999999999987],[5],"['0.106942869,0.530432026,0.083135551']"
['859908'],"['46.19811403676282,-122.19201767753954']",[0],"[UTCDateTime(2003, 4, 1, 6, 22, 52, 400000)]",[19.91732795340748],,[86.6454584183618],,[19.91732795340742],[19.91732795340758],[11.662500000000009],[4],"['inf,inf,inf']"
['859673'],"['46.26098065547579,-122.10112088118407']",[10000],"[UTCDateTime(2002, 11, 14, 2, 44, 38, 627800)]",[81.8301396011145],,[209.43192525871217],,[80.55150870137203],[81.13770492798206],[14.355599999999981],[4],"['0.131697774,0.07533276,0.075086286']"
['859633'],"['46.198123573380435,-122.20497332446621']",[0],"[UTCDateTime(2002, 11, 13, 21, 15, 1, 485000)]",[37.98484156516637],,[86.74218156702699],,[30.126285787010374],[34.85316453189358],[44.144999999999996],[4],"['0.473818973,1.375508793,0.350983485']"
['859463'],"['46.19811403676282,-122.19201767753954']",[0],"[UTCDateTime(2002, 11, 13, 11, 55, 9, 485000)]",[31.684853137246066],,[46.027639801049474],,[31.68485313724608],[31.684853137246186],[17.144999999999996],[4],"['inf,inf,inf']"
['859333'],"['46.19811403676282,-122.19201767753954']",[0],"[UTCDateTime(2003, 2, 12, 19, 26, 47)]",[53.5873886037809],,[84.26507167328901],,[38.87649096547473],[59.42452690535479],[8.219999999999999],[5],"['0.216057054,0.572668258,0.155283408']"
['857853'],"['46.189106604716805,-122.17907894062105']",[1000],"[UTCDateTime(2002, 8, 25, 14, 47, 29, 525000)]",[75.31953368688022],,[307.43167502652574],,[74.68309139903762],[75.43292944317693],[10.050000000000011],[4],"['0.144686696,0.036939666,0.080996378']"
['857838'],"['46.21609584681671,-122.17902820341816']",[1000],"[UTCDateTime(2003, 1, 16, 16, 46, 6)]",[-0.06578213021871852],,[381.81956767220663],,[-0.5977154263443286],[1.2570379733007293],[25.037499999999994],[4],"['0.195774414,0.09042477,0.131251022']"
['857408'],"['46.189135208508965,-122.2179395412826']",[5000],"[UTCDateTime(2002, 12, 22, 23, 37, 7)]",[136.40496830641197],,[276.24111964915113],,[145.40260830610532],[138.85050798986236],[35.14999999999999],[6],"['0.88192929,0.36016816,0.525022647']"
['855433'],"['46.20709944700913,-122.17904512303906']",[1000],"[UTCDateTime(2003, 2, 1, 23, 50, 22, 33800)]",[-4.576791281783991],,[376.7785413500897],,[-0.5518810755438894],[-5.235402878139953],[19.617600000000003],[5],"['0.485066477,0.247435848,0.347461747']"
['854978'],"['46.189080201233445,-122.15317189992292']",[3000],"[UTCDateTime(2002, 11, 5, 13, 16, 22, 275000)]",[37.004530641771],,[181.8700129283694],,[53.729914666825984],[36.063611841531646],[32.99285714285713],[7],"['0.517656564,0.488533457,0.356552794']"
['854278'],"['46.1981030329759,-122.17906203543858']",[1000],"[UTCDateTime(2002, 10, 21, 12, 3, 47, 825000)]",[55.0831504440913],,[160.98064574428608],,[55.08315044409129],[55.08315044409132],[28.85],[4],"['inf,inf,inf']"
['853848'],"['46.18009769655833,-122.16614442737654']",[2000],"[UTCDateTime(2002, 10, 20, 5, 24, 4)]",[-6.324547175838873],,[71.42831608110563],,[13.469339123741351],[-15.622471729501457],[20.400000000000002],[6],"['0.142352285,0.440062073,0.105410026']"
['853843'],"['46.19809056202087,-122.16610639885269']",[1000],"[UTCDateTime(2002, 10, 20, 5, 19, 28, 275000)]",[28.558597817215105],,[47.76379317332343],,[36.54699347124135],[36.767846893262714],[34.275000000000006],[4],"['0.405075846,1.094172341,0.232918631']"
['853718'],"['46.19811403676282,-122.19201767753954']",[1000],"[UTCDateTime(2002, 12, 7, 5, 5, 10, 4600)]",[81.12276935605776],,[16.232280691976886],,[81.1227693560577],[81.12276935605799],[16.959199999999996],[4],"['inf,inf,inf']"
['853673'],"['46.18909413640317,-122.16612541717174']",[2000],"[UTCDateTime(2002, 10, 19, 20, 56, 4)]",[27.764235391266144],,[170.4755209032629],,[38.87799104661266],[37.82900399197363],[20.01875],[8],"['0.449135196,0.521518135,0.316470023']"
['853488'],"['46.18914180938682,-122.23089308264451']",[0],"[UTCDateTime(2002, 6, 30, 1, 55, 57, 675000)]",[27.02884579637173],,[474.78580015387763],,[27.02884579637188],[27.02884579637168],[14.462500000000013],[4],"['inf,inf,inf']"
['853048'],"['46.1981030329759,-122.17906203543858']",[3000],"[UTCDateTime(2002, 8, 20, 9, 17, 52, 325000)]",[74.36137120787167],,[84.3732949877155],,[-20.649383875368592],[69.9835955254039],[18.058333333333337],[6],"['0.619145349,1.158222938,0.428972799']"
['852758'],"['46.18909413640317,-122.16612541717174']",[2000],"[UTCDateTime(2002, 10, 17, 22, 39, 6, 875000)]",[31.042638292923662],,[231.8273008173867],,[27.868709267934495],[28.990100833572033],[27.627777777777773],[9],"['0.449793854,0.393256713,0.313801327']"
['852353'],"['46.19809056202087,-122.16610639885269']",[1000],"[UTCDateTime(2002, 11, 4, 1, 8, 1, 145400)]",[24.569682723957506],,[153.66316488658703],,[18.42150745479502],[29.35827713648564],[34.79080000000001],[5],"['0.57885719,0.615286977,0.39827787']"
['852023'],"['46.189106604716805,-122.17907894062105']",[0],"[UTCDateTime(2002, 12, 2, 11, 50, 41, 175000)]",[56.82577236724451],,[185.8276381570145],,[60.915412893392535],[52.62548328268343],[25.73333333333333],[6],"['0.69503558,0.560306546,0.392915346']"
['850628'],"['46.2341172378709,-122.2178866673818']",[5000],"[UTCDateTime(2002, 9, 25, 7, 50, 21)]",[118.4026646837884],,[67.9956617344238],,[106.79358810626854],[119.15983101685018],[18.024999999999995],[6],"['0.289032308,1.142355048,0.210973317']"
['850618'],"['46.18914180938682,-122.23089308264451']",[0],"[UTCDateTime(2002, 9, 25, 7, 42, 11)]",[5.083365371819841],,[290.0287667263922],,[7.20342753926442],[5.281115714923026],[78.74],[5],"['0.523155474,0.210588961,0.225275962']"
['850498'],"['46.189106604716805,-122.17907894062105']",[0],"[UTCDateTime(2002, 10, 10, 15, 19, 18, 625000)]",[38.83202242718488],,[122.24731793276713],,[37.85738663126871],[38.726980619003164],[27.96249999999999],[4],"['0.081883697,0.119071086,0.052803677']"
['850483'],"['46.19811403676282,-122.19201767753954']",[1000],"[UTCDateTime(2002, 10, 10, 7, 18, 10, 626700)]",[24.260768088592496],,[209.8027604245592],,[28.369412093584586],[26.44884094526911],[5.363399999999996],[5],"['0.241336894,0.256524702,0.170038395']"
['850433'],"['46.18911760617305,-122.19203246958193']",[1000],"[UTCDateTime(2002, 10, 10, 5, 30, 6, 251700)]",[70.03952366968967],,[239.26402156378597],,[69.25078318282122],[72.01867030822514],[18.99340000000001],[5],"['0.13537862,0.074053276,0.066823372']"
['850333'],"['46.20708697341162,-122.1660873724145']",[2000],"[UTCDateTime(2002, 10, 9, 20, 32, 3, 625000)]",[22.048429275149573],,[199.72881352415348],,[19.27791271638376],[21.40590009301504],[43.82500000000001],[6],"['0.203002999,0.175227393,0.152967252']"
['850213'],"['46.19811403676282,-122.19201767753954']",[0],"[UTCDateTime(2002, 9, 24, 21, 19, 10)]",[59.39287907026295],,[208.1122849195679],,[59.392879070262936],[59.39287907026295],[13.937499999999986],[4],"['inf,inf,inf']"
['849733'],"['46.21611639592763,-122.20494795042616']",[5000],"[UTCDateTime(2002, 8, 18, 22, 42, 42, 300000)]",[98.70476573729705],,[142.5751120926344],,[110.25371360300497],[97.06420310904993],[15.7],[5],"['0.245934256,0.380043512,0.170491324']"
['849693'],"['46.18911760617305,-122.19203246958193']",[1000],"[UTCDateTime(2002, 8, 18, 20, 30, 53, 50000)]",[59.85637580762789],,[221.5913657479177],,[60.61717696872717],[59.98191963408089],[15.512499999999989],[4],"['0.142729235,0.099859989,0.084392962']"
['849623'],"['46.20709944700913,-122.17904512303906']",[2000],"[UTCDateTime(2002, 10, 8, 8, 18, 6)]",[25.091331393470465],,[221.12516897504116],,[39.90498407348694],[17.692009873295472],[42.14],[5],"['0.864159698,1.044970864,0.719400757']"
['849593'],"['46.18909413640317,-122.16612541717174']",[1000],"[UTCDateTime(2002, 10, 8, 0, 46, 27, 827500)]",[24.389599618061997],,[154.09490217695455],,[29.318806371829353],[3.477598595036252],[42.035],[5],"['0.563949841,1.010145534,0.465461006']"
['849548'],"['46.18911760617305,-122.19203246958193']",[1000],"[UTCDateTime(2002, 8, 18, 16, 39, 20)]",[46.78863728203715],,[291.8134335591426],,[42.17651974705817],[47.52707195734271],[16.330000000000002],[5],"['0.35136509,0.265477419,0.255784785']"
['849493'],"['46.19811403676282,-122.19201767753954']",[1000],"[UTCDateTime(2002, 7, 28, 16, 25, 57)]",[59.25952776650069],,[191.24120763164248],,[55.53867421614969],[59.934229114296684],[47.47],[5],"['0.225397358,0.248269362,0.167506506']"
['849478'],"['46.252121702374225,-122.24380219368162']",[6000],"[UTCDateTime(2002, 7, 28, 14, 26, 7, 475000)]",[144.08312362132943],,[-1043.4508931924001],,[144.39420407823107],[143.97551098203508],[19.287499999999994],[4],"['182.125696476,0.039179571,181.34932053']"
['849088'],"['46.87504024102773,-121.70093601426343']",[5000],"[UTCDateTime(2002, 9, 23, 11, 56, 29, 25000)]",[163.12413599627473],,[51.7205833871502],,[151.66228936896457],[187.76174332818542],[5.649999999999999],[4],"['0.273038549,1.339774408,0.199443423']"
['848828'],"['46.21609584681671,-122.17902820341816']",[1000],"[UTCDateTime(2002, 11, 2, 11, 54, 52, 175000)]",[-10.582309293162895],,[352.60226624423336],,[-7.773129617686465],[-12.866839603923125],[20.619999999999997],[5],"['0.215322693,0.083933164,0.145152868']"
['848523'],"['46.198123573380435,-122.20497332446621']",[1000],"[UTCDateTime(2002, 9, 21, 16, 58, 48, 925000)]",[38.72905246934758],,[136.9157219955772],,[40.672230507477316],[37.15687522958616],[38.63000000000001],[5],"['0.053970323,0.119918619,0.041961927']"
['848318'],"['46.19811403676282,-122.19201767753954']",[1000],"[UTCDateTime(2002, 7, 25, 20, 47, 9)]",[31.152572340283754],,[211.1745510504821],,[14.326509187407835],[32.415040424913556],[26.160000000000004],[5],"['0.426908532,0.511779402,0.332101018']"
['846768'],"['46.19811403676282,-122.19201767753954']",[0],"[UTCDateTime(2002, 8, 13, 13, 24, 59)]",[33.70929524344597],,[117.02395322677086],,[33.70929524344602],[33.70929524344597],[53.512499999999996],[4],"['inf,inf,inf']"
['846753'],"['46.18911760617305,-122.19203246958193']",[1000],"[UTCDateTime(2002, 8, 13, 5, 47, 12, 225000)]",[66.08004164552369],,[77.38494087972995],,[70.67398957904267],[63.23059426652779],[13.524999999999991],[4],"['0.262302045,0.548051699,0.155287729']"
['846623'],"['46.18911760617305,-122.19203246958193']",[0],"[UTCDateTime(2002, 7, 20, 17, 26, 18)]",[45.30759447006206],,[166.04849497167243],,[45.88986062755106],[45.05027267480273],[18.35],[4],"['0.198688936,0.209335064,0.124553903']"
['846583'],"['46.20708697341162,-122.1660873724145']",[1000],"[UTCDateTime(2002, 6, 20, 0, 42, 21, 521200)]",[253.0148281944033],,[529.4542167820904],,[245.7490372203516],[249.96353710518002],[8.222399999999999],[5],"['3.96378147,1.113865126,3.600746677']"
['846373'],"['46.18911760617305,-122.19203246958193']",[0],"[UTCDateTime(2002, 8, 12, 12, 33, 37, 200000)]",[63.68638820587829],,[96.877275474277],,[64.00831332246226],[62.47448345824066],[10.859999999999996],[5],"['0.122628821,0.248220617,0.086597037']"
['846058'],"['46.189135208508965,-122.2179395412826']",[1000],"[UTCDateTime(2002, 9, 15, 20, 23, 17, 100000)]",[28.901921839694932],,[153.04832814299903],,[26.995749512453962],[28.257864951072353],[15.250000000000005],[5],"['0.109020154,0.132095645,0.057012382']"
['846038'],"['46.18911760617305,-122.19203246958193']",[0],"[UTCDateTime(2002, 9, 15, 13, 48, 30)]",[-237.57682411433248],,[464.7476904936823],,[129.84880802593034],[126.5691832040241],[20.662499999999987],[4],"['13.530874239,1.477114304,10.12795661']"
['845628'],"['46.20711045312764,-122.19200287918224']",[1000],"[UTCDateTime(2002, 7, 17, 11, 51, 21, 500100)]",[35.526856489401496],,[146.10417666645208],,[35.526856489401474],[35.52685648940147],[18.225200000000008],[4],"['inf,inf,inf']"
['845278'],"['46.1981030329759,-122.17906203543858']",[0],"[UTCDateTime(2002, 5, 31, 14, 36, 1, 975000)]",[67.89367164184347],,[122.90516264905179],,[67.89367164184345],[67.89367164184347],[20.212500000000006],[4],"['inf,inf,inf']"
['845238'],"['46.198123573380435,-122.20497332446621']",[0],"[UTCDateTime(2002, 7, 16, 16, 44, 1, 825000)]",[36.58748869254567],,[265.31310895275953],,[34.90139135221475],[36.51908954356286],[22.212500000000006],[4],"['0.168439835,0.166760271,0.123484409']"
['845193'],"['46.26112465170933,-122.28270726876059']",[14000],"[UTCDateTime(2002, 6, 17, 15, 11, 47, 398600)]",[88.2701530852838],,[7351.630872774456],,[88.16316238801579],[88.06921020872319],[33.58469999999998],[4],"['2.596970168,0.064686512,1.563348674']"
['845083'],"['46.19811403676282,-122.19201767753954']",[1000],"[UTCDateTime(2002, 9, 13, 3, 12, 30, 670900)]",[37.088989624145334],,[178.52825930068846],,[37.08898962414534],[37.08898962414535],[33.3043],[4],"['inf,inf,inf']"
['844858'],"['46.198123573380435,-122.20497332446621']",[1000],"[UTCDateTime(2002, 7, 15, 20, 33, 57)]",[42.04347690637518],,[277.32395412881135],,[40.84983565655388],[42.005763877922966],[28.54999999999999],[4],"['0.110632814,0.112660478,0.084439358']"
['844753'],"['46.19811403676282,-122.19201767753954']",[0],"[UTCDateTime(2002, 5, 30, 9, 59, 56)]",[49.08248448732641],,[165.37593128148492],,[49.08248448732642],[49.08248448732643],[14.125000000000007],[4],"['inf,inf,inf']"
['844653'],"['46.1981030329759,-122.17906203543858']",[0],"[UTCDateTime(2002, 5, 30, 3, 14, 49, 450000)]",[73.172008811926],,[107.98772675438752],,[73.17200881192599],[73.172008811926],[9.25],[4],"['inf,inf,inf']"
['844573'],"['46.1981030329759,-122.17906203543858']",[1000],"[UTCDateTime(2002, 5, 29, 23, 28, 14, 998600)]",[74.41316199216288],,[247.10617877242882],,[74.41316199216291],[74.41316199216288],[11.73469999999999],[4],"['inf,inf,inf']"
['844538'],"['46.18911760617305,-122.19203246958193']",[0],"[UTCDateTime(2002, 9, 11, 16, 26, 51)]",[48.131214118915274],,[321.66364510589165],,[48.979919685162514],[48.331830649170826],[50.32499999999999],[4],"['0.479811953,0.260187906,0.29668017']"
['843883'],"['46.189127140770765,-122.20498600336543']",[1000],"[UTCDateTime(2002, 7, 14, 1, 36, 31, 848000)]",[36.758481157182125],,[297.86179509590283],,[37.2562162325222],[36.78643956628861],[16.24600000000001],[4],"['0.265709495,0.205812241,0.193504239']"
['843723'],"['46.19811403676282,-122.19201767753954']",[0],"[UTCDateTime(2002, 7, 13, 15, 51, 52)]",[38.10829090631909],,[287.8518854372082],,[38.108290906319105],[38.10829090631909],[19.437499999999993],[4],"['inf,inf,inf']"
['843618'],"['46.18911760617305,-122.19203246958193']",[1000],"[UTCDateTime(2002, 9, 9, 1, 42, 38, 323000)]",[37.347792784350325],,[259.327310684623],,[37.06283127259702],[37.30078641254833],[23.05850000000001],[4],"['0.413843177,0.346350247,0.271148882']"
['843608'],"['46.19811403676282,-122.19201767753954']",[0],"[UTCDateTime(2002, 7, 13, 5, 26, 30, 375000)]",[49.29768344683362],,[123.27963857601621],,[49.297683446833666],[49.29768344683361],[14.54999999999999],[4],"['inf,inf,inf']"
['843598'],"['46.189127140770765,-122.20498600336543']",[1000],"[UTCDateTime(2002, 9, 9, 1, 20, 55, 998000)]",[36.004432291022184],,[226.4515058870221],,[35.353798683571675],[37.554953447813155],[16.733500000000006],[4],"['0.308285743,0.290573299,0.224112264']"
['842763'],"['46.19811403676282,-122.19201767753954']",[0],"[UTCDateTime(2002, 9, 7, 5, 28, 25)]",[33.872258351183284],,[654.4109353997144],,[33.87225835118328],[33.8722583511833],[24.637499999999996],[4],"['inf,inf,inf']"
['842613'],"['46.20709944700913,-122.17904512303906']",[0],"[UTCDateTime(2002, 5, 26, 18, 9, 1, 460000)]",[-15.927542965346765],,[305.66086288691486],,[-15.927542965346772],[-15.927542965346772],[16.83249999999999],[4],"['inf,inf,inf']"
['842488'],"['46.1981030329759,-122.17906203543858']",[1000],"[UTCDateTime(2002, 8, 7, 9, 36, 20, 50000)]",[65.15836543465873],,[370.84710716363537],,[65.15836543465875],[65.15836543465873],[12.812499999999993],[4],"['inf,inf,inf']"
['842353'],"['46.857175605795106,-121.77968991796128']",[5000],"[UTCDateTime(2002, 5, 25, 14, 33, 40, 575000)]",[865.4184457886656],,[175.91604606334525],,[145.32472919619818],[866.0279963114376],[86.9375],[4],"['0.062759009,0.064297951,0.038585661']"
['842333'],"['46.20708697341162,-122.1660873724145']",[2000],"[UTCDateTime(2002, 5, 25, 14, 25, 15, 650000)]",[37.27368703972386],,[139.28509456065615],,[49.784642660520426],[45.29715825964441],[15.191666666666663],[6],"['0.319977271,0.4683507,0.253217799']"
