event_ID,location,location_uncertainty(m),origin_time,direction(degrees),direction_sharpness(degrees)params_std_deviation,velocity(m/s),number_of_stationsdirection_snr(degrees),direction_sharpness(degrees),direction_snr(degrees),duration,number_of_stations,params_std_deviation
['842308'],"['46.19811403676282,-122.19201767753954']",[0],"[UTCDateTime(2002, 7, 10, 0, 8, 23, 777700)]",[20.663889391957024],,[126.60504410898938],,[19.56329912813597],[23.80248651515104],[9.747066666666655],[6],"['0.153587592,0.33007936,0.128064734']"
['842183'],"['46.18911760617305,-122.19203246958193']",[0],"[UTCDateTime(2002, 8, 7, 3, 13, 16, 54100)]",[51.31700944649389],,[233.76620093449284],,[50.72023646273495],[51.03828029478944],[8.208199999999998],[4],"['0.196279907,0.169097911,0.119657616']"
['841488'],"['46.19811403676282,-122.19201767753954']",[1000],"[UTCDateTime(2002, 9, 3, 20, 44, 10)]",[43.51127712080272],,[163.56803925087166],,[43.511277120802745],[43.51127712080274],[23.662500000000016],[4],"['inf,inf,inf']"
['841368'],"['46.18911760617305,-122.19203246958193']",[0],"[UTCDateTime(2002, 8, 6, 10, 53, 16, 996000)]",[67.31711401777787],,[214.7088057176392],,[67.7439042378189],[67.10955132565869],[8.466999999999992],[4],"['0.122992188,0.085677833,0.071468662']"
['841138'],"['46.18911760617305,-122.19203246958193']",[0],"[UTCDateTime(2002, 8, 5, 22, 11, 25, 100000)]",[63.783776958695675],,[240.1241328373215],,[62.952775964431936],[63.55031031759161],[25.112499999999997],[4],"['0.139466366,0.098370962,0.081621666']"
['841088'],"['46.19811403676282,-122.19201767753954']",[1000],"[UTCDateTime(2002, 7, 7, 13, 42, 32, 4900)]",[78.78618084231175],,[185.06085917972266],,[77.0365648239053],[78.44567877050034],[9.579800000000011],[5],"['0.375209134,0.403363678,0.273456956']"
['840913'],"['46.19811403676282,-122.19201767753954']",[0],"[UTCDateTime(2002, 8, 5, 7, 24, 44)]",[36.27598379265244],,[183.38971877151383],,[36.27598379265247],[36.27598379265244],[37.55],[4],"['inf,inf,inf']"
['840873'],"['46.18013069393675,-122.20499867685513']",[2000],"[UTCDateTime(2002, 8, 5, 2, 17, 30, 225000)]",[18.285921332082868],,[441.44307863311053],,[14.473857163680014],[16.610088626680295],[19.6],[5],"['0.477347479,0.194353184,0.312231062']"
['840763'],"['46.18911760617305,-122.19203246958193']",[0],"[UTCDateTime(2002, 7, 6, 14, 41, 19, 875000)]",[50.911630944529584],,[226.20615563140302],,[47.30666403019239],[50.05919535616999],[15.762499999999996],[4],"['0.627278315,0.576785141,0.383065111']"
['840533'],"['46.20709944700913,-122.17904512303906']",[1000],"[UTCDateTime(2002, 6, 10, 5, 54, 12, 429000)]",[49.049991237964235],,[269.43598802032625],,[70.27455089438246],[40.94806307503914],[12.527999999999997],[5],"['0.779737858,0.988694774,0.691119452']"
['840278'],"['46.1981030329759,-122.17906203543858']",[1000],"[UTCDateTime(2002, 9, 1, 9, 57, 39)]",[56.637962012012615],,[252.44327622198864],,[58.39435971679641],[56.07228918770536],[19.899999999999988],[5],"['0.42001484,0.20840324,0.307927991']"
['840228'],"['46.198123573380435,-122.20497332446621']",[1000],"[UTCDateTime(2002, 9, 1, 8, 41, 57)]",[47.54409342163497],,[154.4197690324762],,[49.406531967146016],[48.316915248918846],[39.7125],[4],"['0.254650653,0.486466015,0.202044124']"
['839798'],"['46.19811403676282,-122.19201767753954']",[0],"[UTCDateTime(2002, 8, 3, 19, 50, 47, 625000)]",[38.89310900601698],,[236.13320236749783],,[34.413319078006396],[38.75111685839658],[22.149999999999995],[5],"['0.186847082,0.195205343,0.143493642']"
['839603'],"['46.19811403676282,-122.19201767753954']",[0],"[UTCDateTime(2002, 7, 4, 5, 24, 39)]",[66.47830575902255],,[122.03397303150166],,[66.47830575902255],[66.47830575902259],[16.749999999999986],[4],"['inf,inf,inf']"
['838643'],"['46.21609584681671,-122.17902820341816']",[1000],"[UTCDateTime(2002, 5, 19, 21, 16, 30, 650000)]",[-4.6639103460383335],,[247.02025272944488],,[-6.874379862884734],[-3.03221455300631],[11.20000000000001],[4],"['0.309858537,0.188167838,0.198832378']"
['838473'],"['46.1981030329759,-122.17906203543858']",[0],"[UTCDateTime(2002, 6, 4, 16, 44, 51)]",[63.491166890624264],,[79.42120326800382],,[63.49116689062424],[63.49116689062428],[10.162500000000001],[4],"['inf,inf,inf']"
['838368'],"['46.20708697341162,-122.1660873724145']",[1000],"[UTCDateTime(2002, 6, 4, 7, 58, 32, 693700)]",[125.7041999152798],,[50.25775728012332],,[117.99469008382651],[-571.0961823167216],[18.067400000000013],[5],"['0.297167012,2.375722017,0.438368536']"
['838348'],"['46.21609584681671,-122.17902820341816']",[2000],"[UTCDateTime(2002, 5, 19, 10, 16, 47, 800000)]",[-6.971809083743429],,[301.1314978945316],,[-8.389004188484995],[-0.28250792426199317],[7.450000000000012],[5],"['0.478788775,0.280153088,0.332994184']"
['838228'],"['46.19811403676282,-122.19201767753954']",[0],"[UTCDateTime(2002, 5, 18, 0, 42, 28, 996300)]",[36.83646689832368],,[140.07105276904855],,[35.74947533488202],[37.614559491793436],[4.942599999999999],[5],"['0.073214371,0.134260943,0.052010145']"
['837823'],"['46.1981030329759,-122.17906203543858']",[1000],"[UTCDateTime(2002, 6, 3, 14, 57, 44, 875000)]",[54.95290809163352],,[117.82388046784124],,[54.952908091633454],[54.95290809163346],[16.137499999999996],[4],"['inf,inf,inf']"
['837418'],"['46.18914180938682,-122.23089308264451']",[14000],"[UTCDateTime(2002, 6, 2, 16, 17, 5, 200000)]",[146.02137541070215],,[224.26945436593536],,[1947.2341350110376],[1586.3409004541656],[-3.7249999999999943],[4],"['0.50245736,0.085187034,0.141818458']"
['835223'],"['46.22507975351317,-122.16604929516102']",[1000],"[UTCDateTime(2002, 2, 22, 20, 10, 28, 992900)]",[-4.305246788125216],,[239.84451139843247],,[-11.836379171214107],[-1.8864130329540638],[9.798299999999998],[4],"['0.762965812,0.549137112,0.466710267']"
['834988'],"['46.171113705520135,-122.17911272935235']",[4000],"[UTCDateTime(2002, 4, 12, 18, 32, 35, 776200)]",[71.78907178290977],,[275.46541078733065],,[60.40945452894489],[71.25344574037751],[19.52382857142856],[7],"['0.333545514,0.210672613,0.222158937']"
['834928'],"['46.21609584681671,-122.17902820341816']",[2000],"[UTCDateTime(2002, 4, 12, 7, 18, 12, 347400)]",[31.11997688871539],,[172.60056338092792],,[32.75785837180979],[47.168038003247155],[7.630514285714282],[7],"['0.285418907,0.3883966,0.218031164']"
['833413'],"['46.20709944700913,-122.17904512303906']",[1000],"[UTCDateTime(2002, 5, 5, 1, 46, 12, 798200)]",[91.46314827204887],,[49.25975381105852],,[91.4631482720488],[91.463148272049],[5.5214],[4],"['inf,inf,inf']"
['830593'],"['46.21609584681671,-122.17902820341816']",[1000],"[UTCDateTime(2002, 1, 2, 17, 36, 16, 975800)]",[-11.947214865069528],,[262.793971576598],,[-18.93136537649771],[-6.963952867554302],[9.531599999999987],[5],"['0.486274604,0.275723813,0.324201932']"
['830328'],"['46.18009769655833,-122.16614442737654']",[3000],"[UTCDateTime(2001, 11, 28, 20, 40, 16, 70300)]",[114.82869423663097],,[94.55529164289904],,[115.94289649588772],[114.92441171333112],[79.2656],[4],"['0.054211423,0.125924208,0.03720629']"
['829988'],"['46.20709944700913,-122.17904512303906']",[2000],"[UTCDateTime(2001, 9, 26, 3, 36, 53, 426100)]",[-24.695563214524068],,[205.74732146432967],,[-24.695563214524054],[-24.695563214524093],[63.00219999999998],[4],"['inf,inf,inf']"
['829903'],"['46.20709944700913,-122.17904512303906']",[1000],"[UTCDateTime(2002, 1, 1, 21, 32, 48, 825000)]",[-25.501440584923067],,[226.46228631581326],,[-25.839052285520946],[-25.41302583917747],[23.349999999999987],[5],"['0.093817965,0.051493205,0.058324506']"
['829833'],"['46.180110162231614,-122.17909583859085']",[2000],"[UTCDateTime(2001, 12, 1, 6, 27, 41, 246200)]",[80.7875077255279],,[88.33436134278375],,[89.33439173571495],[81.26984905224634],[44.202400000000004],[5],"['0.401897357,0.708976017,0.173925053']"
['829508'],"['46.1981030329759,-122.17906203543858']",[2000],"[UTCDateTime(2001, 9, 24, 5, 40, 51, 796800)]",[65.3339823940063],,[249.88511823831686],,[65.33398239400627],[65.3339823940063],[27.806099999999994],[4],"['inf,inf,inf']"
['829503'],"['46.18911760617305,-122.19203246958193']",[0],"[UTCDateTime(2001, 9, 24, 5, 37, 26, 996800)]",[44.42851215850302],,[282.36165806503266],,[44.17123123921732],[44.271197373971376],[28.931099999999986],[4],"['0.401005378,0.280409714,0.252514604']"
['829493'],"['46.18911760617305,-122.19203246958193']",[1000],"[UTCDateTime(2001, 7, 31, 21, 30, 59, 2900)]",[37.484394659189086],,[332.7742788129297],,[37.18377796591875],[37.31808141565119],[29.18079999999999],[4],"['0.383157477,0.260794973,0.250837832']"
['829483'],"['46.1981030329759,-122.17906203543858']",[1000],"[UTCDateTime(2001, 9, 24, 5, 15, 47, 871800)]",[55.64578352261695],,[278.34794305830803],,[55.67425829122741],[57.10322908799153],[40.41359999999998],[5],"['0.150339026,0.10575034,0.110832493']"
['829313'],"['46.18911760617305,-122.19203246958193']",[1000],"[UTCDateTime(2001, 9, 23, 9, 53, 59, 200)]",[58.36476649161493],,[218.59598020778049],,[57.786518273018025],[58.0264440839988],[18.900400000000005],[4],"['0.144880735,0.111202553,0.086054345']"
['829303'],"['46.18012116135813,-122.19204725531323']",[1000],"[UTCDateTime(2001, 9, 23, 8, 12, 40, 200)]",[33.06714668565901],,[262.79581494263834],,[32.66467831663843],[32.68379469660794],[16.412900000000015],[4],"['0.498790279,0.314679389,0.29994281']"
['829268'],"['46.81221431275914,-121.79291249966143']",[15000],"[UTCDateTime(2001, 11, 25, 8, 17, 31, 654300)]",[138.50067835800613],,[167.58237036948532],,[501.6809634651552],[138.65020549370118],[8.621100000000006],[4],"['0.24116487,0.185281719,0.125644386']"
['829103'],"['46.1981030329759,-122.17906203543858']",[2000],"[UTCDateTime(2001, 9, 22, 11, 24, 34, 728500)]",[57.99517900208326],,[301.7454890794297],,[57.995179002083226],[57.99517900208321],[129.4195],[4],"['inf,inf,inf']"
['829098'],"['46.19811403676282,-122.19201767753954']",[1000],"[UTCDateTime(2001, 9, 22, 11, 19, 38, 928500)]",[51.26841012460235],,[300.02837143300195],,[49.53959847126803],[54.375296940923505],[97.86699999999999],[5],"['0.374762089,0.348037476,0.280817513']"
['829093'],"['46.1981030329759,-122.17906203543858']",[2000],"[UTCDateTime(2001, 9, 22, 11, 15, 35, 28500)]",[47.63771425489095],,[208.9537739296981],,[47.637714254890966],[47.63771425489097],[74.15700000000001],[4],"['inf,inf,inf']"
['828968'],"['46.189106604716805,-122.17907894062105']",[2000],"[UTCDateTime(2001, 6, 30, 15, 29, 27, 673400)]",[69.80492157600926],,[211.51535359112694],,[68.18057541757099],[69.86960992034857],[33.25930000000003],[4],"['0.622181665,0.30347562,0.294177227']"
['828938'],"['46.198123573380435,-122.20497332446621']",[1000],"[UTCDateTime(2001, 8, 31, 6, 41, 52, 500)]",[61.14311735098082],,[166.94682293650513],,[58.87708231205711],[58.16387914171391],[43.426000000000016],[4],"['0.357084033,0.674067718,0.304668548']"
['828918'],"['46.1981030329759,-122.17906203543858']",[1000],"[UTCDateTime(2001, 8, 31, 5, 33, 32, 675500)]",[74.08607691132791],,[278.81998066102153],,[74.08607691132791],[74.0860769113279],[68.92600000000002],[4],"['inf,inf,inf']"
['828678'],"['46.84816297896432,-121.76660290551352']",[7000],"[UTCDateTime(2001, 11, 22, 19, 14, 0, 371200)]",[132.55666040842613],,[406.1652638490617],,[131.49301926329616],[132.42382723136708],[26.567400000000006],[4],"['0.471932991,0.078385819,0.129030765']"
['828543'],"['46.18911760617305,-122.19203246958193']",[1000],"[UTCDateTime(2001, 8, 30, 13, 9, 32, 999400)]",[65.15097636917233],,[143.20713117239072],,[64.30622510989106],[64.38832870611917],[43.47379999999998],[4],"['0.204528334,0.208920871,0.119340334']"
['828388'],"['46.19811403676282,-122.19201767753954']",[0],"[UTCDateTime(2001, 9, 21, 20, 51, 57, 374900)]",[64.46671284669955],,[215.6569396032322],,[64.46671284669954],[64.46671284669954],[89.6873],[4],"['inf,inf,inf']"
['827743'],"['46.18911760617305,-122.19203246958193']",[1000],"[UTCDateTime(2001, 9, 20, 13, 35, 9, 402100)]",[56.94922181633668],,[196.90958687841612],,[56.47869865736301],[56.53318193878329],[26.29169999999999],[4],"['0.212805421,0.177541596,0.126984922']"
['826453'],"['46.180110162231614,-122.17909583859085']",[0],"[UTCDateTime(2001, 9, 18, 14, 12, 35, 999500)]",[-26.069121322291092],,[101593.07032815964],,[-26.06912132229109],[-26.06912132229105],[26.449000000000012],[4],"['inf,inf,inf']"
['826418'],"['46.20711045312764,-122.19200287918224']",[1000],"[UTCDateTime(2001, 11, 17, 9, 3, 23, 974700)]",[4.623847593583166],,[27.076774572889686],,[4.623847593578856],[4.623847593583299],[33.289400000000015],[5],"['inf,inf,inf']"
['825938'],"['46.18911760617305,-122.19203246958193']",[0],"[UTCDateTime(2001, 9, 17, 21, 26, 25, 171800)]",[56.65100192257797],,[306.2576842199436],,[56.88444165865982],[56.603924144225424],[39.71859999999999],[4],"['0.062647198,0.033850148,0.037420631']"
['825838'],"['46.20707303233638,-122.15312962799838']",[1000],"[UTCDateTime(2001, 11, 16, 3, 23, 40, 975300)]",[40.4862622655671],,[168.814392482821],,[37.03933759300565],[39.95126541501711],[22.963099999999997],[4],"['0.127681543,0.294417466,0.15585169']"
['824523'],"['46.1981030329759,-122.17906203543858']",[1000],"[UTCDateTime(2001, 8, 23, 14, 39, 6, 2100)]",[56.48402615190785],,[278.0950673054609],,[56.484026151907855],[56.484026151907855],[32.77919999999999],[4],"['inf,inf,inf']"
['824498'],"['46.20709944700913,-122.17904512303906']",[1000],"[UTCDateTime(2001, 8, 23, 6, 21, 29, 477100)]",[-37.23222188757418],,[153.08351660032977],,[-37.23222188757417],[-37.23222188757419],[37.31669999999999],[4],"['inf,inf,inf']"
['824003'],"['46.20709944700913,-122.17904512303906']",[2000],"[UTCDateTime(2001, 9, 15, 4, 50, 2, 400200)]",[-14.513954454190841],,[143.5436623481714],,[-14.513954454190886],[-14.51395445419085],[44.0879],[4],"['inf,inf,inf']"
['823313'],"['46.18911760617305,-122.19203246958193']",[1000],"[UTCDateTime(2001, 9, 14, 11, 59, 57, 999600)]",[68.41505425307452],,[188.0585045532669],,[69.64050554196453],[67.6028926737702],[24.286699999999982],[4],"['0.394554717,0.290438537,0.228855322']"
['823293'],"['46.19811403676282,-122.19201767753954']",[1000],"[UTCDateTime(2001, 9, 14, 11, 31, 5, 974600)]",[55.63404823900934],,[179.16543116853572],,[55.634048239009324],[55.63404823900933],[17.96169999999998],[4],"['inf,inf,inf']"
['822923'],"['46.189127140770765,-122.20498600336543']",[2000],"[UTCDateTime(2001, 11, 10, 21, 7, 14, 176600)]",[41.71687822435655],,[120.7338791849994],,[57.8383089930906],[25.106596075995164],[21.824628571428555],[7],"['0.645673156,0.922063306,0.454907445']"
['822043'],"['46.18911760617305,-122.19203246958193']",[1000],"[UTCDateTime(2001, 10, 16, 1, 54, 15, 20700)]",[56.651563456997195],,[156.01585537812176],,[53.010241257610794],[54.588396679637896],[21.42889999999999],[4],"['0.550245721,0.635828479,0.328673951']"
['821888'],"['46.198123573380435,-122.20497332446621']",[0],"[UTCDateTime(2001, 9, 13, 7, 7, 52, 2800)]",[27.719795208321305],,[161.0801746599487],,[27.739658489454893],[27.043095121628703],[10.580599999999976],[4],"['0.133390738,0.229585104,0.091675502']"
['821873'],"['46.18911760617305,-122.19203246958193']",[0],"[UTCDateTime(2001, 7, 18, 9, 41, 34, 771900)]",[54.66356020409644],,[260.24077899788176],,[55.53092273247489],[54.822211203623425],[41.3188],[4],"['0.158571829,0.10757953,0.095393369']"
['821673'],"['46.20709944700913,-122.17904512303906']",[3000],"[UTCDateTime(2001, 8, 17, 14, 52, 22, 378100)]",[87.02572201284057],,[262.5233532258313],,[94.2156375349842],[69.5094904465466],[4.036200000000013],[5],"['1.823293456,0.871127427,0.794480106']"
['821668'],"['46.19811403676282,-122.19201767753954']",[0],"[UTCDateTime(2001, 7, 17, 17, 30, 6, 1900)]",[50.63105281234445],,[233.15455297211741],,[50.63105281234446],[50.63105281234445],[36.10380000000001],[4],"['inf,inf,inf']"
['820308'],"['46.16213775759489,-122.20502400761904']",[7000],"[UTCDateTime(2001, 7, 13, 14, 29, 24, 997700)]",[10.970125734502416],,[1322.7709955786254],,[10.871668809996917],[10.906067467105203],[23.99539999999999],[4],"['0.666409683,0.078782091,0.577438034']"
['820038'],"['46.18911760617305,-122.19203246958193']",[1000],"[UTCDateTime(2001, 8, 14, 19, 13, 11, 771500)]",[66.0236276172196],,[287.29805634005857],,[65.51362387798034],[69.19072103038793],[14.372999999999996],[5],"['0.286790438,0.18804692,0.189866013']"
['819833'],"['46.19811403676282,-122.19201767753954']",[0],"[UTCDateTime(2001, 10, 11, 2, 58, 48, 995100)]",[52.17513831585039],,[253.1171831978667],,[52.175138315850404],[52.17513831585039],[22.490199999999987],[4],"['inf,inf,inf']"
['819828'],"['46.1981030329759,-122.17906203543858']",[2000],"[UTCDateTime(2001, 8, 14, 5, 44, 17, 921500)]",[29.887575570811354],,[200.24777708753808],,[29.887575570811357],[29.88757557081141],[12.405500000000004],[4],"['inf,inf,inf']"
['819733'],"['46.18012116135813,-122.19204725531323']",[0],"[UTCDateTime(2001, 8, 14, 0, 19, 47, 746500)]",[56.2949158569994],,[249.45844754673502],,[56.93669979874576],[55.48109483042382],[12.593000000000004],[4],"['0.167625439,0.098899173,0.098944541']"
['819338'],"['46.19809056202087,-122.16610639885269']",[2000],"[UTCDateTime(2001, 8, 13, 14, 39, 50, 824300)]",[14.482128195316163],,[84.83559405887831],,[17.300620825833477],[16.79180831130009],[29.37360000000001],[4],"['0.096510929,0.316870947,0.097669998']"
['818783'],"['46.20711045312764,-122.19200287918224']",[2000],"[UTCDateTime(2001, 11, 2, 17, 49, 38, 724600)]",[43.522971375649504],,[263.51316385354954],,[43.52297137564952],[43.52297137564948],[27.699199999999998],[5],"['inf,inf,inf']"
['818683'],"['46.18911760617305,-122.19203246958193']",[1000],"[UTCDateTime(2001, 9, 11, 2, 22, 27, 1700)]",[35.80488819624217],,[150.20714620379567],,[35.85763153124572],[35.762265620489174],[23.365900000000018],[4],"['0.103825102,0.131746759,0.06866784']"
['818398'],"['46.19811403676282,-122.19201767753954']",[1000],"[UTCDateTime(2001, 8, 12, 9, 13, 41, 996300)]",[42.96903073777614],,[150.09520870359043],,[42.96903073777618],[42.96903073777614],[13.192600000000006],[4],"['inf,inf,inf']"
['818208'],"['46.19811403676282,-122.19201767753954']",[0],"[UTCDateTime(2001, 7, 9, 7, 15, 30, 996600)]",[36.382904759535165],,[17.650717958964076],,[36.382904759534995],[36.38290475953537],[6.430700000000002],[4],"['inf,inf,inf']"
['817908'],"['46.84816297896432,-121.76660290551352']",[8000],"[UTCDateTime(2001, 10, 8, 2, 48, 33, 672000)]",[132.8443467140942],,[306.97796694096263],,[132.0932828271779],[132.86866241426804],[18.494],[4],"['0.541983599,0.115745968,0.148218226']"
['817633'],"['46.16205859745736,-122.12734089500432']",[8000],"[UTCDateTime(2001, 9, 9, 20, 3, 50, 822100)]",[-49.89606295138666],,[-3953.4204932692796],,[-51.943336641159185],[-48.234183854125675],[39.724199999999996],[5],"['7.202201512,0.123525232,7.069466815']"
['817603'],"['46.1981030329759,-122.17906203543858']",[2000],"[UTCDateTime(2001, 9, 9, 19, 27, 11, 897100)]",[48.33196371173227],,[289.87763587530213],,[48.33196371173226],[48.33196371173228],[68.58170000000001],[4],"['inf,inf,inf']"
['817583'],"['46.1981030329759,-122.17906203543858']",[2000],"[UTCDateTime(2001, 9, 9, 17, 2, 34, 772100)]",[65.14522766475022],,[210.5396047209447],,[65.14522766475024],[65.14522766475024],[36.931700000000006],[4],"['inf,inf,inf']"
['817578'],"['46.1981030329759,-122.17906203543858']",[1000],"[UTCDateTime(2001, 9, 9, 16, 27, 44, 772100)]",[51.70868768568533],,[236.8789825546044],,[51.70868768568533],[51.70868768568542],[85.84420000000001],[4],"['inf,inf,inf']"
['817118'],"['46.20708697341162,-122.1660873724145']",[1000],"[UTCDateTime(2001, 10, 6, 0, 46, 1, 554900)]",[35.20678391606854],,[257.1006482556838],,[43.50796244481995],[34.70192841902163],[16.249799999999993],[5],"['0.456984208,0.645000079,0.463180112']"
['817113'],"['46.19811403676282,-122.19201767753954']",[0],"[UTCDateTime(2001, 6, 18, 14, 39, 52, 997200)]",[39.198188991813694],,[203.32011478650125],,[39.19818899181371],[39.1981889918137],[21.394400000000033],[4],"['inf,inf,inf']"
['816618'],"['46.189106604716805,-122.17907894062105']",[1000],"[UTCDateTime(2001, 8, 9, 13, 54, 41, 626500)]",[60.17768450611964],,[295.89608474966667],,[57.731483576529286],[61.97063307485528],[10.577999999999989],[4],"['0.534300788,0.213158236,0.31207851']"
['816573'],"['46.19811403676282,-122.19201767753954']",[0],"[UTCDateTime(2001, 7, 6, 17, 25, 8, 996600)]",[34.97803596903971],,[268.6195030678993],,[34.9780359690397],[34.97803596903971],[19.54319999999999],[4],"['inf,inf,inf']"
['816448'],"['46.85713959923772,-121.75346339001669']",[6000],"[UTCDateTime(2001, 4, 28, 6, 50, 31, 649000)]",[50.06820239544539],,[115.59806716068144],,[50.10399762607803],[49.875811274929404],[17.497999999999998],[4],"['0.0268277,0.10092959,0.023272327']"
['816413'],"['46.18911760617305,-122.19203246958193']",[0],"[UTCDateTime(2001, 9, 7, 1, 41, 8, 997900)]",[64.59142851724232],,[182.3178543574449],,[64.0493946840619],[64.19665527555672],[25.658299999999997],[4],"['0.25577362,0.208113687,0.149419258']"
['816403'],"['46.189127140770765,-122.20498600336543']",[1000],"[UTCDateTime(2001, 6, 17, 2, 35, 4, 4300)]",[22.998494198853226],,[314.40279637449316],,[22.30436790536482],[23.568420303529177],[20.57110000000001],[4],"['0.229923009,0.161345701,0.162940976']"
['816378'],"['46.180110162231614,-122.17909583859085']",[1000],"[UTCDateTime(2001, 9, 6, 22, 33, 55, 724300)]",[-36.75984352922426],,[-1798.916814187628],,[-36.75984352922427],[-36.759843529224234],[18.31109999999999],[4],"['inf,inf,inf']"
['816328'],"['46.19811403676282,-122.19201767753954']",[0],"[UTCDateTime(2001, 6, 16, 16, 6, 2, 728700)]",[42.79823739986297],,[135.5803088318676],,[42.79823739986297],[42.79823739986296],[2.182399999999987],[4],"['inf,inf,inf']"
['815993'],"['46.857119345562786,-121.74035013991426']",[4000],"[UTCDateTime(2001, 4, 28, 1, 38, 37, 999000)]",[42.989842208955594],,[66.57766867534512],,[41.615209278379524],[42.72343779373317],[18.397999999999982],[4],"['0.069424882,0.5008913,0.054759013']"
['815853'],"['46.18911760617305,-122.19203246958193']",[0],"[UTCDateTime(2001, 9, 5, 22, 38, 21, 1700)]",[39.862330032897965],,[151.32524282421525],,[39.9422461250116],[39.96470406173606],[9.015899999999995],[4],"['0.061386396,0.091336781,0.039630605']"
['815688'],"['46.180110162231614,-122.17909583859085']",[1000],"[UTCDateTime(2001, 9, 5, 13, 6, 31, 1700)]",[-27.717648352841962],,[19453.95645825605],,[-27.717648352841945],[-27.717648352841923],[14.353399999999993],[4],"['inf,inf,inf']"
['815553'],"['46.18911760617305,-122.19203246958193']",[0],"[UTCDateTime(2001, 8, 8, 18, 6, 4, 995500)]",[62.222737927967636],,[197.25959771303877],,[63.27878151264328],[60.13088173795339],[13.728500000000025],[4],"['0.564089197,0.392835515,0.331381912']"
['815538'],"['46.189106604716805,-122.17907894062105']",[1000],"[UTCDateTime(2001, 8, 8, 17, 55, 4, 895500)]",[58.708229675045395],,[177.9415003978969],,[60.61232327498613],[63.058939209757035],[20.42850000000002],[4],"['1.039366167,0.639970172,0.611554627']"
['815358'],"['46.20711045312764,-122.19200287918224']",[3000],"[UTCDateTime(2001, 10, 3, 4, 19, 41, 3700)]",[80.46985704924585],,[317.79412636445],,[90.30075290787623],[76.24741451597434],[39.92406666666666],[6],"['0.905720392,0.519155454,0.54292562']"
['815308'],"['46.18911760617305,-122.19203246958193']",[1000],"[UTCDateTime(2001, 6, 15, 8, 41, 25, 978500)]",[44.612589146656354],,[271.80303978601523],,[43.68523104518814],[44.30262791445571],[14.819499999999998],[4],"['0.485214726,0.37535848,0.305251372']"
['815228'],"['46.19811403676282,-122.19201767753954']",[0],"[UTCDateTime(2001, 8, 7, 21, 46, 29, 248300)]",[76.1902552957841],,[212.99149819979243],,[76.19025529578411],[76.19025529578411],[5.7590999999999966],[4],"['inf,inf,inf']"
['815053'],"['46.198123573380435,-122.20497332446621']",[0],"[UTCDateTime(2001, 4, 26, 12, 17, 12, 23100)]",[11.338917633712375],,[108.7915273262199],,[3.9505550360875277],[8.986226728828411],[5.283699999999996],[4],"['0.431748694,0.807270408,0.268335087']"
['815013'],"['46.198123573380435,-122.20497332446621']",[0],"[UTCDateTime(2001, 4, 26, 9, 40, 4, 473100)]",[46.9213954377381],,[136.7969431542154],,[38.31289047786971],[41.072044783133364],[25.171199999999992],[4],"['0.324590951,0.737182355,0.256450013']"
['814788'],"['46.19811403676282,-122.19201767753954']",[1000],"[UTCDateTime(2001, 6, 14, 21, 26, 51, 422500)]",[53.83634538084514],,[222.03104108088652],,[53.836345380845096],[53.83634538084513],[5.269999999999996],[4],"['inf,inf,inf']"
['814763'],"['46.198123573380435,-122.20497332446621']",[0],"[UTCDateTime(2001, 9, 3, 23, 44, 40, 997300)]",[44.10592545027222],,[174.7051206894415],,[41.4503686849247],[43.42268697391197],[26.20709999999999],[4],"['0.24592977,0.401277288,0.190516111']"
['814738'],"['46.198123573380435,-122.20497332446621']",[1000],"[UTCDateTime(2001, 4, 25, 20, 43, 9, 1700)]",[24.789577592105097],,[141.86125595618748],,[22.99946062056381],[24.22673229489822],[14.753399999999992],[4],"['0.284773859,0.453801699,0.191799089']"
['814573'],"['46.1981030329759,-122.17906203543858']",[1000],"[UTCDateTime(2001, 10, 1, 10, 45, 41, 621100)]",[62.84999127881336],,[295.7876427663944],,[62.84999127881338],[62.84999127881338],[81.4047],[4],"['inf,inf,inf']"
['814548'],"['46.20708697341162,-122.1660873724145']",[2000],"[UTCDateTime(2001, 9, 3, 4, 9, 54, 947300)]",[21.44579949792477],,[137.4453740980936],,[16.89073393169195],[22.51051787423462],[12.832100000000004],[4],"['0.230330048,0.490159596,0.213798018']"
['813928'],"['46.18911760617305,-122.19203246958193']",[0],"[UTCDateTime(2001, 8, 4, 4, 39, 36, 895400)]",[41.645414196106536],,[160.33873823748317],,[40.710761005466104],[41.0130708650008],[11.578300000000013],[4],"['0.436417755,0.527841059,0.278934292']"
['813908'],"['46.18911760617305,-122.19203246958193']",[0],"[UTCDateTime(2001, 8, 4, 1, 10, 59, 595400)]",[66.48050804506643],,[150.45019356224088],,[65.0451278718861],[65.2870635829564],[18.8408],[4],"['0.425424377,0.425753072,0.247579795']"
['813593'],"['46.20709944700913,-122.17904512303906']",[1000],"[UTCDateTime(2001, 5, 31, 5, 11, 32, 570100)]",[43.142065575852484],,[216.13800363538334],,[102.46985453157843],[37.57562414829607],[12.110199999999981],[5],"['0.788227045,1.496103316,0.718020626']"
['813483'],"['46.198123573380435,-122.20497332446621']",[1000],"[UTCDateTime(2001, 6, 13, 20, 53, 28, 300400)]",[48.983041877000886],,[203.9526818937578],,[47.69151057512904],[50.89404436415728],[13.375799999999998],[4],"['0.287210572,0.391883873,0.230063328']"
