event_ID,location_latitude,location_longitude,location_uncertainty(m),origin_time,direction(degrees),direction_sharpness(degrees),direction_snr(degrees),duration(sec),params_std_deviation,velocity(m/s),number_of_stations
3179368,46.855383012360406,-121.78493986694164,7400.0,2021-12-22T04:47:34.075000Z,206.0152716922639,233.7550719480842,213.90355782140688,25.149999999999988,"0.448269634,1.29224505,0.30952015",85.97094311615052,8
3178938,46.839148845698865,-121.75352026547156,4700.0,2021-12-17T16:47:07.000000Z,315.18096192111204,-56.105828427152716,266.689834011937,18.233333333333334,"0.423211132,1.706786505,0.312844133",79.88434413249894,6
3179533,46.8553610717988,-121.76789318438372,6400.0,2021-12-26T08:58:51.000000Z,-15.343239766466214,-15.993310364216192,4.06628227526163,36.09166666666666,"0.314565793,1.896155861,0.228909269",42.160327955437296,6
3173243,46.86252889175464,-121.74820049128013,4800.0,2021-10-14T18:22:14.000000Z,-21.43226607431396,16.01851517828619,-27.977828808199014,17.7,"0.692098104,1.388302414,0.402700105",65.79903183949308,7
3173158,46.851769943115585,-121.77314838119194,5000.0,2021-10-14T03:24:44.000000Z,-15.379715085152192,327.3793731519441,194.34729323268306,7.854545454545455,"0.190711783,1.598202733,0.119381218",26.7093429497031,11
3175413,46.85982212341079,-121.74296372832403,5400.0,2021-11-10T16:42:55.525000Z,65.32327466470535,77.93965481267655,58.87326220043409,23.63125000000001,"0.247062789,0.745397449,0.184995665",90.05228259791353,8
3174673,46.85806497067825,-121.77181941726472,5500.0,2021-11-01T05:15:26.250000Z,103.81012081623743,136.0590748119682,95.22349240921973,24.822222222222226,"0.13694794,1.216270136,0.11316337",40.7253809729892,9
3171573,46.85539525407362,-121.79543013973233,5900.0,2021-09-23T04:48:49.000000Z,242.18078501397446,206.5223807663247,249.77857088198976,7.884615384615389,"0.336702512,2.616122274,0.231940001",29.55014667847888,13
3174103,46.8553610717988,-121.76789318438372,3700.0,2021-10-21T02:53:34.000000Z,318.7885211391401,314.7436212086168,306.9633577340356,15.707142857142859,"0.559538506,0.975564045,0.368142646",120.45047830004692,7
3171018,46.851769943115585,-121.77314838119194,8000.0,2021-09-17T07:12:44.050000Z,190.5121450149653,193.0155896628897,206.36851177410873,16.279166666666672,"0.399458953,0.959652081,0.258511613",70.50845063214284,12
3170968,46.85448662521108,-121.78756471045017,9600.0,2021-09-17T02:02:26.850000Z,205.47964164616775,197.19598587972263,505.11103853166486,27.45357142857143,"0.343848737,1.5703383,0.211584508",39.440708409689,14
3173893,46.85807514275207,-121.77968751059596,7700.0,2021-10-17T11:07:04.000000Z,12.431957625936255,10.495936644172716,-4.5154839876819555,15.491176470588236,"0.208133803,1.002163949,0.127402005",43.31019640161887,17
3170868,46.85448662521108,-121.78756471045017,9000.0,2021-09-15T19:49:04.800000Z,198.17869341485792,189.578163328298,161.9271804828918,19.430000000000003,"0.274226042,1.522574393,0.166847065",31.77616364461562,15
3170753,46.8617005670726,-121.80328375269283,6800.0,2021-09-15T06:23:29.000000Z,238.07527444553332,228.70650060116202,248.20021021486946,6.175,"0.478018206,0.73405415,0.286544357",103.77934750633987,12
3172588,46.842732985720794,-121.74433206839936,4200.0,2021-10-08T23:18:04.000000Z,285.4529975411226,39.32453637693517,1041.9430494701292,15.14000000000001,"0.49586447,3.42804329,0.393105134",41.34131839521314,5
3170593,46.87066864522908,-121.77965379655488,6000.0,2021-09-13T05:19:51.000176Z,322.37376434179924,-12.45988220374267,279.6801977821689,9.106601999999999,"0.344152148,2.2140982,0.252074791",31.450932090745745,8
3172538,46.868793782751666,-121.72850582118465,2600.0,2021-10-08T18:01:45.000590Z,105.90638909761745,109.12770114323379,99.48160084234739,8.58118,"0.151949076,0.840337738,0.144956271",86.53602982215455,5
3170513,46.85539525407362,-121.79543013973233,6600.0,2021-09-12T17:23:26.000000Z,291.59164183109397,279.72777134540985,300.9539616076436,10.990909090909097,"0.280513021,1.571471487,0.225145037",49.80253806108096,11
3170463,46.860749176182686,-121.76132048896014,5200.0,2021-09-12T07:49:31.325006Z,6.749290961196705,31.062347379135495,-12.699366171635818,11.392869142857146,"0.143926276,0.773552238,0.097251061",49.20269221283809,7
3172713,46.85982212341079,-121.74296372832403,4400.0,2021-10-07T12:05:27.875000Z,-14.786926252330543,-15.753955240299454,-17.185580598348537,8.300000000000002,"0.15250144,0.319084386,0.09364648",103.90051483153887,7
3172348,46.868789280682904,-121.7258826051292,6200.0,2021-10-06T02:42:41.000000Z,66.75778826320938,66.69780784840285,80.36588301429583,17.03333333333332,"0.162523917,1.185630461,0.125414647",44.70440496912436,6
3172078,46.85081407106861,-121.73512689903285,4300.0,2021-10-01T18:55:49.000000Z,42.68427386915792,43.51091060259816,25.404060120999336,13.943750000000005,"0.243133353,0.873525868,0.184917513",72.24618692527807,8
3172073,46.87063649903103,-121.75604400908226,6900.0,2021-10-01T18:37:46.000000Z,139.27726576308316,501.1208085424866,134.64006920073004,16.919999999999995,"0.357585613,0.553566455,0.194223392",91.14485137954257,5
3171763,46.84456661779931,-121.76792442486301,5900.0,2021-09-27T10:01:57.001156Z,301.63236192368294,263.9869384198276,-20.622275221321637,13.02374057142857,"0.360686103,2.843488907,0.222398774",26.667588240049422,7
3169883,46.882314579310005,-121.74551205170498,5400.0,2021-09-06T02:41:56.550000Z,4.684723712348831,-1.2555191523390397,12.639813353781365,36.31250000000001,"0.227026889,0.87770812,0.171767257",63.97784578695195,4
3169913,46.85810241832499,-121.80329180730477,7300.0,2021-09-05T15:47:23.425000Z,244.58836699398645,217.56048823461785,226.31418839470695,37.208333333333336,"0.359498813,0.691417853,0.244577024",98.1724541071647,12
3171728,46.861663116212156,-121.77180926146792,6600.0,2021-09-24T23:19:43.975431Z,176.5103793036848,170.05356772457145,184.13641828746094,18.458004857142857,"0.557349644,2.27231119,0.326090158",32.329344152410386,7
3171613,46.85539525407362,-121.79543013973233,7000.0,2021-09-24T05:23:21.000000Z,185.4142112147922,248.45137904163235,-563.5119319822787,16.22142857142857,"0.411249116,3.114924451,0.250952979",20.85679697055694,14
3169773,46.85172422068742,-121.74167971387489,10900.0,2021-09-01T21:54:19.000077Z,263.2990450444355,232.3770688512482,286.964808561651,12.004699454545444,"0.450028021,0.985422014,0.291559567",68.32186750445248,11
3169428,46.88055334296191,-121.77175591471834,5700.0,2021-08-30T06:35:43.000000Z,-571.371124800741,228.63997278704977,165.1150840898318,29.99166666666666,"0.519488972,1.485274508,0.368684683",76.1837136879562,6
3169448,46.85806497067825,-121.77181941726472,6500.0,2021-08-29T23:03:25.000000Z,130.29346698242648,125.30183116720812,101.38330422876791,34.57142857142858,"0.440342753,8.024070509,0.303687886",11.624114376158047,7
3169478,46.85806497067825,-121.77181941726472,5200.0,2021-08-29T20:38:21.000000Z,51.905998942173454,41.65843677519439,56.05966804775853,12.078571428571431,"0.240733282,0.747869042,0.17074717",84.4670303538405,7
3169278,46.85448662521108,-121.78756471045017,7400.0,2021-08-28T11:42:15.950000Z,188.03440198112256,277.233405733692,200.66366387677377,22.885714285714283,"0.267683947,1.404958441,0.166176799",35.30457906520305,14
3167433,46.87337052113976,-121.7822700122681,6100.0,2021-08-16T11:55:25.000214Z,18.871392365757504,16.27751582289028,17.969248182166805,24.578999428571414,"0.300381133,0.942344751,0.184001831",45.30232252338247,7
3167473,46.884178909448565,-121.79404948272412,5800.0,2021-08-15T21:14:34.000000Z,-202.73042320345047,188.64292184782488,-207.4260640568856,19.616666666666667,"0.455545446,0.976987378,0.298630832",98.39488381021319,9
3167553,46.86619115949133,-121.7967159459802,5600.0,2021-08-15T09:15:12.925000Z,56.431423898394556,60.62824807624814,64.77130962282449,27.58125,"0.304647205,0.566005438,0.219714994",130.30845143569167,8
3167588,46.87789358173519,-121.80455932190603,7100.0,2021-08-15T03:32:52.900000Z,122.39954139217824,225.64234491325834,93.36432012778634,46.800000000000004,"0.270790023,3.511835845,0.221651922",25.818534275637333,8
3167663,46.87068137164856,-121.79014704404418,6000.0,2021-08-14T16:06:48.525000Z,230.92672450097228,242.06735068438923,234.94083724829758,12.693750000000005,"0.473478714,1.162536117,0.340983679",81.49027067967918,8
3184813,46.85626414927754,-121.77051318967729,4800.0,2021-08-11T14:09:37.825000Z,-6.135720017497445,-30.65409909602843,-16.408543683403682,21.200000000000003,"0.206977145,1.782154314,0.131319776",26.739798244195487,8
3184808,46.8553610717988,-121.76789318438372,5300.0,2021-08-11T14:00:56.450000Z,90.76623280034163,132.27166453948817,55.352277061225955,29.23571428571429,"0.293039284,1.684558071,0.211133852",41.262406213695634,7
3175763,46.877858195309926,-121.77438719950933,6400.0,2021-08-10T14:25:50.875000Z,136.086849713402,77.33250176009433,-206.48264741522203,22.92857142857142,"0.33890895,1.565914674,0.245683825",47.0722228243162,7
3174513,46.851769943115585,-121.77314838119194,6100.0,2021-08-09T14:37:27.000000Z,144.69586751012335,500.4412445668827,144.91912887616812,17.385714285714272,"0.310881207,0.428140873,0.189783192",128.49318059802508,7
3169123,46.840957484158196,-121.76006923996474,2400.0,2021-08-27T11:18:55.000000Z,60.97667122654578,47.6496518276163,61.89553434591788,22.15,"0.729724225,0.757060887,0.477176768",189.87868483792258,4
3168973,46.867060330249736,-121.77179402448046,3300.0,2021-08-26T15:38:19.000000Z,26.436034722269255,15.076994239137608,30.42471873718482,44.31249999999999,"0.565096717,0.978211671,0.355384858",110.55546996591156,4
3174298,46.85539525407362,-121.79543013973233,8300.0,2021-08-06T11:10:26.550000Z,198.31742698279345,214.4006324536048,197.25458901528825,30.649999999999995,"0.387466821,0.326972878,0.236456626",171.693994260127,13
3167178,46.8553610717988,-121.76789318438372,2600.0,2021-08-06T04:09:47.800000Z,52.28638213896873,56.49700404943665,52.24582568147868,11.749999999999993,"0.182708488,0.395589826,0.119588504",111.66141244398239,4
3168568,46.85448662521108,-121.78756471045017,6000.0,2021-08-22T06:22:54.700000Z,277.95331179567614,211.48810768971327,265.6590526820264,25.429999999999986,"0.347470278,2.013101068,0.27770743",41.79797500310524,10
3168553,46.882314579310005,-121.74551205170498,5600.0,2021-08-22T01:32:26.825000Z,104.81790950898109,83.02158811292006,92.58436735011891,29.7,"0.529770376,0.977809532,0.384248593",105.75465516981313,5
3168748,46.8553610717988,-121.76789318438372,4400.0,2021-08-21T18:04:16.000000Z,49.69381108037969,56.065184401291994,54.24048256833231,8.950000000000003,"0.131456074,0.448029119,0.092862619",65.27892705579738,6
3168393,46.85448662521108,-121.78756471045017,6500.0,2021-08-21T14:36:41.000000Z,301.3785046932312,-22.87368570435131,297.43778456428674,25.379999999999995,"0.29968887,1.585198236,0.221692827",45.189295745351075,10
3168428,46.87068137164856,-121.79014704404418,6100.0,2021-08-21T01:11:29.007634Z,241.7876190970958,244.41762974396758,238.07295247665994,18.384017999999987,"0.36156389,1.359362593,0.267756991",57.343539534837035,8
3168788,46.882314579310005,-121.74551205170498,4900.0,2021-08-20T20:15:41.000000Z,57.26529103729265,58.17033231958375,59.3220040352298,14.140000000000004,"0.268460638,0.441717271,0.193374959",137.56433111592375,5
