,Volcano_Name,Network,Station,Latitude,Longitude,Elevation,Distance_from_volc
0,Mt_St_Helens,XD,11001,46.122828,-122.207048,678.6,7.664441107254873
1,Mt_St_Helens,XD,11002,46.120774,-122.207045,699.4,7.891000286754938
2,Mt_St_Helens,XD,11003,46.118915,-122.205927,696.8,8.08625721728115
3,Mt_St_Helens,XD,11004,46.117835,-122.204397,689.6,8.19371470895738
4,Mt_St_Helens,XD,11005,46.115203,-122.203707,684.8,8.480460030555227
5,Mt_St_Helens,XD,11006,46.114345,-122.203142,700.9,8.571995514963266
6,Mt_St_Helens,XD,11007,46.111966,-122.204045,653.7,8.841297527062519
7,Mt_St_Helens,XD,11008,46.109888,-122.20531,657.8,9.080054676796435
8,Mt_St_Helens,XD,11009,46.105664,-122.205219,627.1,9.54719265476793
9,Mt_St_Helens,XD,11010,46.105099,-122.205535,621.5,9.611918788415508
10,Mt_St_Helens,XD,11011,46.1028,-122.20739,614.4,9.880001345499323
11,Mt_St_Helens,XD,11012,46.100667,-122.208091,587.1,10.12146502787546
12,Mt_St_Helens,XD,11013,46.100067,-122.208426,610.3,10.190522788219495
13,Mt_St_Helens,XD,11014,46.098689,-122.208491,603.9,10.343417384487473
14,Mt_St_Helens,XD,11015,46.096147,-122.208973,576.2,10.628403617121409
15,Mt_St_Helens,XD,11016,46.092678,-122.21092,559.1,11.028345114697315
16,Mt_St_Helens,XD,11017,46.087088,-122.211508,506.9,11.651010426083213
17,Mt_St_Helens,XD,11018,46.084002,-122.211679,508.3,11.993462101481802
18,Mt_St_Helens,XD,11019,46.082948,-122.211858,489.4,12.111464438429884
19,Mt_St_Helens,XD,11020,46.081979,-122.212026,486.8,12.219979933721742
20,Mt_St_Helens,XD,11021,46.078206,-122.211285,458.7,12.630983672885726
21,Mt_St_Helens,XD,11022,46.07614,-122.209257,445.7,12.844636064516568
22,Mt_St_Helens,XD,11023,46.074788,-122.207413,447.9,12.982628872537202
23,Mt_St_Helens,XD,11024,46.072776,-122.204917,406.2,13.192478029367829
24,Mt_St_Helens,XD,11025,46.06984,-122.198972,394.0,13.49861658933874
25,Mt_St_Helens,XD,11026,46.069044,-122.198451,380.5,13.586112236969324
26,Mt_St_Helens,XD,11027,46.066905,-122.206075,326.2,13.849612529051676
27,Mt_St_Helens,XD,11028,46.065204,-122.217108,293.4,14.118357507770785
28,Mt_St_Helens,XD,11029,46.063926,-122.222123,235.3,14.311941943032842
29,Mt_St_Helens,XD,11030,46.062103,-122.227148,187.2,14.574446404514125
30,Mt_St_Helens,XD,11031,46.060833,-122.229817,195.9,14.750220084079846
31,Mt_St_Helens,XD,11032,46.060129,-122.230919,193.2,14.843023717796157
32,Mt_St_Helens,XD,11033,46.063994,-122.269169,203.0,15.27257324600501
33,Mt_St_Helens,XD,11034,46.063581,-122.275473,186.6,15.504416257106985
34,Mt_St_Helens,XD,11035,46.058752,-122.259132,162.8,15.548852134536512
35,Mt_St_Helens,XD,11036,46.059551,-122.287024,188.7,16.285668175580778
36,Mt_St_Helens,XD,11037,46.057813,-122.291911,167.1,16.62642362877065
37,Mt_St_Helens,XD,11038,46.056258,-122.29557,163.8,16.909043555483542
38,Mt_St_Helens,XD,11039,46.055103,-122.298225,172.4,17.11782310204763
39,Mt_St_Helens,XD,11040,46.052861,-122.299804,188.9,17.39516138977359
40,Mt_St_Helens,XD,11041,46.051611,-122.301814,176.3,17.590594695416666
41,Mt_St_Helens,XD,11042,46.050778,-122.303222,179.4,17.723492599476998
42,Mt_St_Helens,XD,11043,46.049189,-122.305271,180.3,17.954011358414924
43,Mt_St_Helens,XD,11044,46.048156,-122.30714,198.0,18.123766307079496
44,Mt_St_Helens,XD,11045,46.047052,-122.308048,176.3,18.265085805764745
45,Mt_St_Helens,XD,11046,46.044724,-122.309532,196.3,18.547184128236314
46,Mt_St_Helens,XD,11047,46.036864,-122.312325,175.2,19.419267721962193
47,Mt_St_Helens,XD,11048,46.035999,-122.312559,191.5,19.512757896274515
48,Mt_St_Helens,XD,11049,46.031085,-122.314122,159.2,20.052947132928818
49,Mt_St_Helens,XD,11050,46.029059,-122.315681,153.7,20.308329123234042
50,Mt_St_Helens,XD,11051,46.027156,-122.318196,158.6,20.585628914000445
51,Mt_St_Helens,XD,11052,46.026657,-122.318977,155.6,20.662738688801994
52,Mt_St_Helens,XD,11053,46.024891,-122.320761,157.5,20.900614342059036
53,Mt_St_Helens,XD,11054,46.023572,-122.321771,161.9,21.06671343061886
54,Mt_St_Helens,XD,11055,46.019922,-122.325125,171.3,21.546480649143998
55,Mt_St_Helens,XD,11056,46.01848,-122.325357,176.3,21.69670500962368
56,Mt_St_Helens,XD,11057,46.015926,-122.329938,185.6,22.113249139278643
57,Mt_St_Helens,XD,11058,46.013748,-122.331603,192.7,22.387432077725602
58,Mt_St_Helens,XD,11059,46.012949,-122.331804,190.3,22.473106553466774
59,Mt_St_Helens,XD,11060,46.011003,-122.333816,173.9,22.737170320901818
60,Mt_St_Helens,XD,11061,46.010013,-122.334883,165.5,22.873115423840737
61,Mt_St_Helens,XD,11062,46.00958,-122.339535,169.1,23.087238106432338
62,Mt_St_Helens,XD,11064,46.007154,-122.346462,166.1,23.5845565336271
63,Mt_St_Helens,XD,11065,46.006041,-122.348082,164.1,23.75413257966517
64,Mt_St_Helens,XD,11066,46.004289,-122.350359,159.3,24.01070197218712
65,Mt_St_Helens,XD,11067,46.003047,-122.352108,155.1,24.197884303553593
66,Mt_St_Helens,XD,11068,45.999091,-122.357355,143.5,24.78203997715997
67,Mt_St_Helens,XD,11069,45.998337,-122.360138,144.2,24.963551332387325
68,Mt_St_Helens,XD,11070,45.997539,-122.363211,141.5,25.161617978399157
69,Mt_St_Helens,XD,11071,45.992774,-122.363743,153.8,25.63765645659851
70,Mt_St_Helens,XD,11072,45.989255,-122.355586,136.8,25.664892066024297
71,Mt_St_Helens,XD,11073,45.987815,-122.358802,171.1,25.925535313324954
72,Mt_St_Helens,XD,11074,45.985913,-122.359046,199.7,26.11946048930111
73,Mt_St_Helens,XD,11075,45.983928,-122.360916,186.0,26.382558598670872
74,Mt_St_Helens,XD,11076,45.983383,-122.361119,202.7,26.443149767933274
75,Mt_St_Helens,XD,11077,45.98162,-122.363675,199.2,26.710496747057125
76,Mt_St_Helens,XD,11078,45.980072,-122.365358,190.2,26.924200333641096
77,Mt_St_Helens,XD,11079,45.977979,-122.367272,180.3,27.199517374276528
78,Mt_St_Helens,XD,11080,45.977155,-122.368348,182.4,27.320113912431403
79,Mt_St_Helens,XD,11081,45.974922,-122.369663,165.0,27.58635905641721
80,Mt_St_Helens,XD,11082,45.973715,-122.370876,173.8,27.749266174568604
81,Mt_St_Helens,XD,11083,45.970998,-122.371089,132.7,28.021074458668224
82,Mt_St_Helens,XD,11084,45.968981,-122.370137,136.9,28.181981169357734
83,Mt_St_Helens,XD,11085,45.967703,-122.371816,126.2,28.368961060240267
84,Mt_St_Helens,XD,11086,45.967083,-122.372534,129.2,28.456101795566973
85,Mt_St_Helens,XD,11087,45.965082,-122.374993,130.0,28.742694477400907
86,Mt_St_Helens,XD,11088,45.962485,-122.373974,114.6,28.958100751877623
87,Mt_St_Helens,XD,11089,45.957177,-122.364406,146.8,29.13856206741571
88,Mt_St_Helens,XD,11090,45.955134,-122.362213,155.3,29.266493773628547
