SIFT,SNB,STD,B020,ELK,GLK,SHUK,LOC,PRLK,GUL,YACT,NOB,GPW,VOIT,OOW2,IZEE,MJ2,RPW,HUSB,RATT,CTR,B204,HSR,STAR,FRIS,JUN,UMAT,SEND,TIMB,RNO,TDH,MOON,RER,B203,HTW,GHW,TOLT,CMM,WESG,LSON,HOA,HOOD,GSM,RVW,BVW,VFP,IRO,SOS,MDW,SHRK,WRW,TDL,TREE,NNVM,FMW,JCW,OZB,FHE,TBM,RAFT,NN17,OSD,EPH,LO2,MIDE,KOS,EDM,B202,BHAM,HDW,OBSR,RUSH,RPW2,GBB,KWBU,CIHL,NN32,CARB,NEL,B941,WISH,NAC,GRUT,LNO,RSW,VALT,KENT,PR05,RED,OT3,MEW,JRO,STOR,CPCO,CAVE,NORM,VLL,LCW,RCM,CRBN,YOCR,BLIS,HUO,GBL,H2E,BEER,NATH,EPH2,MTM,BRKS,BRAN,KEB,LVP,RCS,PINE,TMBU,REM,SVIC,PANH,RVC,SWFL,SEP,ASBU,MINN,WIW,TOPL,NED,SNI,DONK,TCBU,DAVN,OPCH,LKVW,BERY,B926,WRD,PARA,C06D,TWW,G05D,YEL,B201,VBE,VDEB,WPW,CDF,PIE,F05D,BKC,FL2,PALM,SUG,TRW,HIYU,MULN,CLCV,ETW,CHMT,VTH,SWF2,BLOW,MBW,SAXON,SPN5,OBC,NCO,NN21,SHW,WIFE,BURN,SWNB,NN19,DFAZ,ASR,LON,WA2,BRSP,PR04,WPEQ,GTWY,KAUT,PR01,PR03
,,,,,,,,,,,,,,,,,,,,,,,3.4346848876402243,,,,,,,,,5.8420958912303655,,,,,,,,,,,,,,,,,,,,,,3.8152306040454644,,,,,,,,,,,,,,,,3.813651214499417,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.031653280267827,,,,,,,,,,,,,,,4.179262913294533,,,,,3.202316355091612,,,,,,,,,,,,,,,,,,3.384622138863764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.980650142157077,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,4.041722417159313,,,,,,,,,3.3240786240253777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5281731826462805,,,,,,,,,,,,,,,,,3.6048541021792473,,,,,,,,,,,3.099962925987446,,,,,,,,,,,,,,,3.73320243825081,,,,,3.390089928709936,,,,,,,,,,,,,,,,,,3.0216090663708615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.447392785714343,,,,,,,,
4.161934038495519,,,,,,,,,,,,,,,,,,,,,,,3.50027269368104,,,,,,,,,3.7169180957103203,,,,,,,,,,,,,,,,,,,,,,4.614480468495362,,,,,,,,,,,,,,,,4.171362599333112,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5844705060034006,,,,,,,,,,,,,,,5.236870078000713,,,,,3.388170938759894,,,,,,,,,,,,,,,,,,2.9758110954770243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.169276387299766,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,3.48265323075986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.757291783803945,,,,,,,,,,,,,,,,3.568749204198183,5.307745130514841,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5744522467577764,,,,,,,,,,,,,,,4.190181832516236,,,,,,,,,,,,,,,,,,,,,,,3.221616735547408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.218864122395452,,,,,,,,,,,,,,,,,,,,,,,4.546578433528741,,,,,,,,,3.5160004889300382,,,,,,,,,,,,,,,,,,,,,,4.447375944600368,,,,,,,,,,,,,,,,4.460616553968359,6.494159736561265,,,,,,,,,,,,,,,,4.538272295963221,,,,,,,,,,,3.4570164722548893,,,,,,,,,,,,,,,5.702683944913734,,,,,,,,,,,,,,,,,,,,,,,3.5839904943428555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.115411870961935,,,4.866263631093387,,,,,
3.492111872968327,,,,,,,,,,,,,3.0467111985671362,,,,,,,,,,3.4452725942035585,,,,,,,,,3.4066467887162823,,,,,,,,,,,,,,,,,,,,,,3.5984235391774835,,,,,,,,,,,,,,,,3.3333998693065916,3.727326563022397,,,,,,,,,,,,,,,,3.986133134226295,,,,,,,,,,,3.8003419260768596,,,,,,,,,,,,,,,4.099596927018282,,,,,3.2969042294953153,,,,,,,,,,,,,4.02840545683798,,,,,3.1119345673648966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.055112725706329,,,,,,,,
4.0645656014392735,,,,,,,,,,,,,3.1402897784322277,,,,,,,,,,,,,,,,,,,4.344808221448685,,,,,,,,,,,,,,,,,,,,,,4.7445825186286275,,,,,,,,,,,,,,,,4.197134582020504,4.321449877526209,,,,,,,,,,,,,,,,4.420825038728988,,,,,,,,,,,4.123006834843525,,,,,,,,,,,,,,,5.225543867375955,,,,,,,,,,,,,,,,,,,,,,,3.3709162975358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.099321931844488,,,4.958575872402717,,,,,
3.7062761445723322,,,,,,,,,,,,,2.866118151026584,,,,,,,,,,3.5602965483082416,,,,,,,,,3.999802089079088,,,,,,,,,,,,,,,,,,,,,,4.41439482959929,,,,,,,,,,,,,,,,3.6581261035938875,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5121666895326418,,,,,,,,,,,,,,,4.210276531240503,,,,,4.135092249652008,,,,,,,,,,,,,,,,,,3.402173173556948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.124903457620895,,,4.979438304947995,,,,,
3.974749454616154,,,,,,,,,,,,,3.3658680160353023,,,,,,,,,,3.2503641574430393,,,,,,,,,5.352020474012038,,,,,,,,,,,,,,,,,,,,,,3.962179492589102,,,,,,,,,,,,,,,,4.331467971776863,4.207271342817118,,,,,,,,,,,,,,,,4.703869705828507,,,,,,,,,,,3.345504209117685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0695836270389636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.936327700544838,,,6.266112859592844,,,,,
3.4697129965211597,,,,,,,,,,,,,,,,,,,,,,,3.7686144260000884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4043638172237696,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.183834847889901,,,,,,,,,,,,,,,4.613801217530761,,,,,3.467981835701568,,,,,,,,,,,,,,,,,,2.7781560312345444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.22319610824616,,,4.438728008232836,,,,,
,,,,,,,,,,,,,,,,,,,,,,,3.9914836525779593,,,,,,,,,3.658975364970267,,,,,,,,,,,,,,,,,,,,,,4.115105658550282,,,,,,,,,,,,,,,,3.66235248088501,3.722982317465856,,,,,,,,,,,,,,,,,,,,,,,,,,,3.910250573897258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.275302076454229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56606010753868,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,4.217396469967264,,,,,,,,,4.085462829205885,,,,,,,,,,,,,,,,,,,,,,5.269070921045764,,,,,,,,,,,,,,,,4.024544838265351,3.969915081446802,,,,,,,,,,,,,,,,5.224306992564455,,,,,,,,,,,3.682950522830661,,,,,,,,,,,,,,,5.06920372576779,,,,,4.471605816101122,,,,,,,,,,,,,,,,,,3.571907078192571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.266348330695399,,,,,,,,
3.8635184871779584,,,,,,,,,,,,,3.5110471452634204,,,,,,,,,,4.667474795021527,,,,,,,,,3.0782063958799752,,,,,,,,,,,,,,,,,,,,,,3.948186383157253,,,,,,,,,,,,,,,,3.491608625995823,3.664759529563111,,,,,,,,,,,,,,,,4.320255813157647,,,,,,,,,,,3.505148005686959,,,,,,,,,,,,,,,4.883154749724367,,,,,,,,,,,,,,,,,,,,,,,3.2405396626494736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9953413818285615,,,4.5018431858334855,,,,,
3.3942792683568337,,,,,,,,,,,,,2.9515852562873213,,,,,,,,,,3.3118006428449713,,,,,,,,,3.340710805543354,,,,,,,,,,,,,,,,,,,,,,3.303763933492279,,,,,,,,,,,,,,,,3.6801458648063883,3.454787781636291,,,,,,,,,,,,,,,,3.829650105899883,,,,,,,,,,,3.6619353868362974,,,,,,,,,,,,,,,3.272779533678527,,,,,3.203952022162537,,,,,,,,,,,,,3.514483519236254,,,,,2.9113677016598207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.009829318229756,,,4.522396084079879,,,,,
,,,,,,,,,,,,,,,,,,,,,,,4.148648103763479,,,,,,,,,5.1774121219255695,,,,,,,,,,,,,,,,,,,,,,4.9159226152639866,,,,,,,,,,,,,,,,3.978353216937408,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8126826047908606,,,,,,,,,,,,,,,5.153315350915544,,,,,3.6888342300438532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.687103208438483,,,,,,,,,,,,,3.0430158824280737,,,,,,,,,,4.447341115201881,,,,,,,,,4.416234323124047,,,,,,,,,,,,,,,,,,,,,,4.465705786107732,,,,,,,,,,,,,,,,3.7930248351553857,4.541109374126587,,,,,,,,,,,,,,,,4.797893990605929,,,,,,,,,,,3.7792772475593246,,,,,,,,,,,,,,,4.938595392495051,,,,,,,,,,,,,,,,,,,,,,,3.555343092079255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.939826023727961,,,5.063477592472668,,,,,
4.064245732131322,,,,,,,,,,,,,,,,,,,,,,,3.3883927786344117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.048470384452697,,,,,,,,,,,,,,,,4.0733467072748555,4.106623665675003,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7375735420066007,,,,,,,,,,,,,,,4.332947774461951,,,,,3.233109603530634,,,,,,,,,,,,,,,,,,3.1207669488429115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,3.831602517833171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.009961983756834,,,,,,,,,,,,,,,,4.069605449126054,4.186641958098622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.486223741529081,,,,,,,,,,,,,,,,,,3.451140227611344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.491257418660744,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,3.830538362712929,,,,,,,,,4.001590943034361,,,,,,,,,,,,,,,,,,,,,,4.469669166320148,,,,,,,,,,,,,,,,4.421590117137374,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.82660693311611,,,,,,,,,,,,,,,4.344343287572745,,,,,4.51756511588906,,,,,,,,,,,,,,,,,,4.143003595791878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.151452833358998,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,3.693549956865121,,,,,,,,,4.3585643182920215,,,,,,,,,,,,,,,,,,,,,,4.270278619162001,,,,,,,,,,,,,,,,3.815738976134661,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1688011522103166,,,,,,,,,,,,,,,3.9841489281802396,,,,,3.6422261950556867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,3.444904949049708,,,,,,,,,3.6523469402655606,,,,,,,,,,,,,,,,,,,,,,4.923195683667301,,,,,,,,,,,,,,,,3.554468042549438,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.505068601871033,,,,,,,,,,,,,,,4.353063384521059,,,,,3.046535161819598,,,,,,,,,,,,,,,,,,3.3292875478248782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.107313375882523,,,,,,,,,,,,,,,,,,,,,,,4.109304438836756,,,,,,,,,4.697941214780887,,,,,,,,,,,,,,,,,,,,,,4.4704066307086086,,,,,,,,,,,,,,,,4.102887139935984,,,,,,,,,,,,,,,,,4.351051076638711,,,,,,,,,,,3.8952880533895655,,,,,,,,,,,,,,,4.444053852609092,,,,,4.411432291612488,,,,,,,,,,,,,,,,,,3.6487467653289083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6186146663923,,,,,,,,
3.7676516142316268,,,,,,,,,,,,,,,,,,,,,,,4.359924410264483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.001753008587873,,,,,,,,,,,,,,,,3.6066547311962562,4.097292661844426,,,,,,,,,,,,,,,,4.1822428189605025,,,,,,,,,,,3.5632054990869815,,,,,,,,,,,,,,,4.428440016742434,,,,,,,,,,,,,,,,,,,,,,,3.093750590266354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.811577672986558,,,4.961691699373631,,,,,
3.7159744622690924,,,,,,,,,,,,,3.1836958986676342,,,,,,,,,,,,,,,,,,,3.4397708297223653,,,,,,,,,,,,,,,,,,,,,,4.077871932410097,,,,,,,,,,,,,,,,3.488539142494582,3.6320918714924315,,,,,,,,,,,,,,,,4.4738943055459055,,,,,,,,,,,3.6134189940502095,,,,,,,,,,,,,,,3.9820874779897553,,,,,,,,,,,,,,,,,,,,,,,3.189694180836507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.377798617296574,,,3.9825923501262235,,,,,
4.696111969534022,,,,,,,,,,,,,,,,,,,,,,,4.463787567004255,,,,,,,,,4.827280071164957,,,,,,,,,,,,,,,,,,,,,,4.797030401617993,,,,,,,,,,,,,,,,5.180864073914653,5.185960453650071,,,,,,,,,,,,,,,,,,,,,,,,,,,4.640341050659332,,,,,,,,,,,,,,,5.462890309784585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.715417083912954,,,5.128413672334918,,8.528962216577964,,,
3.876403351023812,,,,,,,,,,,,,,,,,,,,,,,4.247854314036558,,,,,,,,,4.854451731910122,,,,,,,,,,,,,,,,,,,,,,4.627963763497649,,,,,,,,,,,,,,,,4.079179737468177,5.275649765487135,,,,,,,,,,,,,,,,5.2245323215998924,,,,,,,,,,,4.261718021165154,,,,,,,,,,,,,,,5.889956387841905,,,,,,,,,,,,,,,,,,,,,,,3.414090541877618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0410311444028375,,,6.2208506513940485,,,,,
,,,,,,,,,,,,,,,,,,,,,,,3.3440933101715573,,,,,,,,,4.900194588887398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.684916580118437,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.377526430944202,,,,,,,,,,,,,,,4.854003304910243,,,,,,,,,,,,,,,,,,,,,,,3.2080732279941437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,2.9100568516764875,,,,,,,,,3.3663640539510187,,,,,,,,,,,,,,,,,,,,,,3.4436625790442896,,,,,,,,,,,,,,,,3.525877256627199,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5400700612053653,,,,,,,,,,,,,,,3.6902510749418447,,,,,,,,,,,,,,,,,,,,,,,2.8649011382014704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,4.177256706944579,,,,,,,,,4.596910952843411,,,,,,,,,,,,,,,,,,,,,,4.645624984799769,,,,,,,,,,,,,,,,4.233949809385468,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.170834549377439,,,,,,,,,,,,,,,5.951060000739382,,,,,,,,,,,,,,,,,,,,,,,3.737704007888477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,3.127100355945368,,,,,,,,,,3.2749535818762925,,,,,,,,,4.474494669052719,,,,,,,,,,,,,,,,,,,,,,3.882370517284154,,,,,,,,,,,,,,,,3.1221307773561633,3.633828322348109,,,,,,,,,,,,,,,,,,,,,,,,,,,3.229944750048493,,,,,,,,,,,,,,,3.958898227253829,,,,,,,,,,,,,,,,,,,,,,,3.3322213820342856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.121475030569641,,,,,,,,,,,,,,,,,,,,,,,4.016475955122465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.759247947857605,,,,,,,,,,,,,,,,4.099241019835721,3.932516189367983,,,,,,,,,,,,,,,,6.018558672125492,,,,,,,,,,,3.5675783036976965,,,,,,,,,,,,,,,5.456241123661543,,,,,,,,,,,,,,,,,,,,,,,2.8380574037073187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4936887633876825,,,,,
3.497603078503448,,,,,,,,,,,,,3.1263825002888,,,,,,,,,,3.7455791104556555,,,,,,,,,3.8988265558186197,,,,,,,,,,,,,,,,,,,,,,3.6937379598450537,,,,,,,,,,,,,,,,3.6982651090036365,3.750968505006795,,,,,,,,,,,,,,,,3.896766727343055,,,,,,,,,,,3.6234418650031985,,,,,,,,,,,,,,,5.552154288281479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.846749274125771,,,,,,,,,,,,,,,,,,,,,,,4.136992801641517,,,,,,,,,5.609293531612781,,,,,,,,,,,,,,,,,,,,,,4.326266565927541,,,,,,,,,,,,,,,,4.217892273293952,5.1873538670743224,,,,,,,,,,,,,,,,5.2631890842857425,,,,,,,,,,,4.475004050296542,,,,,,,,,,,,,,,5.186206040308749,,,,,,,,,,,,,,,,,,,,,,,4.241643900969098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.007655915824953,,,5.378634036592987,,,,,
,,,,,,,,,,,,,,,,,,,,,,,4.27636111322085,,,,,,,,,4.8539238938758995,,,,,,,,,,,,,,,,,,,,,,4.295935839619334,,,,,,,,,,,,,,,,4.020895676629853,,,,,,,,,,,,,,,,,,,,,,3.8908930384992453,,,,,,3.711802004536431,,,,,,,,,,,,,,,4.615128418035835,,,,,,,,,,,,,,,,,,,,,,,3.360996930662583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.583464821771985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1773894443610855,,,,,,,,,,,,,,,,,,,,,,4.088135931874651,,,,,,,,,,,,,,,,3.6514872744975633,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.576992168160167,,,,,,,,,,,,,,,4.668327879949758,,,,,,,,,,,,,,,,,,,,,,,3.227947439922229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.101121535723225,,,,,,,,,,,,,3.438230520838695,,,,,,,,,,3.715515556485192,,,,,,,,,3.599095670945877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7330914308525887,3.9423863218320014,,,,,,,,,,,,,,,,4.358064305558857,,,,,,,,,,,3.476135795647365,,,,,,,,,,,,,,,5.518446361293136,,,,,,,,,,,,,,,,,,,,,,,3.2793770886850155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.687538559041034,,,4.604686792952192,,,,,
3.6199393726779783,,,,,,,,,,,,,3.4015032606520554,,,,,,,,,,3.819932639850341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9947853334107792,,,,,,,,,,,,,,,,4.02016251317451,3.6859562079334753,,,,,,,,,,,,,,,,4.018111489851838,,,,,,,,,,,4.097939767686524,,,,,,,,,,,,,,,4.407946952866312,,,,,,,,,,,,,,,,,,,,,,,3.7949841295835895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.956832973007734,,,4.499615992567366,,,,,
3.831696922180846,,,,,,,,,,,,,,,,,,,,,,,3.5986012803640497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9131856248816286,,,,,,,,,,,,,,,,3.857071587208814,3.6828817912565692,,,,,,,,,,,,,,,,4.301115495030714,,,,,,,,,,,3.5200257206475682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9475101580645204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.629801807115782,,,4.4044441489543775,,,,,
4.8278683817321,,,,,,,,,,,,,3.882740176731809,,,,,,,,,,3.770382362623393,,,,,,,,,,,,,,,,,,,4.035575529762465,,,,,,,,,,,,5.071503011885785,,,,,,,,,,,,,,,,4.285501560913055,4.662408298502728,,,,,,4.516457952377196,,,,,,,,,,5.115089699601481,,,,,,,,,,,3.9168579697005743,,,,,,,,,,,,,,,4.47462831644715,,,,,,,,,,,,,,,,,,,,,,,3.671239390803269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.763953548288033,,,5.272207431145209,,,,,
3.7358647315078484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.651864261776775,,,,,,,,,,,,,,,,,,,,,,4.004022292619178,,,,,,,,,,,,,,,,3.7662998977187465,4.083496236939303,,,,,,,,,,,,,,,,,,,,,,,,,,,3.896492511067564,,,,,,,,,,,,,,,4.7447373331112415,,,,,,,,,,,,,,,,,,,,,,,2.947034291364431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.22159311871014,,,,,,,,
4.086188939078995,,,,,,,,,,,,,3.2519048997073217,,,,,,,,,,3.919704840185235,,,,,,,,,4.974125888221397,,,,,,,,,,,,,,,,,,,,,,4.6582360072804585,,,,,,,,,,,,,,,,4.134384467388149,4.069501974870869,,,,,,,,,,,,,,,,4.969194008312172,,,,,,,,,,,3.958019762944365,,,,,,,,,,,,,,,4.626054064386473,,,,,4.770371188406322,,,,,,,,,,,,,,,,,,3.569788417461119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.879660238906574,,,,,,,,
3.8804961988236064,,,,,,,,,,,,,,,,,,,,,,,3.537338859343562,,,,,,,,,5.2803731793477215,,,,,,,,,,,,,,,,,,,,,,4.155899523117949,,,,,,,,,,,,,,,,3.667967020345391,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8529789884824424,,,,,,,,,,,,,,,4.501481668295855,,,,,4.64571505540781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.786055778026373,,,,,,,,
4.327091436685203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.861767363933561,,,,,,,,,,,,,,,,,,,,,,4.468467705964144,,,,,,,,,,,,,,,,4.1831166527251655,4.198574414144335,,,,,,,,,,,,,,,,4.655702086312517,,,,,,,,,,,4.097590825823928,,,,,,,,,,,,,,,4.312208836003596,,,,,4.797711610043009,,,,,,,,,,,,,,,,,,3.4655365456216107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.950499705302723,,,,,,,,
4.022027192662331,,,,,,,,,,,,,3.595717618495017,,,,,,,,,,3.755809802293881,,,,,,,,,3.448689257735855,,,,,,,,,,,,,,,,,,,,,,4.138491875107086,,,,,,,,,,,,,,,,3.8770796572952775,3.662443868619971,,,,,,,,,,,,,,,,4.05891760277116,,,,,,,,,,,3.814247811156723,,,,,,,,,,,,,,,4.110414900100706,,,,,3.5825900269131723,,,,,,,,,,,,,,,,,,3.0344246753441775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.354504162139777,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,3.675981632961653,,,,,,,,,3.824681034372153,,,,,,,,,,,,,,,,,,,,,,4.405580208570832,,,,,,,,,,,,,,,,3.8989281366923314,,,,,,,,,,,,,,,,,4.616365680534443,,,,,,,,,,,4.165333371911032,,,,,,,,,,,,,,,5.462007400461712,,,,,3.991036786670016,,,,,,,,,,,,,,,,,,3.0298433815393344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.129142560506924,,,,,,,,
4.263369692986838,,,,,,,,,,,,,,,,,,,,,,,3.920953773837375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.173432824520842,4.661890367301442,,,,,,,,,,,,,,,,4.569509080330397,,,,,,,,,,,3.936000138522868,,,,,,,,,,,,,,,4.4175412189553205,,,,,4.2748957075124485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.407120091147313,,,,,,,,
3.407461155483036,,,,,,,,,,,,,,,,,,,,,,,3.0565401661030607,,,,,,,,,3.0970166091843843,,,,,,,,,,,,,,,,,,,,,,3.39896631501467,,,,,,,,,,,,,,,,3.568355226632829,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3976695880650793,,,,,,,,,,,,,,,4.015316024890395,,,,,3.0659436369979653,,,,,,,,,,,,,,,,,,2.7638794924572463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.595897618542937,,,,,,,,
3.8749562499678465,,,,,,,,,,,,,,,,,,,,,,,3.6618320718295,,,,,,,,,5.5011107594081246,,,,,,,,,,,,,,,,,,,,,,4.178972156163208,,,,,,,,,,,,,,,,4.111225709165122,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.807592600468375,,,,,,,,,,,,,,,4.232046536649704,,,,,4.495701282298855,,,,,,,,,,,,,,,,,,3.577122247716935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.866843754565314,,,,,,,,
3.70207061684175,,,,,,,,,,,,,,,,,,,,,,,3.7377091259673727,,,,,,,,,4.13646216456542,,,,,,,,,,,,,,,,,,,,,,4.009607151600601,,,,,,,,,,,,,,,,3.9859393491277717,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.782756681269196,,,,,,,,,,,,,,,4.695593944881083,,,,,,,,,,,,,,,,,,,,,,,3.957687567951661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.621160870635013,,,4.840969322161481,,,,,
4.824232182420023,,,,,,,,,,,,,,,,,,,,,,,3.862821469859771,,,,,,,,,5.153709580986973,,,,,,,,,,,,,,,,,,,,,,5.013157004647663,,,,,,,,,,,,,,,,4.271781305095081,5.031063564379146,,,,,,,,,,,,,,,,4.686587912127188,,,,,,,,,,,4.462620229515496,,,,,,,,,,,,,,,4.893381885148853,,,,,5.003395010814011,,,,,,,,,,,,,,,,,,3.863073617616093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.237805485305735,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,4.342423298282025,,,,,,,,,4.107896184211707,,,,,,,,,,,,,,,,,,,,,,4.36345185217556,,,,,,,,,,,,,,,,4.318928968942417,4.494516492633952,,,,,,,,,,,,,,,,5.360113233962575,,,,,,,,,,,4.453704706749161,,,,,,,,,,,,,,,5.816704639988528,,,,,4.425224906282458,,,,,,,,,,,,,,,,,,3.6206062939829233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.679027953025121,,,,,,,,
