event_ID,location,location_uncertainty(m),origin_time,direction(degrees),direction_sharpness(degrees)params_std_deviation,velocity(m/s),number_of_stationsdirection_snr(degrees),direction_sharpness(degrees),direction_snr(degrees),duration,number_of_stations,params_std_deviation
['2771753'],"['46.19811403676282,-122.19201767753954']",[1000],"[UTCDateTime(2017, 9, 26, 11, 45, 36)]",[171.853469445111],,[83.34538726595214],,[171.8534502862012],[-194.6046131811607],[38.30000000000001],[6],"['0.212575776,0.475744476,0.159778379']"
['2771763'],"['46.19811403676282,-122.19201767753954']",[0],"[UTCDateTime(2017, 9, 26, 6, 38, 4)]",[87.3856184731451],,[65.45853368676904],,[87.38561847314527],[87.38561847314504],[12.25],[4],"['inf,inf,inf']"
['2771348'],"['46.19811403676282,-122.19201767753954']",[0],"[UTCDateTime(2017, 9, 26, 3, 18, 15)]",[-59.524648761184324],,[592.103341105666],,[-59.52464876118434],[-59.524648761184324],[8.125],[4],"['inf,inf,inf']"
['2769473'],"['46.20711999176598,-122.20496064015421']",[1000],"[UTCDateTime(2017, 9, 22, 7, 7, 54, 725000)]",[110.88762100126381],,[37.67413136809571],,[129.58920189330559],[108.23192710646327],[25.26666666666665],[6],"['0.194727821,0.789475546,0.127120912']"
['2769548'],"['46.198123573380435,-122.20497332446621']",[0],"[UTCDateTime(2017, 9, 22, 3, 36, 24, 775000)]",[-11.056510869287262],,[39.57424138437005],,[-13.77730154751811],[-10.99222723293207],[30.75],[5],"['0.05822981,0.173531689,0.025636939']"
['2769543'],"['46.19811403676282,-122.19201767753954']",[0],"[UTCDateTime(2017, 9, 22, 2, 37, 34)]",[-8.64680830576518],,[55.50485922098584],,[-18.957399333958666],[-12.047302457496524],[8.514285714285709],[7],"['0.142838084,0.540960361,0.09553231']"
['2766778'],"['46.189127140770765,-122.20498600336543']",[1000],"[UTCDateTime(2017, 9, 14, 21, 28, 38, 625007)]",[65.32974295499434],,[62.584797466290574],,[124.05785518663517],[39.5064965939152],[38.562514000000014],[4],"['0.703321454,2.935787158,0.557018149']"
['2766248'],"['46.19811403676282,-122.19201767753954']",[0],"[UTCDateTime(2017, 9, 14, 16, 9, 58)]",[3.707644798965163],,[49.163278014736825],,[30.392882354414947],[8.392031279902563],[12.214285714285703],[7],"['0.199127432,1.048873972,0.142428957']"
['2766253'],"['46.21608337057565,-122.16606833785225']",[1000],"[UTCDateTime(2017, 9, 14, 15, 31, 35, 925000)]",[67.20394124611666],,[210.8297682010062],,[74.27663745116183],[64.00234331745492],[25.666666666666664],[9],"['0.367063126,0.38375665,0.293833796']"
['2748788'],"['46.198131642827775,-122.21792897552922']",[1000],"[UTCDateTime(2017, 7, 29, 7, 11, 14, 950000)]",[120.53884131671143],,[151.326188526718],,[100.41694941781496],[110.5781003067328],[10.491666666666674],[6],"['0.320885108,0.387977748,0.204656976']"
['2765268'],"['46.1981030329759,-122.17906203543858']",[1000],"[UTCDateTime(2017, 9, 12, 14, 52, 6, 900440)]",[35.29645921208025],,[72.62480183315405],,[35.29645921208019],[35.296459212080244],[29.563379999999995],[4],"['inf,inf,inf']"
['2765263'],"['46.1981030329759,-122.17906203543858']",[0],"[UTCDateTime(2017, 9, 12, 14, 18, 17, 375000)]",[44.97684482958823],,[43.77385239143167],,[46.56336000562233],[48.49591427124309],[39.10714285714285],[7],"['0.089232182,0.452262576,0.06812767']"
['2765358'],"['46.198131642827775,-122.21792897552922']",[1000],"[UTCDateTime(2017, 9, 12, 5, 24, 37, 50438)]",[110.96668364410476],,[39.89220446602592],,[106.88012612942876],[107.58085355714638],[41.95087600000001],[5],"['0.27823227,1.378628345,0.203535525']"
['2765113'],"['46.189106604716805,-122.17907894062105']",[1000],"[UTCDateTime(2017, 9, 11, 17, 6, 33, 150006)]",[-23.092093063995183],,[45.36865395071475],,[-15.617427046666313],[-384.0611126699328],[43.09167866666666],[6],"['0.11019284,0.489938175,0.081921962']"
['2764463'],"['46.1981030329759,-122.17906203543858']",[2000],"[UTCDateTime(2017, 9, 9, 13, 33, 35, 375000)]",[56.40462551063944],,[90.1371112572012],,[61.01303746074531],[58.0098660877235],[87.29999999999998],[7],"['0.277635278,0.663066426,0.2059857']"
['2764253'],"['46.20709944700913,-122.17904512303906']",[1000],"[UTCDateTime(2017, 9, 8, 21, 51, 51, 625007)]",[103.68531989367617],,[20.84480788802417],,[143.2973796759651],[72.48440843981182],[48.700013999999996],[5],"['0.35886605,4.392302804,0.297997793']"
['2763953'],"['46.20711999176598,-122.20496064015421']",[2000],"[UTCDateTime(2017, 9, 8, 14, 9, 50)]",[65.62692936367247],,[80.0668567049028],,[70.40431045858685],[60.60354424251777],[34.58571428571428],[7],"['0.165377133,0.458372155,0.125716806']"
['2763968'],"['46.180110162231614,-122.17909583859085']",[0],"[UTCDateTime(2017, 9, 8, 7, 8, 18, 500631)]",[27.890901998489912],,[39.468196054417795],,[27.890901998489696],[27.890901998490023],[33.438762000000004],[4],"['inf,inf,inf']"
['2763973'],"['46.1981030329759,-122.17906203543858']",[1000],"[UTCDateTime(2017, 9, 8, 6, 45, 0, 800000)]",[52.8455679017855],,[80.20183836655464],,[52.22628164785429],[44.9242916268134],[27.381249999999998],[8],"['0.268943571,0.648733409,0.195744201']"
['2764358'],"['46.21610685526774,-122.1919880745062']",[2000],"[UTCDateTime(2017, 9, 7, 21, 40, 44, 750000)]",[78.20003017954652],,[156.56877655978403],,[135.16686339112934],[73.04418274568755],[12.199999999999994],[10],"['0.328689875,0.46387376,0.232466108']"
['2763458'],"['46.19809056202087,-122.16610639885269']",[1000],"[UTCDateTime(2017, 9, 7, 10, 18, 47, 775029)]",[26.67709161462884],,[64.40305060847851],,[32.00062716544146],[10.70737431523141],[36.325057999999984],[4],"['0.376746553,0.94382333,0.251515697']"
['2763153'],"['46.1981030329759,-122.17906203543858']",[1000],"[UTCDateTime(2017, 9, 6, 14, 47, 44)]",[61.24103755666751],,[72.05509441148519],,[60.538862877074365],[63.84558335927004],[46.17857142857143],[7],"['0.265108461,0.816133591,0.193999114']"
['2763168'],"['46.1981030329759,-122.17906203543858']",[1000],"[UTCDateTime(2017, 9, 6, 6, 12, 6, 920000)]",[33.276606163190685],,[46.07136359446654],,[21.665540990254303],[20.14143653405439],[30.973333333333333],[6],"['0.176433819,0.796325148,0.130702591']"
['2762748'],"['46.189106604716805,-122.17907894062105']",[2000],"[UTCDateTime(2017, 9, 5, 22, 56, 21)]",[69.84438142019103],,[57.02004620393446],,[62.46582452991281],[74.41330202134176],[32.03571428571429],[7],"['0.205808733,0.90826256,0.158821663']"
['2762458'],"['46.1981030329759,-122.17906203543858']",[1000],"[UTCDateTime(2017, 9, 4, 11, 56, 54, 825000)]",[90.38886874702237],,[26.875812832059786],,[90.38886874702256],[90.38886874702258],[78.725],[4],"['inf,inf,inf']"
['2762973'],"['46.18911760617305,-122.19203246958193']",[1000],"[UTCDateTime(2017, 9, 3, 18, 19, 24, 926357)]",[-51.543851664463574],,[35.43237028737684],,[304.7870421803981],[309.49852281408454],[40.80271399999998],[4],"['0.04232328,0.179933935,0.026902231']"
['2763643'],"['46.189106604716805,-122.17907894062105']",[2000],"[UTCDateTime(2017, 9, 3, 8, 31, 40, 776347)]",[66.83012292797227],,[58.371022885603594],,[58.40651013163428],[61.71562198424835],[20.977694000000007],[8],"['0.229032001,0.897299891,0.171516618']"
['2763563'],"['46.1981030329759,-122.17906203543858']",[1000],"[UTCDateTime(2017, 9, 3, 4, 33, 57)]",[22.08990868518747],,[44.43295868485937],,[22.089908685187563],[22.089908685187602],[50.58749999999999],[4],"['inf,inf,inf']"
['2763313'],"['46.1981030329759,-122.17906203543858']",[0],"[UTCDateTime(2017, 9, 2, 16, 46, 35)]",[18.851530530770845],,[90.67598776678753],,[17.275221812219897],[23.479043528349393],[32.85000000000001],[6],"['0.096743662,0.278831921,0.076980968']"
['2763303'],"['46.19811403676282,-122.19201767753954']",[0],"[UTCDateTime(2017, 9, 2, 14, 42, 57)]",[298.233105560305],,[88.07148604668875],,[300.3106529025762],[300.73977178213426],[15.791666666666663],[6],"['0.299700165,0.4126135,0.166963218']"
['2763288'],"['46.198138245104026,-122.23088463003916']",[0],"[UTCDateTime(2017, 9, 2, 13, 40, 14, 322011)]",[-50.8037573788428],,[152.40355687652112],,[-56.39881046681542],[303.82625661972025],[16.81068866666666],[6],"['1.593803453,0.699743544,1.361294667']"
['2763283'],"['46.1981030329759,-122.17906203543858']",[1000],"[UTCDateTime(2017, 9, 2, 10, 14, 52, 200000)]",[46.22926895451511],,[61.32384878055271],,[46.22926895451516],[46.229268954515135],[72.5875],[4],"['inf,inf,inf']"
['2763263'],"['46.18911760617305,-122.19203246958193']",[1000],"[UTCDateTime(2017, 9, 2, 7, 30, 17, 997143)]",[8.228539530345826],,[54.22878402690401],,[10.690207897350199],[8.218826721817422],[28.006785999999977],[4],"['0.113254876,0.475396759,0.086439552']"
['2763198'],"['46.20708697341162,-122.1660873724145']",[1000],"[UTCDateTime(2017, 9, 1, 17, 34, 13, 750003)]",[235.5736044669124],,[33.93036517713462],,[235.9888908704049],[238.38945290568637],[68.887506],[4],"['0.104254958,0.33277381,0.054114922']"
['2761663'],"['46.20711045312764,-122.19200287918224']",[3000],"[UTCDateTime(2017, 9, 1, 12, 15, 7, 305000)]",[86.38376879229928],,[142.6868899424083],,[84.72784842042205],[91.58569773116375],[41.67000000000001],[10],"['0.344380634,0.454854484,0.231723107']"
['2761678'],"['46.18911760617305,-122.19203246958193']",[0],"[UTCDateTime(2017, 9, 1, 5, 14, 22, 75003)]",[73.20315768091953],,[20.41418677861303],,[88.43685943374959],[38.0152989004652],[33.014291714285726],[7],"['0.197539284,2.081304873,0.145834803']"
['2761698'],"['46.189106604716805,-122.17907894062105']",[1000],"[UTCDateTime(2017, 8, 31, 18, 39, 12, 925005)]",[12.841666366395918],,[47.37933003051207],,[13.201335354107643],[8.82987354876041],[30.600010000000015],[5],"['0.044833637,0.221161855,0.035961475']"
['2761478'],"['46.18911760617305,-122.19203246958193']",[0],"[UTCDateTime(2017, 8, 31, 9, 0, 29)]",[54.27298965002527],,[121.17777412832102],,[56.493169087614625],[51.899555700873194],[9.35999999999999],[5],"['0.082512151,0.208016006,0.061910211']"
['2761473'],"['46.18911760617305,-122.19203246958193']",[0],"[UTCDateTime(2017, 8, 31, 8, 53, 31)]",[72.37359700721272],,[171.9184747647578],,[84.8503397963065],[70.48438650540338],[28.82500000000001],[4],"['0.69162124,0.749344328,0.479520685']"
['2761348'],"['46.171113705520135,-122.17911272935235']",[14000],"[UTCDateTime(2017, 8, 31, 1, 48, 56, 150008)]",[7.9360217215668944],,[193.24247835826193],,[11.18661829051476],[15.245326107851792],[3.6937659999999894],[8],"['1.102238981,1.009515045,1.040169825']"
['2760848'],"['46.1981030329759,-122.17906203543858']",[1000],"[UTCDateTime(2017, 8, 29, 10, 58, 51, 549999)]",[32.86597755176563],,[21.617212107443983],,[74.44786295517939],[74.98414953875191],[69.96666466666669],[6],"['0.297786566,3.546883644,0.225235061']"
['2760868'],"['46.1981030329759,-122.17906203543858']",[1000],"[UTCDateTime(2017, 8, 28, 22, 41, 10)]",[53.3980308676582],,[183.17747857616584],,[68.66560364169139],[49.53058739991151],[29.364285714285693],[7],"['0.35605366,0.574671743,0.29071259']"
['2760728'],"['46.18909413640317,-122.16612541717174']",[1000],"[UTCDateTime(2017, 8, 28, 17, 19, 0, 125098)]",[45.38388672838727],,[30.36223621581215],,[45.73032448953117],[55.31608972255706],[46.64019599999999],[5],"['0.079676158,0.786890665,0.08035963']"
['2760658'],"['46.189106604716805,-122.17907894062105']",[1000],"[UTCDateTime(2017, 8, 28, 13, 6, 24, 750098)]",[-19.67530437770224],,[92.72287034947949],,[-384.57554864352466],[-18.99553547135497],[35.012695999999984],[4],"['0.313293513,0.659755488,0.21226895']"
['2760683'],"['46.189106604716805,-122.17907894062105']",[1000],"[UTCDateTime(2017, 8, 28, 8, 17, 11, 225098)]",[-15.066711001346839],,[54.76271901892685],,[-16.21980881345344],[-15.240525557924448],[17.175196000000007],[4],"['0.162773895,0.572834706,0.111140708']"
['2760568'],"['46.19811403676282,-122.19201767753954']",[0],"[UTCDateTime(2017, 8, 27, 4, 11, 7)]",[82.67533012601767],,[29.9690660359114],,[186.47986936566696],[63.05887041588126],[34.529999999999994],[5],"['0.760846222,3.401157235,0.517400063']"
['2760923'],"['46.20711045312764,-122.19200287918224']",[2000],"[UTCDateTime(2017, 8, 25, 10, 26, 11, 745000)]",[37.55731381006029],,[193.34584674024458],,[43.17919458435869],[36.790108828942216],[13.21222222222223],[9],"['0.246526178,0.282293759,0.177211115']"
['2760058'],"['46.21610685526774,-122.1919880745062']",[1000],"[UTCDateTime(2017, 8, 25, 6, 46, 57, 445000)]",[45.79633014856137],,[39.47792468044887],,[38.30698143619217],[48.42846736197466],[12.73],[5],"['0.390422297,1.088769937,0.206767739']"
['2760913'],"['46.18911760617305,-122.19203246958193']",[0],"[UTCDateTime(2017, 8, 24, 10, 19, 54, 800004)]",[-22.10405701913251],,[76.41935265543573],,[-23.16267594600215],[-21.834944711735677],[18.712508000000014],[4],"['0.079180728,0.20041769,0.053697261']"
['2760908'],"['46.180110162231614,-122.17909583859085']",[1000],"[UTCDateTime(2017, 8, 24, 10, 5, 3, 175004)]",[1.58402815355101],,[27.6869932951202],,[-2.2136175288161417],[-2.540567106641954],[31.07000799999999],[5],"['0.066494818,0.329158885,0.051693227']"
['2760903'],"['46.19809056202087,-122.16610639885269']",[1000],"[UTCDateTime(2017, 8, 24, 4, 19, 7)]",[9.201506178996295],,[75.00033859861489],,[3.592443256978012],[-0.8096120597148955],[49.35],[4],"['0.629682367,1.343118404,0.421496283']"
['2760898'],"['46.189106604716805,-122.17907894062105']",[1000],"[UTCDateTime(2017, 8, 23, 23, 7, 7)]",[-751.2511697313736],,[18.856398405820336],,[-11.177301718872796],[324.67843753318175],[29.080000000000005],[5],"['0.12696782,1.114731696,0.085203029']"
['2759563'],"['46.1981030329759,-122.17906203543858']",[0],"[UTCDateTime(2017, 8, 23, 12, 20, 23)]",[15.964461900263734],,[49.80234403646255],,[16.869224999243723],[15.973063989980771],[21.919999999999998],[5],"['0.060659286,0.296534911,0.049217938']"
['2759573'],"['46.18911760617305,-122.19203246958193']",[1000],"[UTCDateTime(2017, 8, 23, 5, 29, 14, 826267)]",[54.828016118458336],,[117.64548252039717],,[61.04341636958004],[55.27305115124485],[31.652534000000003],[7],"['0.231154087,0.459914309,0.175385591']"
['2759183'],"['46.18911760617305,-122.19203246958193']",[1000],"[UTCDateTime(2017, 8, 22, 10, 9, 35)]",[32.38499288251428],,[96.4632328855497],,[57.566469066481],[21.503532643116003],[34.42],[5],"['0.452395089,1.110083596,0.320739752']"
['2759188'],"['46.189127140770765,-122.20498600336543']",[1000],"[UTCDateTime(2017, 8, 22, 9, 59, 41)]",[46.121530151040346],,[60.262969527765634],,[58.84717095174474],[45.50296115224424],[33.500000000000014],[5],"['0.36118257,1.683787255,0.275720694']"
['2759208'],"['46.1981030329759,-122.17906203543858']",[1000],"[UTCDateTime(2017, 8, 22, 8, 50, 3)]",[1.6389783665019082],,[37.54620212549052],,[-50.8324286791289],[22.837626865800516],[14.791666666666686],[6],"['0.307332536,1.770006622,0.238125139']"
['2758253'],"['46.19809056202087,-122.16610639885269']",[0],"[UTCDateTime(2017, 8, 19, 6, 21, 6, 951117)]",[2.7582746477794675],,[53.390296664281585],,[8.120954456814804],[-6.081220570591457],[29.292234],[5],"['0.245281356,0.797920552,0.168927043']"
['2758378'],"['46.18911760617305,-122.19203246958193']",[0],"[UTCDateTime(2017, 8, 19, 1, 55, 22)]",[18.442006937768657],,[159.48613324640016],,[11.3385533688308],[10.835445339626324],[22.11250000000001],[4],"['0.654178013,0.950549894,0.511904006']"
['2757843'],"['46.20708697341162,-122.1660873724145']",[0],"[UTCDateTime(2017, 8, 18, 18, 40, 0, 950000)]",[33.02100282399092],,[82.7090572942972],,[17.18053645368681],[37.765838784292725],[24.399999999999995],[5],"['0.659020824,0.838226334,0.410732091']"
['2757653'],"['46.189127140770765,-122.20498600336543']",[1000],"[UTCDateTime(2017, 8, 18, 10, 38, 56, 645000)]",[43.898640416362504],,[78.83614400339388],,[66.76706982748598],[38.57071811423683],[26.411428571428562],[7],"['0.316249146,1.014458443,0.244684765']"
['2757648'],"['46.1981030329759,-122.17906203543858']",[0],"[UTCDateTime(2017, 8, 18, 9, 57, 17, 700000)]",[-5.534234338054392],,[93.17647705670255],,[-5.534234338054343],[-5.534234338054393],[25.050000000000004],[4],"['inf,inf,inf']"
['2729163'],"['46.20711999176598,-122.20496064015421']",[2000],"[UTCDateTime(2017, 6, 12, 1, 12, 20, 700000)]",[64.12280003995974],,[146.61184620131283],,[61.14468912411325],[62.933968823088755],[24.225000000000005],[6],"['0.1026806,0.182106152,0.080622275']"
['2752858'],"['46.20711045312764,-122.19200287918224']",[1000],"[UTCDateTime(2017, 8, 8, 12, 6, 9)]",[111.16240405533857],,[111.17049055752403],,[114.84446257163462],[113.12130589562192],[40.12500000000001],[6],"['0.522555748,0.691793904,0.303957988']"
['2752048'],"['46.20709944700913,-122.17904512303906']",[3000],"[UTCDateTime(2017, 8, 7, 13, 8, 42, 550008)]",[71.91764946329216],,[184.59072589995205],,[65.93280303954519],[78.7088197358636],[49.50001600000001],[7],"['0.443497271,0.423687611,0.318552293']"
['2751748'],"['46.19811403676282,-122.19201767753954']",[0],"[UTCDateTime(2017, 8, 6, 6, 55, 38)]",[88.62579269387057],,[199.595262090348],,[89.69339146885396],[87.43878700416597],[21.16666666666666],[6],"['1.128690337,0.904773639,0.762334192']"
['2751448'],"['46.20711999176598,-122.20496064015421']",[2000],"[UTCDateTime(2017, 8, 5, 13, 26, 15, 700759)]",[63.67577262826426],,[164.34241383688536],,[53.37967736520507],[74.94638231925174],[15.401518000000006],[7],"['0.324377317,0.551598446,0.259761691']"
['2751243'],"['46.19811403676282,-122.19201767753954']",[0],"[UTCDateTime(2017, 8, 5, 0, 53, 9)]",[112.05387542462364],,[372.5023376445572],,[112.05387542462366],[112.05387542462366],[29.26249999999999],[4],"['inf,inf,inf']"
['2724878'],"['46.19811403676282,-122.19201767753954']",[1000],"[UTCDateTime(2017, 5, 30, 6, 43, 13)]",[76.50590382788623],,[144.6838260504874],,[76.50590382788629],[76.50590382788634],[5.3999999999999915],[4],"['inf,inf,inf']"
['2723753'],"['46.20711999176598,-122.20496064015421']",[1000],"[UTCDateTime(2017, 5, 27, 15, 55, 29, 575000)]",[75.82535628660088],,[146.32981329715673],,[65.66892861759715],[75.76208705091658],[16.61666666666666],[6],"['0.134223909,0.234622739,0.100987829']"
['2745643'],"['46.19811403676282,-122.19201767753954']",[1000],"[UTCDateTime(2017, 7, 24, 20, 34, 58)]",[116.25362448855635],,[289.6249270678713],,[116.25362448855635],[116.25362448855635],[20.77499999999999],[4],"['inf,inf,inf']"
['2745448'],"['46.20711045312764,-122.19200287918224']",[1000],"[UTCDateTime(2017, 7, 22, 16, 47, 54, 975000)]",[65.47420192498546],,[114.71551455051679],,[65.47420192498545],[65.47420192498545],[10.23749999999999],[4],"['inf,inf,inf']"
['2742238'],"['46.189127140770765,-122.20498600336543']",[1000],"[UTCDateTime(2017, 7, 13, 3, 7, 41, 925000)]",[62.278639420987496],,[210.9100373129766],,[61.94960859411965],[62.133588845578096],[26.450000000000003],[4],"['0.036439073,0.088768893,0.034061723']"
['2714168'],"['46.19811403676282,-122.19201767753954']",[0],"[UTCDateTime(2017, 5, 4, 4, 54, 16)]",[74.05032525018787],,[119.05155074746672],,[77.03968940736809],[68.37813544261076],[8.171428571428569],[7],"['0.237100116,0.537179138,0.168400455']"
['2713183'],"['46.18911760617305,-122.19203246958193']",[0],"[UTCDateTime(2017, 5, 3, 4, 47, 5)]",[81.45212469626615],,[40.724582498412296],,[88.40343018104222],[82.2772505082581],[8.978571428571428],[7],"['0.211402874,1.336402717,0.149851526']"
['2712518'],"['46.19811403676282,-122.19201767753954']",[0],"[UTCDateTime(2017, 5, 1, 18, 12, 34)]",[28.45760754123973],,[103.00173060474532],,[22.02239146568811],[31.833851795520882],[12.65714285714286],[7],"['0.085484405,0.300236549,0.068299279']"
['2710568'],"['46.857175605795106,-121.77968991796128']",[2000],"[UTCDateTime(2017, 4, 25, 16, 24, 12, 955)]",[75.30331214355364],,[81.67631575865079],,[78.04060210366688],[74.38999445628221],[23.076910000000012],[4],"['0.071835664,0.346323324,0.056515804']"
['2710563'],"['46.88419167750198,-121.8058573510156']",[1000],"[UTCDateTime(2017, 4, 25, 15, 18, 13)]",[69.20790115868948],,[119.22882283831056],,[63.46336944028903],[68.41354298705149],[20.175000000000004],[4],"['0.372207316,0.532001348,0.213160286']"
['2710558'],"['46.19811403676282,-122.19201767753954']",[0],"[UTCDateTime(2017, 4, 25, 14, 36, 10)]",[58.023264287145615],,[132.35384561951315],,[57.104468396227084],[58.07791449148938],[6.628571428571429],[7],"['0.015530709,0.041977028,0.011981677']"
['2710443'],"['46.21610685526774,-122.1919880745062']",[0],"[UTCDateTime(2017, 4, 24, 22, 9, 3, 800000)]",[68.05819460528788],,[110.91742457648398],,[68.28671627008829],[64.75380346061831],[16.18125000000001],[8],"['0.104741667,0.272658399,0.084696898']"
['2710258'],"['46.87518207757562,-121.79275940605534']",[4000],"[UTCDateTime(2017, 4, 24, 6, 15, 43, 476069)]",[229.4802566457629],,[107.9854041125153],,[228.8033469666654],[223.5069187434927],[2.5396379999999965],[4],"['0.313434409,0.698744547,0.213781176']"
['2725963'],"['46.19811403676282,-122.19201767753954']",[1000],"[UTCDateTime(2017, 6, 1, 9, 3, 48)]",[11.594147016276466],,[171.40978506540765],,[46.70234845270937],[4.401073256419124],[3.7900000000000036],[5],"['0.690747021,1.892042771,0.565695795']"
['2706658'],"['46.857191358673674,-121.79280319434346']",[1000],"[UTCDateTime(2017, 4, 10, 13, 14, 50, 952)]",[141.17986216942322],,[48.8631839294278],,[501.1798621694233],[141.17986216942325],[37.014404],[4],"['inf,inf,inf']"
['2721143'],"['46.875166317935495,-121.77964175088081']",[2000],"[UTCDateTime(2017, 5, 18, 22, 57, 30, 900000)]",[105.38615356536971],,[43.10129695279769],,[89.43208221334079],[106.29004978774792],[28.399999999999984],[4],"['0.202501778,1.144079168,0.145562944']"
['2720453'],"['46.875166317935495,-121.77964175088081']",[4000],"[UTCDateTime(2017, 5, 17, 12, 15, 22, 525104)]",[501.9837686063414],,[30.135309631685015],,[149.60439299913287],[149.24814637851728],[21.48770799999999],[4],"['0.215302951,1.193256412,0.121843238']"
['2720448'],"['46.90207418164084,-121.72707258814417']",[10000],"[UTCDateTime(2017, 5, 17, 5, 35, 47, 850000)]",[25.610798204368525],,[28.458487555823133],,[27.213041938690626],[38.475227527087206],[48.459999999999994],[5],"['0.086061007,1.228304761,0.071337014']"
['2720463'],"['46.857191358673674,-121.79280319434346']",[4000],"[UTCDateTime(2017, 5, 17, 3, 10, 2, 104)]",[2.0496698432120244],,[41.70978588285248],,[2.0496698432120932],[2.0496698432122344],[3.7002079999999964],[4],"['inf,inf,inf']"
['2720443'],"['46.86613495468696,-121.75343493385125']",[1000],"[UTCDateTime(2017, 5, 16, 22, 38, 6, 93)]",[127.3000947576261],,[129.80937135670985],,[125.89680972898083],[142.70888396072732],[23.612686000000018],[4],"['0.667600694,1.059180854,0.369149949']"
['2719948'],"['46.19811403676282,-122.19201767753954']",[0],"[UTCDateTime(2017, 5, 15, 23, 29, 8)]",[75.64105826974229],,[131.44900286645844],,[85.98735295760919],[80.7377601901917],[2.958333333333338],[6],"['0.273924735,0.555279599,0.215964026']"
['2716768'],"['46.857191358673674,-121.79280319434346']",[2000],"[UTCDateTime(2017, 5, 10, 11, 22, 24, 402)]",[81.37609690107985],,[141.57225861022135],,[81.37609690107986],[81.37609690107986],[19.413303999999982],[4],"['inf,inf,inf']"
['2700843'],"['46.86617096897022,-121.77966583962578']",[2000],"[UTCDateTime(2017, 3, 23, 3, 27, 36, 450033)]",[169.72582770719814],,[53.886381244790755],,[500.69371519849886],[161.7582333807409],[-0.11243399999998616],[4],"['0.396453347,1.551238944,0.263770639']"
['2698743'],"['46.875166317935495,-121.77964175088081']",[5000],"[UTCDateTime(2017, 3, 16, 5, 20, 48, 475079)]",[174.46039743644957],,[49.815684167306024],,[165.76808789262248],[171.61872180666276],[3.640157999999991],[5],"['0.096017924,0.41571198,0.063351064']"
['2698788'],"['46.86617096897022,-121.77966583962578']",[4000],"[UTCDateTime(2017, 3, 15, 22, 48, 30, 5)]",[145.35523043876174],,[55.059105013634976],,[500.8230175387383],[136.63353852222232],[25.61001],[5],"['0.237015457,0.652011106,0.126341746']"
['2697758'],"['46.866153712122305,-121.76655038235573']",[2000],"[UTCDateTime(2017, 3, 13, 3, 14, 28, 875862)]",[16.121368437596978],,[26.76002782961474],,[16.38535043561826],[15.921679559325078],[6.826724000000006],[4],"['0.052747775,0.563696341,0.034581561']"
['2696093'],"['46.21610685526774,-122.1919880745062']",[1000],"[UTCDateTime(2017, 3, 2, 15, 30, 7, 950000)]",[40.889067713546616],,[123.76977254891813],,[40.88906771354658],[40.88906771354664],[6.887499999999996],[4],"['inf,inf,inf']"
['2705043'],"['46.866153712122305,-121.76655038235573']",[3000],"[UTCDateTime(2017, 4, 4, 19, 37, 42, 1)]",[101.13534459340153],,[30.346754933276454],,[101.41720374145432],[111.53904142376255],[38.08750199999999],[4],"['0.079928384,0.76507164,0.056242629']"
['2687553'],"['46.857158352649165,-121.76657664960902']",[6000],"[UTCDateTime(2017, 2, 11, 1, 26, 5, 350001)]",[105.18422980911981],,[302.1729609429748],,[109.60803731844291],[103.94806362843143],[31.983335333333343],[6],"['0.744785296,0.427633405,0.415310309']"
['2703313'],"['46.866153712122305,-121.76655038235573']",[3000],"[UTCDateTime(2017, 3, 29, 12, 51, 5, 525537)]",[113.80192442185357],,[40.094451674073376],,[115.72826168950247],[114.50392113393474],[15.901073999999994],[5],"['0.387979646,2.23238034,0.214060737']"
['2687268'],"['46.20711045312764,-122.19200287918224']",[1000],"[UTCDateTime(2017, 2, 9, 11, 53, 20)]",[44.484072755149704],,[176.78127774516838],,[44.48407275514973],[44.48407275514972],[19.279999999999994],[5],"['inf,inf,inf']"
['2703298'],"['46.86613495468696,-121.75343493385125']",[2000],"[UTCDateTime(2017, 3, 29, 4, 56, 50, 539)]",[271.9112017622475],,[29.541729181587783],,[295.1150503053443],[319.7755150262567],[10.763578000000003],[4],"['0.335372888,4.893854665,0.257216008']"
['2702663'],"['46.87514905738404,-121.76652410374665']",[3000],"[UTCDateTime(2017, 3, 28, 4, 35, 54, 900002)]",[306.30462525707804],,[69.51577320494964],,[687.2617342183066],[317.06424212978345],[4.45000399999999],[5],"['0.232169294,0.651877676,0.137057408']"
['2685863'],"['46.875166317935495,-121.77964175088081']",[5000],"[UTCDateTime(2017, 1, 29, 21, 55, 54, 675001)]",[94.10298330180584],,[156.43197622562886],,[96.75024753998629],[96.72156443474644],[46.660002],[5],"['0.276879203,0.350408528,0.187705037']"
['2702713'],"['46.86617096897022,-121.77966583962578']",[2000],"[UTCDateTime(2017, 3, 26, 1, 25, 36, 2)]",[506.9918593596204],,[95.01274257470905],,[146.07635850839787],[138.0719436514779],[19.25833733333333],[6],"['0.244259501,0.432606318,0.135320832']"
['2661253'],"['46.875110033554826,-121.74028883652306']",[4000],"[UTCDateTime(2016, 12, 16, 22, 54, 58, 425010)]",[184.17956778382367],,[169.6104399280506],,[184.17956778382373],[184.17956778382373],[8.700019999999995],[4],"['inf,inf,inf']"
