event_ID,location,location_uncertainty(m),origin_time,direction(degrees),direction_sharpness(degrees)params_std_deviation,velocity(m/s),number_of_stationsdirection_snr(degrees),direction_sharpness(degrees),direction_snr(degrees),duration,number_of_stations,params_std_deviation
['2816753'],"['46.189127140770765,-122.20498600336543']",[1000],"[UTCDateTime(2018, 1, 24, 11, 43, 9, 300009)]",[286.19684418460366],,[226.72349716897142],,[289.05478659418736],[287.7618462502131],[39.340018],[5],"['0.427976588,0.320708864,0.27252893']"
['2816763'],"['46.189106604716805,-122.17907894062105']",[2000],"[UTCDateTime(2018, 1, 24, 5, 18, 27, 735000)]",[108.26933758836283],,[14.983857010716546],,[97.57093011948868],[97.40423059920997],[95.18000000000002],[5],"['0.100640501,1.083779753,0.057621188']"
['2880553'],"['46.20711999176598,-122.20496064015421']",[2000],"[UTCDateTime(2018, 4, 23, 5, 23, 55, 5000)]",[219.73186804091657],,[71.61323428637367],,[207.82684677439164],[221.41697651030702],[32.94333333333332],[6],"['0.432039514,1.68892873,0.346620463']"
['2880948'],"['46.20711999176598,-122.20496064015421']",[1000],"[UTCDateTime(2018, 4, 22, 7, 8, 14, 275000)]",[212.16343427704905],,[68.29483375711308],,[186.0682556701969],[212.7100361963791],[18.96999999999999],[5],"['0.435608985,1.822835258,0.357120817']"
['2878478'],"['46.20711999176598,-122.20496064015421']",[3000],"[UTCDateTime(2018, 4, 16, 22, 10, 59, 900001)]",[-211.69576685338504],,[70.13190445904426],,[-198.6178118742916],[143.32881441378743],[10.650001999999995],[10],"['0.436523295,1.006390791,0.291587046']"
['2802153'],"['43.722635209548,-121.2334996263343']",[1000],"[UTCDateTime(2018, 1, 2, 17, 36, 32)]",[311.0003412341175],,[83.95050666811268],,[311.0003412341175],[311.0003412341174],[8.162500000000001],[4],"['inf,inf,inf']"
['2797603'],"['43.722635209548,-121.2334996263343']",[2000],"[UTCDateTime(2017, 12, 17, 9, 53, 9)]",[210.03613185628168],,[78.35866129095832],,[195.7856762788714],[206.6911541611667],[11.064285714285717],[7],"['0.228369606,0.510794871,0.132900686']"
['2796448'],"['43.72264396098373,-121.24590981662602']",[1000],"[UTCDateTime(2017, 12, 14, 18, 17, 57)]",[498.7266255898433],,[77.36309484247438],,[148.18786922460302],[129.33008851811366],[11.675000000000004],[4],"['0.738437935,2.339929655,0.482930096']"
['2864653'],"['46.20711999176598,-122.20496064015421']",[1000],"[UTCDateTime(2018, 3, 31, 23, 16, 41, 875018)]",[188.44198718725838],,[66.60408687344994],,[-556.5778127287216],[193.30121999030465],[13.430036000000001],[5],"['0.567393868,1.784539435,0.382542085']"
['2862543'],"['46.189106604716805,-122.17907894062105']",[1000],"[UTCDateTime(2018, 3, 29, 23, 44, 14, 4471)]",[312.40301537377417],,[109.62707485933662],,[316.062050795024],[314.52939943481397],[8.638941999999997],[5],"['0.126888436,0.21056555,0.074801567']"
['2861053'],"['46.893187004494614,-121.80583762496457']",[1000],"[UTCDateTime(2018, 3, 27, 11, 56, 28, 180000)]",[52.183490143848225],,[123.11784692103845],,[49.3704774947809],[52.57187486776032],[18.184999999999995],[4],"['0.246122873,0.297712886,0.139957073']"
['2856953'],"['46.85713959923772,-121.75346339001669']",[2000],"[UTCDateTime(2018, 3, 21, 12, 35, 45, 8)]",[125.59257297269974],,[280.93073931160995],,[116.8504882287467],[124.90260300450963],[17.000015999999995],[5],"['0.362140395,0.187324898,0.216678613']"
['2855968'],"['46.84819597790963,-121.79282507429856']",[3000],"[UTCDateTime(2018, 3, 20, 14, 38, 6, 825928)]",[126.86340001728767],,[147.78746953961587],,[129.52459638654346],[125.42920670034341],[33.831856],[5],"['0.217683666,0.241913458,0.113695014']"
['2855953'],"['46.20712806292317,-122.21791840526517']",[1000],"[UTCDateTime(2018, 3, 20, 5, 52, 46, 180000)]",[241.09042698549962],,[93.5095074064427],,[189.93204288314962],[239.4402292155588],[10.901666666666676],[6],"['0.397320715,0.986621422,0.334328081']"
['2855943'],"['46.189106604716805,-122.17907894062105']",[3000],"[UTCDateTime(2018, 3, 20, 0, 37, 30, 450928)]",[-1.7912303338875604],,[1.399970535058026],,[100.72000505801853],[274.54158105590665],[10.106022666666673],[12],"['0.324417445,59.104568396,0.255754981']"
['2856353'],"['46.87513029592315,-121.75340646538375']",[3000],"[UTCDateTime(2018, 3, 18, 19, 3, 54, 4)]",[17.519645174142365],,[204.39903793290446],,[30.048498968855476],[0.025150290583737602],[-0.29999199999999177],[5],"['0.762461086,0.917539927,0.486407636']"
['2855483'],"['46.84823422671966,-121.83215838036651']",[3000],"[UTCDateTime(2018, 3, 18, 18, 57, 30, 4)]",[207.4517377765038],,[144.30296336750018],,[211.02435719301283],[212.7423349133095],[4.825007999999997],[4],"['0.398605441,0.785743423,0.304796358']"
['2855478'],"['46.19809056202087,-122.16610639885269']",[1000],"[UTCDateTime(2018, 3, 18, 17, 48, 9, 775004)]",[-5.125577107241752],,[44.43370454026014],,[-4.821925041221861],[-5.630675568978142],[7.950008000000004],[4],"['0.076016091,0.284398881,0.049607921']"
['2854148'],"['46.20711999176598,-122.20496064015421']",[1000],"[UTCDateTime(2018, 3, 15, 7, 13, 59, 700000)]",[245.36920543607567],,[83.59269723376762],,[254.2493752796249],[246.96651362712578],[21.683333333333348],[6],"['0.297771147,0.926568489,0.243024023']"
['2852453'],"['46.8572056112832,-121.8059164780256']",[3000],"[UTCDateTime(2018, 3, 14, 10, 21, 30, 576263)]",[165.54126331285093],,[62.32412167104631],,[167.22504621843834],[-198.88268708865778],[11.910859333333335],[6],"['0.097401542,0.349336237,0.068314744']"
['2787688'],"['46.20711045312764,-122.19200287918224']",[2000],"[UTCDateTime(2017, 11, 12, 14, 1, 57, 225000)]",[233.14128246034375],,[62.076832205560926],,[224.84777784378565],[278.97416979111154],[13.045000000000002],[10],"['0.580850279,2.127515772,0.428709774']"
['2834543'],"['46.21611639592763,-122.20494795042616']",[0],"[UTCDateTime(2018, 2, 18, 12, 28, 51)]",[307.7339871721114],,[288.8213087803662],,[300.1628285196596],[307.89459567158843],[41.45000000000002],[4],"['2.119207591,0.906714414,1.318446654']"
['2785573'],"['46.198123573380435,-122.20497332446621']",[1000],"[UTCDateTime(2017, 11, 5, 19, 42, 50)]",[296.7734092503697],,[188.3652189471557],,[297.5684934109237],[302.05984845546175],[9.200000000000008],[7],"['0.318610764,0.274178296,0.195663241']"
['2831848'],"['46.86617096897022,-121.77966583962578']",[6000],"[UTCDateTime(2018, 2, 14, 10, 41, 29, 150006)]",[173.67481032572243],,[143.80254113620666],,[174.3068396687416],[173.14496587004973],[31.550012],[5],"['0.029137311,0.04210827,0.019429705']"
['2782103'],"['46.189127140770765,-122.20498600336543']",[1000],"[UTCDateTime(2017, 10, 23, 21, 15, 52)]",[303.359890456841],,[181.47884979608529],,[306.7163334230686],[305.5113935266749],[24.571428571428577],[7],"['0.265342993,0.222248512,0.16267334']"
['2782108'],"['46.18914180938682,-122.23089308264451']",[1000],"[UTCDateTime(2017, 10, 23, 21, 5, 9, 50001)]",[-74.49444963032629],,[310.7134518533858],,[-74.49444963032632],[-74.49444963032627],[19.575002000000005],[4],"['inf,inf,inf']"
['2782083'],"['46.198123573380435,-122.20497332446621']",[1000],"[UTCDateTime(2017, 10, 23, 18, 51, 19)]",[-36.41403693292629],,[257.7518900722404],,[-35.96564203025276],[-37.179767493570246],[41.1625],[4],"['0.141466159,0.06410282,0.093635792']"
['2782078'],"['46.198123573380435,-122.20497332446621']",[1000],"[UTCDateTime(2017, 10, 23, 18, 48, 35)]",[-30.614194069613205],,[313.48290848478825],,[-30.331289684999646],[-30.78520295821713],[43.412500000000016],[4],"['0.057205144,0.019292433,0.036839485']"
['2782068'],"['46.21610685526774,-122.1919880745062']",[1000],"[UTCDateTime(2017, 10, 22, 22, 29, 6, 975000)]",[40.63927761565889],,[49.17873389584294],,[94.2378771696917],[-2.6258239678367095],[15.468749999999996],[8],"['0.649226564,2.606130481,0.441270602']"
['2814558'],"['46.857158352649165,-121.76657664960902']",[3000],"[UTCDateTime(2018, 1, 19, 22, 47, 0, 10)]",[51.084114860661415],,[58.362151134075376],,[38.53148731034165],[52.374290787220644],[35.19168666666666],[6],"['0.07881922,0.439813507,0.06284169']"
['2781353'],"['46.19811403676282,-122.19201767753954']",[1000],"[UTCDateTime(2017, 10, 19, 11, 11, 55, 900000)]",[35.233034408835316],,[118.34017786949757],,[35.233034408835316],[35.233034408835245],[19.83749999999999],[4],"['inf,inf,inf']"
['2781043'],"['46.189106604716805,-122.17907894062105']",[2000],"[UTCDateTime(2017, 10, 18, 1, 25, 20)]",[136.7576974370468],,[17.33747860841916],,[91.8766416856134],[503.40890413428315],[10.937499999999986],[8],"['0.189184622,3.173762508,0.140532904']"
['2780478'],"['46.857175605795106,-121.77968991796128']",[4000],"[UTCDateTime(2017, 10, 15, 16, 52, 41, 950000)]",[218.56180768792245],,[34.51897426060002],,[168.5042387790948],[-203.95100195303453],[46.40833333333334],[6],"['0.350097137,2.747923523,0.272994115']"
['2780483'],"['46.83916759106745,-121.76662915007618']",[3000],"[UTCDateTime(2017, 10, 15, 8, 18, 51)]",[124.15196035996156],,[117.10659081255072],,[116.1203462276597],[124.94352890886316],[5.283333333333336],[6],"['0.248837534,0.43098297,0.175549714']"
['2778488'],"['45.34827287367594,-121.6932737820481']",[7000],"[UTCDateTime(2017, 10, 10, 13, 49, 43, 275050)]",[83.0145871579039],,[41.00254204862474],,[74.26070835010289],[75.32897426208525],[21.100099999999998],[5],"['0.200944314,1.345709725,0.145299781']"
['2778498'],"['46.84818022840977,-121.77971398589368']",[2000],"[UTCDateTime(2017, 10, 10, 9, 22, 18, 50)]",[127.52157622063234],,[88.72529117181054],,[117.45288315434132],[133.98499305450068],[28.820100000000007],[5],"['0.249624446,0.674196953,0.177574048']"
['2775848'],"['46.86618672522889,-121.79278130493098']",[3000],"[UTCDateTime(2017, 10, 4, 9, 41, 20, 850000)]",[110.77045355645245],,[70.42522243342877],,[121.06239181994655],[103.75055596366327],[28.58750000000002],[4],"['0.374997678,0.949553898,0.234379429']"
['2775658'],"['46.20709944700913,-122.17904512303906']",[1000],"[UTCDateTime(2017, 10, 3, 22, 4, 17, 550000)]",[30.763723401095287],,[117.3539521237822],,[32.14191614933746],[32.85888755216288],[26.691666666666663],[6],"['0.380628071,0.61459084,0.279589967']"
['2775178'],"['46.86617096897022,-121.77966583962578']",[2000],"[UTCDateTime(2017, 10, 3, 0, 12, 12, 825000)]",[56.291033648245936],,[18.929553779864314],,[58.08304852781238],[54.848304224795015],[51.137499999999996],[4],"['0.012109758,0.149926852,0.008090508']"
['2774748'],"['46.866092938062245,-121.72720406606092']",[2000],"[UTCDateTime(2017, 10, 1, 22, 51, 45, 28)]",[242.5025339679075],,[170.12492305663915],,[247.58538831713622],[241.81088341110743],[9.850056],[5],"['0.091015951,0.169527255,0.066258263']"
['2774853'],"['46.84812398024422,-121.74038077174545']",[3000],"[UTCDateTime(2017, 10, 1, 21, 59, 39)]",[246.75810058259248],,[52.40794074865327],,[254.88401942250377],[244.6971011962758],[23.162500000000016],[4],"['0.106714698,0.445602686,0.063776833']"
['2795998'],"['46.20712806292317,-122.21791840526517']",[1000],"[UTCDateTime(2017, 12, 13, 19, 21, 54, 50011)]",[262.5301715014888],,[134.3132911387479],,[246.67661304355903],[258.9174538697115],[29.325022000000015],[6],"['0.45392864,0.639909191,0.337989523']"
['2796013'],"['43.7226251117397,-121.221089439932']",[2000],"[UTCDateTime(2017, 12, 13, 17, 10, 41, 425000)]",[195.9027588618027],,[104.68452573379349],,[202.47376545355297],[200.01411727118298],[10.125],[6],"['0.145987749,0.277084392,0.083817029']"
['2773863'],"['46.18911760617305,-122.19203246958193']",[0],"[UTCDateTime(2017, 9, 30, 0, 0, 55)]",[665.0837403764707],,[82.71188021184614],,[303.3189028041066],[664.8118241633402],[18.012500000000003],[4],"['0.036911434,0.086587653,0.027732774']"
['2796008'],"['43.722635209548,-121.2334996263343']",[1000],"[UTCDateTime(2017, 12, 12, 18, 52)]",[73.97846680924043],,[9.153897858083493],,[79.19435700188843],[64.27722530288588],[52.583333333333336],[6],"['0.193530074,5.769611575,0.125048339']"
['2796018'],"['43.72264396098373,-121.24590981662602']",[1000],"[UTCDateTime(2017, 12, 12, 18, 17, 3)]",[76.25661284127729],,[132.09672276797278],,[75.72087066288596],[77.60519847541107],[11.800000000000004],[4],"['0.752885605,2.155862181,0.550126944']"
['2796023'],"['43.72264396098373,-121.24590981662602']",[1000],"[UTCDateTime(2017, 12, 11, 17, 3, 36)]",[275.1789871784721],,[18.614379618225424],,[295.05210508000033],[249.52317632083364],[10.442857142857138],[7],"['0.175496745,2.773996968,0.131242588']"
['2795168'],"['46.875166317935495,-121.77964175088081']",[3000],"[UTCDateTime(2017, 12, 11, 4, 49, 49, 6)]",[96.07890813115286],,[49.21317802061966],,[93.8978107965108],[96.10942406481456],[21.587511999999997],[4],"['0.036260594,0.183179006,0.026461821']"
['2795103'],"['46.857119345562786,-121.74035013991426']",[2000],"[UTCDateTime(2017, 12, 10, 1, 47, 20, 650000)]",[79.28817929245045],,[78.76789748520466],,[76.67489189426055],[81.04863672189528],[27.23749999999999],[4],"['0.092789935,0.269398605,0.061742428']"
['2794448'],"['46.20712806292317,-122.21791840526517']",[0],"[UTCDateTime(2017, 12, 9, 18, 58, 13, 550096)]",[263.6135625373891],,[86.0554883508736],,[252.86162178522238],[269.4113222275554],[17.287691999999993],[8],"['0.35842857,0.777102345,0.285767496']"
['2773263'],"['46.857158352649165,-121.76657664960902']",[3000],"[UTCDateTime(2017, 9, 28, 6, 49, 19, 9)]",[132.50896479738228],,[158.95536733413803],,[149.63646040988817],[139.30274532373306],[3.4900180000000036],[5],"['0.536596171,0.453035007,0.319498227']"
['2793958'],"['46.857158352649165,-121.76657664960902']",[1000],"[UTCDateTime(2017, 12, 7, 19, 52, 56, 325003)]",[173.09292642536863],,[79.02473281072551],,[172.82910431706304],[172.8049470500807],[12.387506000000002],[4],"['0.018107944,0.045725028,0.01096125']"
['2769743'],"['46.20709944700913,-122.17904512303906']",[0],"[UTCDateTime(2017, 9, 22, 19, 10, 55)]",[218.68213060631967],,[53.71580089706066],,[218.68213060631967],[218.68213060631973],[39.562500000000014],[4],"['inf,inf,inf']"
['2769048'],"['46.20711045312764,-122.19200287918224']",[1000],"[UTCDateTime(2017, 9, 20, 7, 19, 8, 175000)]",[42.165976980397915],,[106.27321589862959],,[67.23807893996019],[46.55889969996995],[19.381249999999998],[8],"['0.289530823,0.688467261,0.22972295']"
['2791063'],"['46.20711999176598,-122.20496064015421']",[1000],"[UTCDateTime(2017, 11, 27, 1, 24, 25, 928161)]",[259.8016384561043],,[156.31752612601431],,[256.5829276877041],[258.52823620008917],[27.78489342857144],[7],"['0.469289786,0.652884905,0.362603057']"
['2768248'],"['46.18911760617305,-122.19203246958193']",[1000],"[UTCDateTime(2017, 9, 18, 21, 50, 39)]",[13.724434696130619],,[87.20958198293482],,[22.635719183960408],[13.037082653887051],[9.007142857142854],[7],"['0.203759003,0.593352738,0.158392728']"
['2768153'],"['46.21611639592763,-122.20494795042616']",[3000],"[UTCDateTime(2017, 9, 18, 20, 2, 32, 325000)]",[71.23880878031873],,[179.59171258078877],,[85.87260750303943],[62.12082460571597],[14.657692307692304],[13],"['0.33260487,0.408856429,0.216111035']"
['2791863'],"['46.20712806292317,-122.21791840526517']",[1000],"[UTCDateTime(2017, 11, 23, 10, 49)]",[184.0412399896815],,[203.80662570422137],,[180.15395288027057],[182.61321228792005],[86.7],[5],"['0.114559767,0.093108404,0.078820704']"
['2789558'],"['46.20711999176598,-122.20496064015421']",[0],"[UTCDateTime(2017, 11, 21, 11, 31, 49, 125004)]",[217.58313039821397],,[64.4900113246403],,[222.61376727639907],[498.67170488893936],[12.993758000000003],[8],"['0.546093016,1.795942894,0.364251816']"
['2766948'],"['46.19811403676282,-122.19201767753954']",[0],"[UTCDateTime(2017, 9, 16, 14, 19, 25)]",[63.03640332746178],,[71.28038756354113],,[57.041593478484586],[64.95878359124495],[8.171428571428578],[7],"['0.170031008,0.692345612,0.128109886']"
['2766888'],"['46.20711045312764,-122.19200287918224']",[1000],"[UTCDateTime(2017, 9, 16, 8, 22, 41, 550000)]",[60.54753542788492],,[99.02411120396434],,[59.64111639081861],[56.653380748340425],[34.6875],[8],"['0.227109473,0.554783844,0.172028774']"
['2766883'],"['46.1981030329759,-122.17906203543858']",[1000],"[UTCDateTime(2017, 9, 16, 8, 4, 38)]",[52.35757908041285],,[182.04812625102082],,[53.15628297320995],[57.000242573641806],[69.57142857142857],[7],"['0.271699397,0.272496032,0.180001389']"
['2766878'],"['46.20708697341162,-122.1660873724145']",[0],"[UTCDateTime(2017, 9, 16, 7, 54, 50)]",[49.989327078843004],,[177.5238171189471],,[49.91254750397717],[49.13511603660081],[48.91250000000001],[4],"['0.208037411,0.087541499,0.099741515']"
['2766863'],"['46.19807662389897,-122.15315076847129']",[0],"[UTCDateTime(2017, 9, 15, 21, 0, 20, 50004)]",[137.0184133075628],,[200.83546767549015],,[137.01841330756307],[137.01841330756292],[52.100008],[4],"['inf,inf,inf']"
['2784268'],"['46.19814338020849,-122.24384028730665']",[5000],"[UTCDateTime(2017, 10, 28, 21, 52, 43, 324997)]",[87.22645048040332],,[417.0674194605288],,[87.39192565937488],[77.48786248076685],[12.321422571428561],[7],"['2.247681944,0.449593074,2.090960592']"
['2784248'],"['46.19811403676282,-122.19201767753954']",[1000],"[UTCDateTime(2017, 10, 28, 16, 39, 54, 124997)]",[315.90686490439344],,[78.85663878313972],,[301.10607293142743],[324.3914528284661],[11.41666066666665],[6],"['0.520199786,0.892962919,0.309130108']"
['2783148'],"['46.1981030329759,-122.17906203543858']",[0],"[UTCDateTime(2017, 10, 27, 20, 33, 55)]",[64.24062660345646],,[91.49450296480617],,[69.17792233943177],[62.24462280265239],[4.939999999999998],[5],"['0.1917532,0.245208279,0.106016761']"
['2782668'],"['46.1981030329759,-122.17906203543858']",[1000],"[UTCDateTime(2017, 10, 26, 6, 40, 48)]",[-22.450392534717714],,[129.9751209914366],,[-387.1250430517433],[-10.325255263041935],[10.635714285714275],[7],"['0.496721019,0.558935366,0.289879267']"
['2782673'],"['46.20708697341162,-122.1660873724145']",[3000],"[UTCDateTime(2017, 10, 26, 6, 36, 34, 575012)]",[82.27204532310013],,[107.82937305952484],,[72.88202062024537],[77.52670096159072],[11.014309714285712],[14],"['0.384830851,0.718772275,0.269326678']"
['2782173'],"['46.1981030329759,-122.17906203543858']",[1000],"[UTCDateTime(2017, 10, 24, 4, 39, 4, 950004)]",[32.24559447359809],,[34.280394542768164],,[67.82335586011116],[36.90664043354512],[15.540008000000018],[5],"['0.220456084,1.917000816,0.18653318']"
['2782188'],"['46.857158352649165,-121.76657664960902']",[2000],"[UTCDateTime(2017, 10, 24, 0, 16, 16, 625004)]",[181.31595927645398],,[57.91360393804166],,[159.2064546144778],[196.04229526717785],[36.550008000000005],[5],"['0.581510567,1.580635149,0.353957004']"
['2779188'],"['46.19811403676282,-122.19201767753954']",[1000],"[UTCDateTime(2017, 10, 12, 0, 18, 51)]",[0.7038812611503847],,[63.13510578252857],,[6.678355773623229],[0.2257436378609595],[10.541666666666677],[6],"['0.067513897,0.405911094,0.057313671']"
['2778873'],"['46.857191358673674,-121.79280319434346']",[2000],"[UTCDateTime(2017, 10, 11, 10, 51, 29, 1)]",[123.49868191117992],,[132.59258441503434],,[123.49868191117994],[123.49868191117992],[2.1000020000000035],[4],"['inf,inf,inf']"
['2778883'],"['46.857175605795106,-121.77968991796128']",[2000],"[UTCDateTime(2017, 10, 11, 2, 8, 15, 1)]",[89.46840910701445],,[154.54232405141886],,[89.6322270108189],[89.42841525684335],[8.050001999999992],[4],"['0.005629675,0.010147917,0.003853197']"
['2757503'],"['46.189127140770765,-122.20498600336543']",[1000],"[UTCDateTime(2017, 8, 17, 17, 24, 6, 649999)]",[43.3727600943446],,[52.723103729402304],,[53.3668745741628],[105.47786439619738],[20.483331333333336],[6],"['0.425302591,1.983928353,0.330839695']"
['2757498'],"['46.189127140770765,-122.20498600336543']",[1000],"[UTCDateTime(2017, 8, 17, 17, 20, 42)]",[75.29754821566056],,[81.54124947440121],,[86.47199092361653],[73.17761281078394],[14.550000000000011],[7],"['0.239868856,0.769857522,0.186002156']"
['2757348'],"['46.20711045312764,-122.19200287918224']",[1000],"[UTCDateTime(2017, 8, 15, 23, 43, 57, 925000)]",[132.1890889863105],,[487.05357951860145],,[132.1890889863105],[132.1890889863105],[66.39999999999998],[5],"['inf,inf,inf']"
['2756358'],"['46.20711045312764,-122.19200287918224']",[2000],"[UTCDateTime(2017, 8, 15, 16, 53, 32, 600190)]",[89.32580364850493],,[171.6189364410178],,[89.34576506920514],[89.4976603733789],[37.217046666666675],[6],"['0.691856334,0.800070529,0.446292505']"
['2756443'],"['46.19811403676282,-122.19201767753954']",[2000],"[UTCDateTime(2017, 8, 15, 9, 17, 28, 800000)]",[87.69895081412704],,[191.84693217965028],,[94.23826314492656],[84.92790896709597],[64.7642857142857],[7],"['0.363583853,0.306136236,0.210648399']"
['2756078'],"['46.20711999176598,-122.20496064015421']",[1000],"[UTCDateTime(2017, 8, 13, 5, 53, 39, 695000)]",[100.23986139892664],,[84.49784657154598],,[92.43437469748676],[106.05074909181437],[10.056666666666667],[6],"['0.304070799,0.630602212,0.205994544']"
['2771768'],"['46.189127140770765,-122.20498600336543']",[1000],"[UTCDateTime(2017, 9, 26, 13, 2, 32, 825026)]",[322.9975691585789],,[155.3912080750424],,[318.17026934336747],[-34.171328011157506],[25.425052],[4],"['0.295354269,0.289175381,0.188893414']"
