event_ID,location,location_uncertainty(m),origin_time,direction(degrees),direction_sharpness(degrees)params_std_deviation,velocity(m/s),number_of_stationsdirection_snr(degrees),direction_sharpness(degrees),direction_snr(degrees),duration,number_of_stations,params_std_deviation
['1345793'],"['43.73165776234017,-121.2707227764444']",[1000],"[UTCDateTime(2013, 1, 13, 9, 6, 55, 825000)]",[183.1437426840899],,[50.74360558910371],,[185.48235071243113],[187.50723526467686],[7.769999999999999],[5],"['0.404688004,0.873553541,0.13676358']"
['1345783'],"['43.71364361188018,-121.24592095737853']",[2000],"[UTCDateTime(2013, 1, 13, 8, 17, 38)]",[277.9039747528988],,[41.33071294807997],,[287.6602338773096],[256.877926936834],[11.259999999999991],[5],"['0.366153509,3.487652367,0.430975402']"
['1345773'],"['43.73166247561025,-121.28313483262217']",[0],"[UTCDateTime(2013, 1, 13, 8, 12, 43, 750000)]",[151.10381415589404],,[252.62188901103522],,[151.10381415589404],[151.10381415589404],[5.887499999999996],[4],"['inf,inf,inf']"
['1345763'],"['43.722651366046065,-121.25832001025157']",[1000],"[UTCDateTime(2013, 1, 13, 7, 36, 22)]",[112.12964154900216],,[85.61584457166627],,[110.78226739837524],[114.2775939575678],[6.980000000000001],[5],"['0.061650105,0.254828381,0.047742383']"
['1344448'],"['43.72264396098373,-121.24590981662602']",[1000],"[UTCDateTime(2013, 1, 12, 17, 2, 44)]",[9.17303075007617],,[87.89755464313872],,[11.319030195583187],[7.737621681670952],[6.424999999999997],[4],"['0.284678796,0.461368301,0.14810686']"
['1344468'],"['43.722662137048054,-121.28314040528151']",[1000],"[UTCDateTime(2013, 1, 12, 14, 39, 39)]",[-199.23147252600435],,[102.07267713032927],,[-198.20585800901353],[-199.7473390117433],[4.800000000000011],[5],"['0.106919728,0.133152887,0.052734537']"
['1344473'],"['43.7226655029867,-121.29555060557466']",[0],"[UTCDateTime(2013, 1, 12, 11, 27, 26)]",[-20.71686485312364],,[33.23235899780197],,[684.44703898753],[-389.3567365871229],[12.675000000000004],[4],"['0.511049288,1.334064815,0.196657704']"
['1340248'],"['46.85709759162653,-121.72723690003168']",[1000],"[UTCDateTime(2013, 1, 7, 6, 37, 57)]",[-32.32136076669036],,[79.78806961741233],,[318.47089066635726],[324.8760635701512],[15.680000000000001],[5],"['0.365715072,1.015973222,0.239904165']"
['1305343'],"['46.84814422957513,-121.75349183388761']",[3000],"[UTCDateTime(2012, 11, 27, 1, 35, 5)]",[309.38366141435887],,[67.40319742337466],,[322.84160891790447],[307.87906471099194],[14.614285714285716],[7],"['0.165228828,0.646135162,0.114934582']"
['1339143'],"['46.857119345562786,-121.74035013991426']",[3000],"[UTCDateTime(2013, 1, 5, 13, 56, 39)]",[217.78412191985691],,[115.58477677374445],,[224.11154947758507],[210.64017024658915],[7.487500000000001],[8],"['0.313716672,0.877202364,0.251166365']"
['1304258'],"['46.84816297896432,-121.76660290551352']",[3000],"[UTCDateTime(2012, 11, 24, 12, 21, 41, 749900)]",[-210.35921723757923],,[18.74837562774947],,[121.04779942321893],[-211.1305820333227],[4.731050000000003],[8],"['0.141530772,1.826443424,0.095536524']"
['1302543'],"['46.18911760617305,-122.19203246958193']",[0],"[UTCDateTime(2012, 11, 21, 14, 14, 22, 25000)]",[-53.424731588672],,[168.78887990834218],,[-51.779910817046485],[-53.54871683958694],[4.85],[5],"['0.525002187,0.891255351,0.437137246']"
['1302568'],"['46.857158352649165,-121.76657664960902']",[4000],"[UTCDateTime(2012, 11, 21, 2, 42, 34)]",[45.64181974624769],,[43.207954440073365],,[29.126995505534882],[31.821409302025895],[5.674999999999993],[6],"['0.207259846,1.512665075,0.159369765']"
['1338648'],"['43.73165170242223,-121.25831072249052']",[1000],"[UTCDateTime(2013, 1, 3, 18, 36, 22, 950000)]",[-4.236921215088663],,[108.93814403437726],,[-7.079572365408282],[-13.913613317103904],[7.279999999999996],[5],"['0.748992774,0.571649101,0.281545481']"
['1338348'],"['46.83912860071021,-121.74041139034455']",[3000],"[UTCDateTime(2013, 1, 3, 3, 26, 44)]",[865.044545498284],,[47.68768649698316],,[129.83097759990451],[133.95865109140465],[13.181249999999991],[8],"['0.24219184,0.687562257,0.152764172']"
['1338043'],"['46.171113705520135,-122.17911272935235']",[0],"[UTCDateTime(2013, 1, 2, 0, 59, 51, 1000)]",[3.495457056915181],,[770.8149698767972],,[3.4954570569151873],[3.4954570569151575],[4.827000000000012],[4],"['inf,inf,inf']"
['1338053'],"['46.875166317935495,-121.77964175088081']",[4000],"[UTCDateTime(2013, 1, 1, 23, 15, 48, 525000)]",[111.7505561502939],,[45.81424162506401],,[118.62375725071716],[101.78669647452213],[5.289999999999992],[5],"['0.672763325,2.299212263,0.430405278']"
['1336843'],"['43.7226655029867,-121.29555060557466']",[0],"[UTCDateTime(2013, 1, 1, 14, 40, 21)]",[-16.297564420208555],,[46.60168245817417],,[-5.768635240721174],[-17.32884986678134],[4.324999999999996],[4],"['0.259528932,1.085384854,0.140607633']"
['1336053'],"['43.722662137048054,-121.28314040528151']",[2000],"[UTCDateTime(2012, 12, 31, 12, 11, 10)]",[-195.99172680241495],,[122.35110464322966],,[-191.36759146856045],[-198.5991835284561],[3.387500000000003],[4],"['0.756499366,0.726988108,0.432566539']"
['1335553'],"['43.71366514951272,-121.29555431916246']",[2000],"[UTCDateTime(2012, 12, 29, 15, 52, 53, 725000)]",[245.23296146678393],,[73.00851287584457],,[235.1851132581088],[245.15674926451337],[7.61249999999999],[4],"['0.119162122,0.80495741,0.12297405']"
['1336368'],"['46.189106604716805,-122.17907894062105']",[1000],"[UTCDateTime(2012, 12, 29, 0, 37, 8, 200)]",[127.86260282804048],,[74.37429638740444],,[134.55895522702076],[138.61208203628613],[10.287900000000015],[4],"['0.525240581,1.497797856,0.364217749']"
['1326348'],"['46.20711999176598,-122.20496064015421']",[3000],"[UTCDateTime(2012, 12, 20, 7, 42, 47, 275000)]",[4.6269972647697415],,[453.13770220026754],,[11.896958084503046],[0.6585239902940404],[7.2250000000000085],[4],"['3.016997499,1.043874376,0.762079294']"
['1289358'],"['46.857158352649165,-121.76657664960902']",[7000],"[UTCDateTime(2012, 11, 5, 2, 48, 42)]",[199.90611193029167],,[99.68898182222496],,[215.98942278779816],[202.8514942282955],[31.60833333333333],[6],"['0.214567317,0.625535406,0.16501246']"
['1289353'],"['46.18909413640317,-122.16612541717174']",[1000],"[UTCDateTime(2012, 11, 4, 22, 54, 31, 450000)]",[35.85965415628018],,[73.61007380866255],,[40.74686630488096],[27.44625098637373],[58.019999999999996],[5],"['0.181799669,0.610341045,0.168518247']"
['1286553'],"['46.19809056202087,-122.16610639885269']",[1000],"[UTCDateTime(2012, 10, 31, 10, 27, 21)]",[11.517065696802367],,[106.83720577727735],,[18.17446745847572],[14.139440093241184],[12.041666666666671],[6],"['0.238221135,0.392849707,0.163032357']"
['1286208'],"['46.198131642827775,-122.21792897552922']",[1000],"[UTCDateTime(2012, 10, 30, 12, 36, 59, 425000)]",[15.037583239695202],,[341.3821027942608],,[22.162495893361406],[17.665616845189103],[50.81],[5],"['0.627685226,0.378561672,0.394327259']"
['1286048'],"['46.20711999176598,-122.20496064015421']",[0],"[UTCDateTime(2012, 10, 29, 19, 7, 8)]",[59.15655778959125],,[110.07522565229579],,[49.09475066383164],[61.06161516433717],[14.633333333333331],[6],"['0.225194162,0.420547763,0.157118123']"
['1279978'],"['46.198123573380435,-122.20497332446621']",[1000],"[UTCDateTime(2012, 10, 20, 17, 12, 20, 1000)]",[69.23712680229043],,[141.75337559200716],,[68.84001624379509],[69.33493096277128],[6.168666666666671],[6],"['0.31116139,0.595202306,0.269686608']"
['1279448'],"['46.1981030329759,-122.17906203543858']",[1000],"[UTCDateTime(2012, 10, 19, 21, 11, 23)]",[91.18184107471883],,[56.60998535240445],,[116.60332849365881],[97.43015483571247],[23.600000000000005],[6],"['0.198060424,0.940909954,0.154381246']"
['1277563'],"['46.198123573380435,-122.20497332446621']",[1000],"[UTCDateTime(2012, 10, 19, 0, 17, 45, 100000)]",[71.29334478212013],,[164.0372686041784],,[72.40418665545272],[69.7605602363174],[93.69],[5],"['0.4804235,0.49428899,0.280945864']"
['1277558'],"['46.189127140770765,-122.20498600336543']",[1000],"[UTCDateTime(2012, 10, 18, 23, 51, 16)]",[41.04597862739682],,[235.1873159909071],,[41.04597862739682],[41.04597862739681],[32.349999999999994],[4],"['inf,inf,inf']"
['1276453'],"['46.180110162231614,-122.17909583859085']",[0],"[UTCDateTime(2012, 10, 18, 16, 56, 38)]",[109.06712047930434],,[143.14465242238145],,[108.6210514241918],[109.44137990815501],[25.75000000000001],[5],"['0.444187187,1.116287156,0.372340736']"
['1276468'],"['46.86613495468696,-121.75343493385125']",[3000],"[UTCDateTime(2012, 10, 18, 10, 1, 34)]",[116.56058433472543],,[67.11672067500288],,[98.11030226665864],[126.81195646559924],[8.55],[8],"['0.2899436,0.965430444,0.188133929']"
['1299243'],"['46.19811403676282,-122.19201767753954']",[0],"[UTCDateTime(2012, 11, 18, 2, 4, 18, 3500)]",[236.76637476256647],,[14.706598259398671],,[247.68082608329706],[220.00831504420537],[6.496999999999997],[5],"['0.146080275,2.252040495,0.108320515']"
['1299153'],"['46.18911760617305,-122.19203246958193']",[1000],"[UTCDateTime(2012, 11, 18, 2, 1, 59, 3500)]",[669.4116190032152],,[69.33542553490263],,[671.6467475221958],[310.6173871636585],[5.097000000000008],[5],"['0.521138203,1.855496,0.453676517']"
['1297743'],"['46.84821022746224,-121.80593616999867']",[4000],"[UTCDateTime(2012, 11, 15, 21, 22, 6, 999900)]",[-557.5194860205075],,[70.5682825102699],,[173.27263325064868],[-567.644319244625],[2.1998000000000046],[5],"['0.269931378,0.731043261,0.189835628']"
['1267448'],"['46.19811403676282,-122.19201767753954']",[0],"[UTCDateTime(2012, 10, 8, 16, 22, 11, 726000)]",[295.96898617168887],,[137.46817648655082],,[295.9689861716888],[295.96898617168887],[19.851999999999997],[4],"['inf,inf,inf']"
['1267698'],"['46.857191358673674,-121.79280319434346']",[3000],"[UTCDateTime(2012, 10, 7, 4, 35, 15, 200)]",[111.84304473634273],,[32.78291998311504],,[504.31548303709997],[110.20154164559254],[4.5004000000000035],[6],"['0.484724977,2.383711851,0.326449032']"
['1266148'],"['46.87513029592315,-121.75340646538375']",[2000],"[UTCDateTime(2012, 10, 5, 21, 37, 20, 997200)]",[90.17804044722459],,[51.44659597380737],,[84.1595503016329],[94.76090758034188],[8.274400000000009],[5],"['0.123804105,0.913210646,0.094008033']"
['1265148'],"['46.1981030329759,-122.17906203543858']",[1000],"[UTCDateTime(2012, 10, 5, 6, 13, 20, 847200)]",[36.21123037579236],,[153.2931746106699],,[35.41590889582204],[40.45145925167453],[9.394400000000005],[6],"['0.281925269,0.417156171,0.201706785']"
['1262743'],"['46.85713959923772,-121.75346339001669']",[2000],"[UTCDateTime(2012, 10, 1, 21, 49, 10, 950200)]",[67.63815156393495],,[127.22007296885663],,[63.32541450618326],[65.12750607284015],[24.580400000000008],[5],"['0.154147363,0.333310865,0.112685961']"
['1261658'],"['46.84816297896432,-121.76660290551352']",[3000],"[UTCDateTime(2012, 10, 1, 9, 24, 54, 1000)]",[-202.22770711385533],,[79.88620556624598],,[-554.507658172682],[-205.26178134473662],[6.223428571428575],[7],"['0.145051086,0.254053068,0.077655031']"
['1261648'],"['46.18911760617305,-122.19203246958193']",[1000],"[UTCDateTime(2012, 10, 1, 7, 48, 6)]",[46.8959722111415],,[168.12120055446243],,[42.610356255553775],[48.16251991745188],[17.65000000000001],[6],"['0.249030427,0.281929327,0.171854353']"
['1261058'],"['46.93800709626242,-121.70067496814629']",[9000],"[UTCDateTime(2012, 9, 30, 18, 50, 18, 200000)]",[1404.915500343414],,[73.9025433661909],,[-386.07472228698464],[681.8862025896098],[1.5750000000000028],[4],"['1.596312888,3.021339376,0.918540396']"
['1261043'],"['46.18911760617305,-122.19203246958193']",[1000],"[UTCDateTime(2012, 9, 30, 13, 44, 36)]",[48.44970208687129],,[177.5050053687295],,[44.08377841576612],[48.56637278282941],[24.133333333333336],[6],"['0.213133428,0.228347552,0.146874253']"
['1274043'],"['46.1981030329759,-122.17906203543858']",[1000],"[UTCDateTime(2012, 10, 15, 10, 42, 36, 76000)]",[62.76541255501472],,[31.675915815773607],,[56.84536329376732],[69.89847312673326],[39.04200000000001],[5],"['0.123624394,0.764215098,0.08824773']"
['1272873'],"['46.86604491911413,-121.70097324209831']",[5000],"[UTCDateTime(2012, 10, 12, 22, 13, 59, 926000)]",[-8.380213499982943],,[61.48504692939457],,[-23.56746275468093],[-16.63556065126401],[12.552000000000007],[6],"['0.229105607,0.781026822,0.14389482']"
['1271958'],"['46.1981030329759,-122.17906203543858']",[2000],"[UTCDateTime(2012, 10, 12, 19, 45, 13, 701000)]",[58.44392250893163],,[221.1930800963429],,[49.698589124204325],[57.34369070185896],[33.29644444444445],[9],"['0.320356827,0.279775327,0.218283854']"
['1271553'],"['46.857158352649165,-121.76657664960902']",[5000],"[UTCDateTime(2012, 10, 12, 13, 4, 0, 701000)]",[90.96220059672328],,[94.610774011768],,[86.61987170236358],[95.84607631697723],[23.483250000000005],[8],"['0.203708854,0.609860791,0.150048784']"
['1271768'],"['46.19811403676282,-122.19201767753954']",[1000],"[UTCDateTime(2012, 10, 11, 23, 18, 6, 1000)]",[-1.3467940417670232],,[38.598147369681264],,[-1.3467940417671442],[-1.3467940417667807],[4.289500000000004],[4],"['inf,inf,inf']"
['1270958'],"['46.189127140770765,-122.20498600336543']",[0],"[UTCDateTime(2012, 10, 11, 13, 34, 57, 275000)]",[49.52238433486789],,[180.8581577636357],,[49.98087727031778],[49.48695591044384],[12.149999999999995],[5],"['0.10566142,0.115464901,0.078866458']"
['1252438'],"['46.18911760617305,-122.19203246958193']",[0],"[UTCDateTime(2012, 9, 7, 20, 14, 44)]",[136.5982494445322],,[139.04252502949106],,[136.5982494445322],[136.5982494445322],[5.625],[4],"['inf,inf,inf']"
['1252623'],"['46.198123573380435,-122.20497332446621']",[2000],"[UTCDateTime(2012, 9, 7, 12, 18, 40, 300000)]",[62.230282098018364],,[133.25501736664458],,[68.0537591752775],[60.395323123816084],[4.387500000000003],[8],"['0.174791833,0.295637688,0.117140539']"
['1270243'],"['46.86617096897022,-121.77966583962578']",[4000],"[UTCDateTime(2012, 10, 10, 4, 35, 44, 825000)]",[-204.40885349509878],,[56.33340476878736],,[-197.9523000155657],[501.0123341466573],[25.849999999999987],[5],"['0.293516018,1.313509942,0.218176164']"
['1254783'],"['46.1981030329759,-122.17906203543858']",[4000],"[UTCDateTime(2012, 9, 6, 4, 50, 7, 950000)]",[72.2403592069257],,[143.4246479055755],,[76.50634917749402],[69.67519413883532],[21.149999999999995],[11],"['0.294456653,0.407460821,0.203536592']"
['1255493'],"['46.198123573380435,-122.20497332446621']",[1000],"[UTCDateTime(2012, 9, 4, 22, 29, 42, 1000)]",[60.16125963590866],,[142.70313163617485],,[96.29620395162888],[54.03284463785647],[4.243666666666674],[6],"['0.446905313,0.910564048,0.392188499']"
['1255983'],"['46.19811403676282,-122.19201767753954']",[2000],"[UTCDateTime(2012, 9, 4, 4, 20, 13, 800)]",[51.07353165768465],,[93.28827711607981],,[46.90964048988608],[45.82502494920798],[6.168266666666668],[6],"['0.236464921,0.843124128,0.183038588']"
['1256043'],"['46.18911760617305,-122.19203246958193']",[1000],"[UTCDateTime(2012, 9, 3, 10, 37, 56, 1000)]",[26.280743704781866],,[240.3858629639113],,[36.45040608985901],[33.347107888438096],[17.03533333333333],[6],"['0.508888847,0.519107679,0.363895538']"
['1250358'],"['46.19809056202087,-122.16610639885269']",[1000],"[UTCDateTime(2012, 9, 1, 11, 22, 26, 326000)]",[9.937400511347679],,[122.42041922916292],,[12.497419830970417],[6.8710463122511305],[58.882000000000005],[5],"['0.151494061,0.210595315,0.103818551']"
['1277158'],"['46.19811403676282,-122.19201767753954']",[0],"[UTCDateTime(2012, 8, 29, 7, 34, 4, 725000)]",[45.311508793856326],,[124.6240538052247],,[53.73842185681648],[42.96590640046019],[-0.38333333333333997],[6],"['0.290783412,0.655501254,0.225247676']"
['1277163'],"['46.189106604716805,-122.17907894062105']",[0],"[UTCDateTime(2012, 8, 29, 6, 40, 9, 501200)]",[-1.0782728200117753],,[89.49881251033247],,[11.135545012288489],[-4.248509255530296],[55.00239999999999],[5],"['0.241198792,0.577963975,0.184867533']"
['1246318'],"['46.20711045312764,-122.19200287918224']",[3000],"[UTCDateTime(2012, 8, 27, 19, 23, 4, 1000)]",[82.74753021304457],,[100.84592166960698],,[81.7754512609322],[85.40096502331795],[3.9135384615384705],[13],"['0.210229454,0.320207108,0.133404367']"
['1245823'],"['46.18012116135813,-122.19204725531323']",[0],"[UTCDateTime(2012, 8, 26, 13, 59, 3)]",[54.635330748494695],,[119.38910761682581],,[49.66037236982667],[60.090054383873536],[13.73333333333334],[6],"['0.373218864,0.412663801,0.200604032']"
['1245423'],"['46.88412562294663,-121.75337798460662']",[3000],"[UTCDateTime(2012, 8, 25, 20, 45, 55, 1000)]",[74.8393588038815],,[52.69374777445254],,[86.83282823120221],[77.9713277745745],[14.441999999999997],[5],"['0.187596576,0.855031096,0.128535025']"
['1244523'],"['46.189127140770765,-122.20498600336543']",[1000],"[UTCDateTime(2012, 8, 24, 13, 12, 39, 850000)]",[42.50458168637866],,[216.75957970773695],,[44.12429857925158],[42.96330861981139],[9.6],[6],"['0.125138398,0.10790331,0.081640981']"
['1244538'],"['46.198123573380435,-122.20497332446621']",[2000],"[UTCDateTime(2012, 8, 24, 7, 43, 8)]",[69.34006918611925],,[123.19511065573305],,[74.9651554481327],[66.3769239582995],[4.15000000000001],[7],"['0.193405095,0.364636106,0.139205776']"
['1258843'],"['46.86613495468696,-121.75343493385125']",[3000],"[UTCDateTime(2012, 9, 28, 1, 14, 39, 1000)]",[191.06241577795592],,[12.558041900209902],,[171.76848606778648],[197.58660696793888],[11.1145],[8],"['0.176061084,3.808525554,0.118008148']"
['1244208'],"['46.189127140770765,-122.20498600336543']",[1000],"[UTCDateTime(2012, 8, 23, 13, 56, 12)]",[51.308198084379],,[159.5547550802008],,[51.308198084379],[51.30819808437894],[29.46249999999999],[4],"['inf,inf,inf']"
['1244128'],"['46.18012116135813,-122.19204725531323']",[0],"[UTCDateTime(2012, 8, 23, 9, 9, 42)]",[64.66904730344757],,[107.53006904511379],,[61.210154535434775],[64.63268061815253],[27.114285714285717],[7],"['0.300825902,0.409328636,0.175559153']"
['1244108'],"['46.19811403676282,-122.19201767753954']",[1000],"[UTCDateTime(2012, 8, 23, 8, 0, 25)]",[65.63946882332233],,[77.46337733950627],,[69.20940519330942],[62.61849043562376],[6.358333333333339],[6],"['0.183251953,0.6578197,0.139333365']"
['1258253'],"['46.189127140770765,-122.20498600336543']",[1000],"[UTCDateTime(2012, 9, 27, 17, 43, 32)]",[669.302896637935],,[103.56903168073153],,[669.3028966379351],[-50.69710336206516],[46.00000000000001],[4],"['inf,inf,inf']"
['1258248'],"['46.857175605795106,-121.77968991796128']",[2000],"[UTCDateTime(2012, 9, 27, 17, 40, 57, 851200)]",[199.37565430289507],,[70.33789805841936],,[187.88465281726334],[193.71548999481539],[27.572399999999995],[5],"['0.300646322,0.942555215,0.199442845']"
['1257948'],"['46.866114696666216,-121.74031949484284']",[2000],"[UTCDateTime(2012, 9, 27, 5, 0, 51, 1200)]",[263.6315156222469],,[23.3146882526629],,[274.9068755308028],[286.2042315123398],[11.921149999999997],[8],"['0.139360668,1.847035183,0.105627965']"
['1257638'],"['46.866153712122305,-121.76655038235573']",[3000],"[UTCDateTime(2012, 9, 26, 20, 1, 3, 76000)]",[35.338700931033905],,[38.3988018029707],,[18.829214598937593],[31.881039804651728],[35.27342857142856],[7],"['0.187292501,1.26300975,0.135665363']"
['1257613'],"['46.198123573380435,-122.20497332446621']",[1000],"[UTCDateTime(2012, 9, 26, 17, 18, 57, 525000)]",[51.13861976830945],,[179.41835739367502],,[74.5034641054597],[52.74116666247671],[4.591666666666673],[6],"['0.465409748,0.728937312,0.407191782']"
['1257583'],"['46.19809056202087,-122.16610639885269']",[1000],"[UTCDateTime(2012, 9, 26, 8, 23, 30, 800000)]",[22.849591183916992],,[140.30406878581888],,[25.8061451061212],[20.98215308125375],[61.040000000000006],[5],"['0.222633772,0.240443219,0.139835295']"
['1257448'],"['46.866153712122305,-121.76655038235573']",[5000],"[UTCDateTime(2012, 9, 26, 2, 29, 28, 1100)]",[84.90197015467474],,[74.23071568571106],,[100.67735376557235],[79.83036939088042],[13.702199999999985],[9],"['0.138578883,0.610621184,0.107493899']"
['1257598'],"['46.84812398024422,-121.74038077174545']",[3000],"[UTCDateTime(2012, 9, 25, 22, 57, 30, 300)]",[290.7730871872294],,[42.85544835421013],,[306.3828630769226],[293.31783476190236],[15.014885714285713],[7],"['0.199039005,1.140934287,0.144873449']"
['1257288'],"['46.86613495468696,-121.75343493385125']",[4000],"[UTCDateTime(2012, 9, 25, 15, 50, 28, 300)]",[198.24624362528039],,[45.8669059683666],,[-565.9299113491061],[184.40978627500593],[10.156849999999995],[8],"['0.246309261,1.526252949,0.17173268']"
['1257268'],"['46.857119345562786,-121.74035013991426']",[3000],"[UTCDateTime(2012, 9, 25, 12, 12, 54, 600300)]",[-22.449164080295123],,[38.120005759344856],,[-23.352597904259415],[-23.448486946949636],[4.3148857142857],[7],"['0.126931566,0.753510994,0.080509073']"
['1257258'],"['46.189106604716805,-122.17907894062105']",[1000],"[UTCDateTime(2012, 9, 25, 9, 24, 7, 300000)]",[-5.113724601054102],,[80.09396689007612],,[-7.48519365950949],[-10.184721748729345],[18.93999999999999],[5],"['0.189326364,0.508809252,0.145296315']"
['1257253'],"['46.84812398024422,-121.74038077174545']",[1000],"[UTCDateTime(2012, 9, 25, 8, 47, 5, 675300)]",[46.715992101253065],,[40.08512373817999],,[42.78953528146745],[54.443532970365396],[13.780599999999998],[5],"['0.143317391,0.793646089,0.091711154']"
['1257248'],"['46.180110162231614,-122.17909583859085']",[1000],"[UTCDateTime(2012, 9, 25, 8, 46, 0, 825000)]",[54.701346261626476],,[170.3051831714485],,[53.395595465833914],[56.36161964546769],[18.008333333333322],[6],"['0.652126749,0.610778434,0.400971729']"
['1256968'],"['46.18915061055887,-122.25680017294677']",[4000],"[UTCDateTime(2012, 9, 24, 6, 16, 27, 525000)]",[255.9365907200233],,[846.2141537000498],,[255.7916635851989],[255.79729147585283],[13.587500000000006],[4],"['35.333956404,0.118830511,34.766593651']"
