event_ID,location,location_uncertainty(m),origin_time,direction(degrees),direction_sharpness(degrees)params_std_deviation,velocity(m/s),number_of_stationsdirection_snr(degrees),direction_sharpness(degrees),direction_snr(degrees),duration,number_of_stations,params_std_deviation
['1792368'],"['46.19811403676282,-122.19201767753954']",[0],"[UTCDateTime(2014, 8, 7, 4, 24, 17, 375000)]",[60.6579293639824],,[107.43811616392658],,[69.64636860957114],[54.16979427377625],[8.314285714285717],[7],"['0.34601147,0.911935742,0.263745461']"
['1790843'],"['46.198123573380435,-122.20497332446621']",[1000],"[UTCDateTime(2014, 8, 6, 10, 50, 30)]",[62.37292954045064],,[160.50246296363883],,[67.76546171511814],[60.42998091455465],[10.307142857142866],[7],"['0.230980722,0.589899601,0.209435486']"
['1788048'],"['46.19811403676282,-122.19201767753954']",[3000],"[UTCDateTime(2014, 8, 3, 16, 0, 22, 997072)]",[70.14357460696935],,[150.13366628572888],,[81.27127213947134],[60.721160409868176],[11.094144000000005],[14],"['0.25869046,0.372691678,0.180547367']"
['1784453'],"['46.20709944700913,-122.17904512303906']",[2000],"[UTCDateTime(2014, 8, 1, 4, 11, 0, 950000)]",[89.51433543160145],,[89.99077248392362],,[101.37265527436425],[86.94875734339213],[35.38181818181818],[11],"['0.275760789,0.552523662,0.197112948']"
['1782953'],"['46.18911760617305,-122.19203246958193']",[0],"[UTCDateTime(2014, 7, 31, 1, 19, 48)]",[30.238485481257715],,[126.25328435467334],,[43.73234432682917],[27.253826679325908],[29.689999999999998],[5],"['0.339855543,0.600648811,0.239450082']"
['1782463'],"['46.189106604716805,-122.17907894062105']",[2000],"[UTCDateTime(2014, 7, 30, 3, 48, 38, 350000)]",[51.572722504714],,[83.454771278435],,[54.94596851582138],[48.95878907483008],[75.14999999999999],[8],"['0.277146703,0.629459147,0.188280949']"
['1782453'],"['46.1981030329759,-122.17906203543858']",[1000],"[UTCDateTime(2014, 7, 30, 1, 27, 55, 425000)]",[55.70607233197455],,[88.218185195054],,[56.46077424485776],[55.14904566378714],[48.37499999999998],[6],"['0.082596443,0.197738327,0.055547492']"
['1780858'],"['46.18911760617305,-122.19203246958193']",[0],"[UTCDateTime(2014, 7, 28, 18, 26, 4)]",[28.17678887305725],,[105.08086924773389],,[53.682191000645076],[23.54297303922524],[21.88750000000001],[4],"['0.660806053,1.457974877,0.502628953']"
['1780243'],"['46.18911760617305,-122.19203246958193']",[0],"[UTCDateTime(2014, 7, 28, 0, 42, 37)]",[81.24277300671577],,[117.1844971022507],,[90.44993550865368],[74.85315787405746],[7.649999999999999],[4],"['0.847760336,1.258279881,0.586915226']"
['1780258'],"['46.20711045312764,-122.19200287918224']",[0],"[UTCDateTime(2014, 7, 27, 19, 12, 52)]",[111.18006136199986],,[194.8666715610709],,[113.01549515497565],[109.05501562085617],[5.641666666666666],[6],"['0.120478613,0.139339114,0.068762274']"
['1780253'],"['46.19811403676282,-122.19201767753954']",[0],"[UTCDateTime(2014, 7, 27, 18, 37, 47)]",[83.02805047205135],,[130.3331672189626],,[109.0595821331496],[75.31854423906017],[6.529999999999984],[5],"['0.472125045,1.378746393,0.352815083']"
['1778978'],"['46.19811403676282,-122.19201767753954']",[0],"[UTCDateTime(2014, 7, 25, 16, 47, 52)]",[4.494609488917003],,[20.200684428278194],,[287.58832640241684],[9.648823855710756],[6.435714285714288],[7],"['0.313140067,4.024772248,0.224963548']"
['1779148'],"['46.18911760617305,-122.19203246958193']",[0],"[UTCDateTime(2014, 7, 25, 6, 47, 53)]",[64.0603074817998],,[74.42312492863638],,[68.1008422843259],[61.938347267878406],[23.759999999999998],[5],"['0.324750722,1.075105619,0.247222922']"
['1777563'],"['46.18911760617305,-122.19203246958193']",[0],"[UTCDateTime(2014, 7, 24, 20, 6, 10)]",[-20.112497123226042],,[57.59622287113615],,[-11.551923924945385],[-23.281233415355203],[13.80714285714285],[7],"['0.258221845,0.926136119,0.17832525']"
['1792948'],"['46.26106514300253,-122.16597304300794']",[3000],"[UTCDateTime(2014, 7, 22, 16, 49, 30, 375000)]",[72.85942323544411],,[236.85622960940137],,[45.451611367547095],[75.20131294167636],[1.6785714285714366],[7],"['0.612583491,0.910240353,1.096441663']"
['3097523'],"['46.19811403676282,-122.19201767753954']",[1000],"[UTCDateTime(2014, 7, 20, 20, 7, 22, 775000)]",[58.46910340255374],,[100.91579257192332],,[69.02901849742007],[48.40981330006944],[6.7928571428571445],[7],"['0.212454729,0.592604546,0.163582275']"
['1770643'],"['46.24312535090067,-122.24380854940013']",[1000],"[UTCDateTime(2014, 7, 14, 16, 14, 27, 325546)]",[129.8179422313567],,[-1129.4701886110895],,[130.39200064357797],[129.98024980292402],[6.321092000000005],[5],"['23.587752749,0.043379389,23.342863745']"
['1770663'],"['46.18911760617305,-122.19203246958193']",[0],"[UTCDateTime(2014, 7, 14, 6, 48, 29)]",[82.4575369782955],,[114.26614244889639],,[97.4345802970416],[82.61718211884248],[29.371428571428567],[7],"['0.17922943,0.422818982,0.140675702']"
['1770308'],"['46.20711999176598,-122.20496064015421']",[1000],"[UTCDateTime(2014, 7, 13, 10, 22, 8, 525000)]",[60.15197866420901],,[103.72544026852032],,[73.68921986690142],[51.31694971684434],[10.516666666666655],[9],"['0.379931754,0.840193155,0.31138223']"
['1768978'],"['46.19811403676282,-122.19201767753954']",[0],"[UTCDateTime(2014, 7, 12, 13, 32, 6)]",[121.47555678106684],,[178.86246616003362],,[116.67814886031337],[114.80378081735348],[6.079999999999989],[5],"['0.583022323,1.027465603,0.497479495']"
['1769028'],"['46.19811403676282,-122.19201767753954']",[1000],"[UTCDateTime(2014, 7, 12, 9, 27, 40)]",[46.13534651830313],,[157.48990623336184],,[49.8647445223681],[42.69725092596519],[2.266666666666661],[9],"['0.31129861,0.524489173,0.244585976']"
['1769043'],"['46.20709944700913,-122.17904512303906']",[3000],"[UTCDateTime(2014, 7, 12, 6, 45, 26)]",[186.33119021092008],,[112.97671969531393],,[207.38984708018398],[180.97343929383865],[5.729166666666662],[12],"['0.278805846,0.669758721,0.207398116']"
['1769118'],"['46.189106604716805,-122.17907894062105']",[0],"[UTCDateTime(2014, 7, 12, 5, 3, 18, 375541)]",[288.66005716934563],,[59.85892981496223],,[292.3914698120954],[281.66831245680703],[33.151081999999995],[5],"['0.160206587,0.364377371,0.100911835']"
['1770383'],"['46.20711999176598,-122.20496064015421']",[1000],"[UTCDateTime(2014, 7, 12, 4, 54, 28, 775000)]",[60.55881628011224],,[86.67407325055974],,[73.42286066649403],[62.14520865537372],[8.262500000000003],[8],"['0.3050686,0.878426116,0.22809805']"
['1768253'],"['46.18911760617305,-122.19203246958193']",[0],"[UTCDateTime(2014, 7, 11, 15, 43, 9)]",[-12.179519483190255],,[69.26696163130973],,[-14.244118783498507],[-17.214201292758467],[18.059999999999995],[5],"['0.314498941,0.871600353,0.203853714']"
['1767683'],"['46.1981030329759,-122.17906203543858']",[1000],"[UTCDateTime(2014, 7, 10, 14, 29, 15, 625000)]",[37.10011341767009],,[109.03576001112569],,[37.06521402681955],[37.24933577699474],[45.660000000000004],[5],"['0.016724403,0.02586122,0.010593595']"
['1767678'],"['46.857158352649165,-121.76657664960902']",[5000],"[UTCDateTime(2014, 7, 10, 14, 19, 57, 624995)]",[76.15244052381301],,[101.48232989901639],,[106.3567108934083],[95.20084793007015],[10.474989999999991],[6],"['0.365681562,0.825441586,0.256033292']"
['1767668'],"['46.20708697341162,-122.1660873724145']",[1000],"[UTCDateTime(2014, 7, 10, 7, 31, 33, 100000)]",[21.324187541507385],,[68.68792637279194],,[15.685020685739367],[26.55147159745217],[29.08333333333333],[6],"['0.21035769,0.516029209,0.156945887']"
['1767548'],"['46.19811403676282,-122.19201767753954']",[2000],"[UTCDateTime(2014, 7, 9, 23, 18, 12, 700000)]",[102.14854168225465],,[107.64324804417731],,[88.50352826330106],[87.73527212600432],[5.64545454545455],[11],"['0.202177579,0.379372753,0.145481569']"
['1766778'],"['46.1981030329759,-122.17906203543858']",[0],"[UTCDateTime(2014, 7, 9, 0, 12)]",[46.07813815340959],,[123.06627547561081],,[40.54531771494321],[50.86530396253876],[19.907142857142862],[7],"['0.28364669,0.567987936,0.216041297']"
['1746373'],"['46.87508827028122,-121.72717121789552']",[4000],"[UTCDateTime(2014, 6, 8, 12, 55, 23, 1073)]",[52.87672053623558],,[37.37919004483616],,[54.43720016811355],[33.377424747150904],[2.727146000000012],[4],"['0.153718157,1.404944275,0.126552494']"
['1746248'],"['46.857175605795106,-121.77968991796128']",[1000],"[UTCDateTime(2014, 6, 7, 16, 50, 5, 25)]",[-208.91098510522613],,[143.91817548033578],,[-204.91362727204876],[152.4013482312919],[2.0000500000000017],[4],"['0.121177193,0.175955789,0.08057282']"
['1740448'],"['46.866153712122305,-121.76655038235573']",[5000],"[UTCDateTime(2014, 6, 2, 9, 16, 29, 674995)]",[86.55309972111831],,[55.59058465849903],,[87.27587111819064],[85.46135877264865],[34.51665666666666],[6],"['0.078552787,0.400507776,0.058676577']"
['1740763'],"['46.875166317935495,-121.77964175088081']",[10000],"[UTCDateTime(2014, 6, 1, 9, 54, 29, 1399)]",[-205.50859296550868],,[62.88067292659903],,[505.51902156324456],[-201.73734247386628],[22.409048000000006],[8],"['0.190465538,0.773552118,0.13451688']"
['1738543'],"['46.86623474433942,-121.84524323189409']",[6000],"[UTCDateTime(2014, 5, 30, 22, 46, 43, 50000)]",[77.02412091810005],,[7.390576563252163],,[222.72386398721133],[192.62686176018718],[10.9],[6],"['0.303389773,8.731596696,0.213867916']"
['1737843'],"['46.857191358673674,-121.79280319434346']",[1000],"[UTCDateTime(2014, 5, 30, 21, 22, 44, 234)]",[134.1648308455963],,[26.12491771209304],,[122.13706536134163],[71.42797268971827],[7.840468000000004],[5],"['0.362655159,2.710210048,0.209267095']"
['1737248'],"['46.20712806292317,-122.21791840526517']",[1000],"[UTCDateTime(2014, 5, 30, 6, 22, 43)]",[71.61098856595483],,[122.38495608754525],,[71.62108953641531],[69.8212687112965],[42.67499999999999],[6],"['0.204794161,0.302072205,0.130431508']"
['1736048'],"['46.84816297896432,-121.76660290551352']",[1000],"[UTCDateTime(2014, 5, 28, 8, 41, 25, 15)]",[23.022156150276],,[123.8528955174768],,[20.590758513663815],[15.877623535364203],[12.350029999999993],[5],"['0.198811587,0.374947512,0.122423351']"
['1733843'],"['46.87518207757562,-121.79275940605534']",[2000],"[UTCDateTime(2014, 5, 28, 3, 18, 19, 50000)]",[100.22955545602063],,[63.125542784553446],,[58.78075248397386],[96.4329672787478],[21.500000000000014],[4],"['0.67697007,2.664421872,0.439365488']"
['1729848'],"['46.19811403676282,-122.19201767753954']",[1000],"[UTCDateTime(2014, 5, 25, 7, 38, 40)]",[82.32087436021803],,[131.3825810343936],,[80.70405502939768],[83.28263044981495],[13.864285714285703],[7],"['0.077866905,0.145648168,0.055855143']"
['1728843'],"['46.857191358673674,-121.79280319434346']",[2000],"[UTCDateTime(2014, 5, 24, 3, 3, 39, 700003)]",[48.467133723151086],,[32.45286005447477],,[48.467133723151086],[48.46713372315116],[16.387506000000023],[4],"['inf,inf,inf']"
['1721843'],"['46.857175605795106,-121.77968991796128']",[1000],"[UTCDateTime(2014, 5, 18, 23, 51, 35, 60)]",[65.73096597636037],,[25.926718709088146],,[56.01693300460666],[65.26689168395575],[3.760119999999995],[5],"['0.058764923,0.976976055,0.047042261']"
['1727248'],"['46.189127140770765,-122.20498600336543']",[1000],"[UTCDateTime(2014, 5, 22, 23, 1, 2, 875034)]",[65.96419611002],,[68.32237989872961],,[68.25448820615776],[50.48868382205027],[27.025068],[6],"['0.300363937,1.359296578,0.25008622']"
['1722148'],"['46.84816297896432,-121.76660290551352']",[3000],"[UTCDateTime(2014, 5, 18, 5, 17, 43, 650000)]",[107.60975971916166],,[25.2086664709902],,[64.31524035938685],[145.29723075276942],[28.290000000000003],[5],"['0.342689898,3.859626964,0.274511338']"
['1726773'],"['46.84812398024422,-121.74038077174545']",[3000],"[UTCDateTime(2014, 5, 22, 11, 29, 59, 34)]",[97.89922715015706],,[106.640664364652],,[98.04058614203477],[97.78675264294186],[41.53006799999999],[5],"['0.049755044,0.10085465,0.034037719']"
['1726768'],"['46.20711045312764,-122.19200287918224']",[0],"[UTCDateTime(2014, 5, 22, 8, 52, 12, 625000)]",[106.14073955370391],,[157.54795574285677],,[107.94339728607085],[104.5321775350688],[21.875000000000004],[8],"['0.171519913,0.277468636,0.124156185']"
['1725343'],"['46.857175605795106,-121.77968991796128']",[3000],"[UTCDateTime(2014, 5, 21, 15, 22, 38, 600009)]",[57.07475866275974],,[71.31981225160744],,[69.91932254997468],[63.864433807493214],[13.720018000000005],[5],"['0.131244603,0.634824047,0.103033576']"
['1714153'],"['46.84814422957513,-121.75349183388761']",[1000],"[UTCDateTime(2014, 5, 14, 19, 4, 5, 50016)]",[36.491025806116866],,[97.84559424090442],,[34.28551163518168],[36.05361801067454],[1.7400320000000022],[5],"['0.112351806,0.276344238,0.076746902']"
['1712248'],"['46.857158352649165,-121.76657664960902']",[2000],"[UTCDateTime(2014, 5, 13, 17, 1, 3, 200013)]",[36.30181819512052],,[122.49697923978171],,[32.80800733155342],[36.65747926267311],[5.080026000000004],[5],"['0.094824806,0.210600665,0.064731208']"
['1708158'],"['46.86617096897022,-121.77966583962578']",[3000],"[UTCDateTime(2014, 5, 10, 13, 0, 47, 76287)]",[149.19118330945005],,[9.523736574455436],,[80.62484693315032],[117.5534915715139],[38.877574],[6],"['0.224414208,4.370955481,0.14287815']"
['1708153'],"['46.19811403676282,-122.19201767753954']",[0],"[UTCDateTime(2014, 5, 10, 10, 38, 45)]",[87.68979120753113],,[99.20284707057199],,[109.83708709202914],[83.51210344657034],[5.733333333333334],[6],"['0.396939312,1.150098151,0.301672886']"
['1707148'],"['46.857191358673674,-121.79280319434346']",[2000],"[UTCDateTime(2014, 5, 8, 23, 40, 59, 212)]",[96.96243362008322],,[159.62533286189304],,[96.96243362008322],[96.96243362008322],[15.600424000000004],[4],"['inf,inf,inf']"
['1706748'],"['46.8572056112832,-121.8059164780256']",[3000],"[UTCDateTime(2014, 5, 8, 18, 13, 38, 210)]",[226.01433353730255],,[142.10712028657926],,[225.3804091570796],[230.03560194884014],[41.887920000000015],[4],"['0.186451272,0.263545077,0.123567645']"
['1706663'],"['46.87518207757562,-121.79275940605534']",[4000],"[UTCDateTime(2014, 5, 8, 8, 11, 6, 475000)]",[82.90447903342354],,[44.74194704721472],,[75.04401282225817],[86.60043205080225],[31.04166666666666],[6],"['0.233603566,1.075857958,0.162953797']"
['1711243'],"['46.18911760617305,-122.19203246958193']",[0],"[UTCDateTime(2014, 5, 5, 22, 43, 48, 875004)]",[58.59273085224632],,[67.93943530562576],,[52.527951756768786],[52.30155055136075],[3.391674666666669],[6],"['0.365597865,1.322516765,0.284320004']"
['1693653'],"['46.85713959923772,-121.75346339001669']",[2000],"[UTCDateTime(2014, 4, 30, 7, 33, 24, 144)]",[195.13806933243686],,[48.487760250139196],,[-195.93985335691056],[171.93115277523123],[17.221716571428573],[7],"['0.295994527,1.767593794,0.223960321']"
['1693543'],"['46.87514905738404,-121.76652410374665']",[5000],"[UTCDateTime(2014, 4, 30, 2, 44, 15, 675144)]",[146.90966150216974],,[84.73157840340725],,[145.80589527017798],[-571.4828643645197],[14.158621333333343],[6],"['0.269656654,0.696145477,0.190260873']"
['1686648'],"['46.19811403676282,-122.19201767753954']",[0],"[UTCDateTime(2014, 4, 23, 3, 38, 34, 275000)]",[113.25273024827192],,[65.78065035958903],,[115.22991039442726],[101.41604876952168],[-0.1999999999999981],[6],"['0.373438833,1.046553724,0.240229941']"
['1685153'],"['46.84814422957513,-121.75349183388761']",[2000],"[UTCDateTime(2014, 4, 23, 2, 51, 42, 409)]",[59.471268012593725],,[68.71012373145163],,[63.23857545209656],[91.94547158505566],[22.11510371428572],[7],"['0.281634105,1.107806154,0.216331455']"
['1691443'],"['46.84814422957513,-121.75349183388761']",[2000],"[UTCDateTime(2014, 4, 27, 20, 53, 3, 700046)]",[56.76362715021846],,[79.43949617657609],,[66.38885094538172],[50.821441273857516],[50.020092],[5],"['0.432561651,1.271699701,0.315394674']"
['1683853'],"['46.875110033554826,-121.74028883652306']",[3000],"[UTCDateTime(2014, 4, 21, 2, 10, 10, 50013)]",[297.7994615467227],,[4.5024739582140025],,[297.7994615467221],[297.79946154672155],[42.025026],[4],"['inf,inf,inf']"
['1679143'],"['46.19811403676282,-122.19201767753954']",[0],"[UTCDateTime(2014, 4, 15, 20, 11, 4)]",[69.49301244593002],,[200.14151993862808],,[73.91001016252082],[66.14968007838715],[7.540000000000009],[5],"['0.45297333,0.684289198,0.363547147']"
['1679043'],"['46.189080201233445,-122.15317189992292']",[0],"[UTCDateTime(2014, 4, 15, 18, 43, 32, 979)]",[102.39983298557934],,[91.23381879409098],,[104.04725843116927],[100.8717982261483],[12.57195799999999],[5],"['0.111212411,0.170644818,0.078718975']"
['1679058'],"['46.84819597790963,-121.79282507429856']",[0],"[UTCDateTime(2014, 4, 15, 16, 10, 29, 970)]",[163.38333484098578],,[41.789503134315865],,[163.38333484098473],[163.38333484098487],[10.789440000000006],[4],"['inf,inf,inf']"
['1679083'],"['46.857158352649165,-121.76657664960902']",[3000],"[UTCDateTime(2014, 4, 15, 2, 39, 46, 350970)]",[38.737850791366334],,[45.94968710202207],,[41.792066123685395],[35.74931171990313],[24.67694],[6],"['0.087728931,0.632116646,0.06608828']"
['1677558'],"['46.87514905738404,-121.76652410374665']",[4000],"[UTCDateTime(2014, 4, 14, 7, 5, 41, 999998)]",[171.267431732102],,[176.6678481215151],,[183.71206585294613],[167.09020004914814],[3.119996000000009],[5],"['0.287761244,0.275248042,0.187414516']"
['1897178'],"['43.7226655029867,-121.29555060557466']",[1000],"[UTCDateTime(2014, 4, 12, 11, 4, 28)]",[199.50430033619654],,[93.66930938594908],,[197.54771066653123],[200.1169863485002],[4.524999999999999],[4],"['0.09353706,0.262460892,0.075727118']"
['1675943'],"['46.857191358673674,-121.79280319434346']",[1000],"[UTCDateTime(2014, 4, 11, 19, 11, 19, 761)]",[61.658405201940425],,[215.8494257298068],,[61.65840520194044],[61.65840520194044],[5.939021999999994],[4],"['inf,inf,inf']"
['1675948'],"['46.86613495468696,-121.75343493385125']",[3000],"[UTCDateTime(2014, 4, 11, 7, 7, 47, 755)]",[-389.54520906228845],,[68.43642750332934],,[-385.5082617200609],[-22.594884595973117],[90.81151],[5],"['0.141721824,0.531476131,0.091847514']"
['1676243'],"['46.857175605795106,-121.77968991796128']",[3000],"[UTCDateTime(2014, 4, 11, 3, 24, 26, 761)]",[35.38346127356797],,[75.1682570291303],,[37.40722740602905],[37.172914502897534],[13.268188666666669],[6],"['0.108077717,0.494992761,0.082429142']"
['1676143'],"['46.857175605795106,-121.77968991796128']",[4000],"[UTCDateTime(2014, 4, 11, 1, 28, 29, 900761)]",[55.169976334044435],,[41.24983387881766],,[26.681651041315213],[49.17734133987212],[27.751522000000005],[5],"['0.255349422,1.964516028,0.199236169']"
['1897173'],"['43.7226655029867,-121.29555060557466']",[1000],"[UTCDateTime(2014, 4, 10, 10, 22, 3, 75000)]",[229.34050465297463],,[123.2147677441382],,[229.52369236207],[229.5453238333933],[6.040000000000004],[5],"['0.034657554,0.082068992,0.029258251']"
['1673843'],"['46.19811403676282,-122.19201767753954']",[0],"[UTCDateTime(2014, 4, 9, 22, 31, 57)]",[48.181348256252676],,[138.40507637721564],,[44.33705496966321],[41.52225321891383],[7.091666666666664],[6],"['0.342205883,0.813722958,0.291029845']"
['1671353'],"['46.84816297896432,-121.76660290551352']",[2000],"[UTCDateTime(2014, 4, 8, 18, 34, 26, 998599)]",[68.97872446554247],,[80.89296909325495],,[54.571603804109515],[71.79779041646113],[34.637198],[5],"['0.239168364,0.885593216,0.189693488']"
['1671043'],"['46.21610685526774,-122.1919880745062']",[2000],"[UTCDateTime(2014, 4, 8, 18, 16, 5, 648388)]",[66.70067627118632],,[166.15879233657552],,[57.29936904508501],[66.09486014922754],[10.511775999999998],[10],"['0.270394711,0.289964687,0.173665993']"
['1670048'],"['46.21609584681671,-122.17902820341816']",[1000],"[UTCDateTime(2014, 4, 8, 8, 40, 24, 225000)]",[59.27797202396861],,[88.14708076436462],,[64.29810289803487],[51.5831668587509],[6.306250000000002],[8],"['0.177559023,0.431190126,0.13941594']"
['1670158'],"['46.8572056112832,-121.8059164780256']",[2000],"[UTCDateTime(2014, 4, 7, 22, 25, 39, 100504)]",[33.364074531208146],,[44.446157769596546],,[33.05257612134431],[32.26573195829837],[33.651008000000026],[4],"['0.015950515,0.081418282,0.010889489']"
['1663848'],"['46.20711045312764,-122.19200287918224']",[0],"[UTCDateTime(2014, 4, 3, 1, 19, 36, 825000)]",[62.67294583554295],,[127.2115314026053],,[59.57924368523501],[57.238483036032775],[9.950000000000008],[6],"['0.153382308,0.502015581,0.163279684']"
['1663168'],"['46.18911760617305,-122.19203246958193']",[0],"[UTCDateTime(2014, 4, 2, 14, 20, 29)]",[57.94305525817094],,[94.30656136763173],,[83.22909845325627],[41.12617862546829],[9.083333333333334],[6],"['0.355546656,1.051665931,0.276774875']"
['1662943'],"['46.84814422957513,-121.75349183388761']",[4000],"[UTCDateTime(2014, 4, 2, 5, 51, 27, 999996)]",[136.65960505818532],,[50.30331737361414],,[118.26906800599816],[-571.8970925792888],[29.64284914285715],[7],"['0.264048472,1.020953308,0.172249208']"
['1662843'],"['46.84814422957513,-121.75349183388761']",[3000],"[UTCDateTime(2014, 4, 1, 23, 29, 45, 900249)]",[24.06713516188982],,[39.25963054123463],,[13.677864965442948],[-3.920439315412791],[29.183831333333327],[6],"['0.380724554,2.03327329,0.276318959']"
['1667353'],"['46.19811403676282,-122.19201767753954']",[0],"[UTCDateTime(2014, 4, 7, 1, 42, 20, 950000)]",[75.71764161058981],,[66.91486859995322],,[81.70598337613829],[72.9394366099371],[5.041666666666671],[6],"['0.195702244,0.878540392,0.160489453']"
['1661648'],"['46.19811403676282,-122.19201767753954']",[0],"[UTCDateTime(2014, 3, 30, 10, 27, 55, 575000)]",[111.25839555471151],,[66.01452744406956],,[111.03472877358942],[92.79456789112876],[3.2666666666666706],[6],"['0.563977,1.785984787,0.366803415']"
['1661653'],"['46.839148845698865,-121.75352026547156']",[2000],"[UTCDateTime(2014, 3, 30, 1, 31, 50, 1438)]",[47.704293988944755],,[58.168670556729644],,[55.5162348248094],[43.99145576067342],[38.152876000000006],[4],"['0.389184272,1.768533162,0.273418631']"
['1666548'],"['46.21609584681671,-122.17902820341816']",[2000],"[UTCDateTime(2014, 4, 4, 22, 44, 41, 846783)]",[60.29446760314632],,[202.75386891010615],,[71.28964829549123],[52.727140572118984],[30.999816000000006],[8],"['0.329608413,0.372963762,0.258305217']"
['1658443'],"['46.85713959923772,-121.75346339001669']",[3000],"[UTCDateTime(2014, 3, 28, 12, 52, 33, 400014)]",[36.97315313912688],,[41.5958720594118],,[31.450344325833033],[24.424621725187734],[24.435742285714287],[7],"['0.164237992,1.085072808,0.118563641']"
['1658348'],"['46.83912860071021,-121.74041139034455']",[3000],"[UTCDateTime(2014, 3, 28, 11, 22, 23, 14)]",[95.32746366884709],,[26.666488018444475],,[28.71656147801816],[109.32298353502938],[20.842885142857135],[7],"['0.573975077,4.689429756,0.438873323']"
['1657743'],"['46.85713959923772,-121.75346339001669']",[5000],"[UTCDateTime(2014, 3, 27, 12, 43, 47, 100000)]",[106.99208832086983],,[47.815375480931834],,[136.25108541981902],[108.2730099216899],[33.099999999999994],[8],"['0.212525801,1.049507644,0.140781896']"
['1657758'],"['46.84810223097377,-121.72726971981652']",[4000],"[UTCDateTime(2014, 3, 27, 9, 31, 13, 999996)]",[235.5193445545333],,[106.82941061668244],,[238.71207072292455],[231.8338994164741],[3.616658666666661],[6],"['0.250112488,0.713238682,0.175591618']"
['1657763'],"['46.18911760617305,-122.19203246958193']",[0],"[UTCDateTime(2014, 3, 27, 4, 30, 27)]",[76.91027956474579],,[131.44599632006765],,[85.85475173608694],[72.62021133243661],[8.558333333333332],[6],"['0.159191236,0.333190439,0.118125202']"
['1657853'],"['46.839148845698865,-121.75352026547156']",[1000],"[UTCDateTime(2014, 3, 26, 23, 36, 23, 1)]",[27.28952176726139],,[82.27454945862009],,[50.0859802316787],[25.716968489074397],[38.01250199999999],[4],"['0.513497833,1.159736036,0.306312695']"
['1657348'],"['46.84818022840977,-121.77971398589368']",[2000],"[UTCDateTime(2014, 3, 26, 19, 11, 20, 1)]",[190.68514200431753],,[40.350666822811185],,[186.89809951755984],[180.45596313718195],[1.7785734285714259],[7],"['0.201499445,0.744594243,0.125884547']"
['1657253'],"['46.84814422957513,-121.75349183388761']",[5000],"[UTCDateTime(2014, 3, 26, 12, 58, 54, 750001)]",[179.72547952261604],,[70.62021084174799],,[-188.55152921464185],[-190.76231218027172],[23.131251999999993],[8],"['0.254971949,0.752149816,0.167449109']"
['1648543'],"['46.85713959923772,-121.75346339001669']",[3000],"[UTCDateTime(2014, 3, 24, 3, 7, 47, 21)]",[182.77185070328542],,[66.60340569162615],,[168.80407406261037],[167.4108649501872],[5.437542000000011],[8],"['0.252526629,1.005915668,0.165197755']"
['1897163'],"['43.7226655029867,-121.29555060557466']",[0],"[UTCDateTime(2014, 3, 22, 14, 40, 53)]",[-21.443956186213907],,[48.299017410415516],,[-28.212251364357368],[-16.772485261054904],[5.419999999999999],[5],"['0.547553925,1.401639206,0.309269443']"
['1643543'],"['46.19811403676282,-122.19201767753954']",[0],"[UTCDateTime(2014, 3, 20, 0, 28, 7, 650000)]",[72.31705746835084],,[191.01684818954797],,[73.12393245823955],[70.13608366574935],[8.059999999999997],[5],"['0.222451082,0.36184247,0.178025374']"
['1641143'],"['46.84812398024422,-121.74038077174545']",[4000],"[UTCDateTime(2014, 3, 19, 16, 20, 26, 999861)]",[57.84962487356286],,[24.51441344416694],,[68.33998102487038],[110.8338841696977],[27.162221999999996],[8],"['0.158126854,1.755681972,0.120797413']"
['1641148'],"['46.839148845698865,-121.75352026547156']",[3000],"[UTCDateTime(2014, 3, 19, 15, 40, 16, 999861)]",[31.621157527915337],,[71.57300744749786],,[47.920074884089445],[40.63784130247268],[27.649722000000004],[5],"['0.352421952,0.885138128,0.19933468']"
['1636548'],"['46.86617096897022,-121.77966583962578']",[3000],"[UTCDateTime(2014, 3, 17, 12, 41, 3, 999999)]",[110.69251632090658],,[77.8209809085339],,[110.01891603673981],[112.11519331523438],[3.7499979999999993],[5],"['0.164270145,0.423118525,0.098421922']"
['1636543'],"['46.19811403676282,-122.19201767753954']",[0],"[UTCDateTime(2014, 3, 17, 9, 56, 30)]",[53.51915090117722],,[74.45056748611113],,[53.51915090117731],[53.51915090117726],[7.200000000000003],[4],"['inf,inf,inf']"
['1634058'],"['46.86613495468696,-121.75343493385125']",[4000],"[UTCDateTime(2014, 3, 14, 16, 21, 46, 14)]",[54.61742370927767],,[95.0147613383357],,[43.84678784685479],[47.35604193316493],[26.970027999999978],[5],"['0.158490665,0.640861272,0.123724001']"
['1634063'],"['46.87508827028122,-121.72717121789552']",[2000],"[UTCDateTime(2014, 3, 14, 5, 5, 49, 550014)]",[13.87326149600532],,[65.394286324371],,[13.87326149600532],[13.873261496005325],[-1.6374719999999954],[4],"['inf,inf,inf']"
['1631543'],"['46.84818022840977,-121.77971398589368']",[2000],"[UTCDateTime(2014, 3, 12, 8, 21, 51, 2)]",[212.32605543974367],,[22.57988756973333],,[227.35457640064953],[194.7045017158856],[6.9250039999999915],[6],"['0.190587799,1.626144925,0.111877298']"
