event_ID,location,location_uncertainty(m),origin_time,direction(degrees),direction_sharpness(degrees)params_std_deviation,velocity(m/s),number_of_stationsdirection_snr(degrees),direction_sharpness(degrees),direction_snr(degrees),duration,number_of_stations,params_std_deviation
['1874248'],"['46.857119345562786,-121.74035013991426']",[4000],"[UTCDateTime(2014, 9, 27, 1, 8, 22)]",[209.25309343397467],,[23.56497101264753],,[163.73861560781287],[185.23220420008778],[11.212499999999988],[8],"['0.127362278,1.712845662,0.100474629']"
['1873648'],"['46.84810223097377,-121.72726971981652']",[4000],"[UTCDateTime(2014, 9, 26, 18, 19, 56)]",[-46.418163132948834],,[194.48138927237468],,[-30.527025739587696],[-46.264570333117],[12.889999999999997],[5],"['0.422510714,0.315219905,0.229696362']"
['1873453'],"['46.1981030329759,-122.17906203543858']",[1000],"[UTCDateTime(2014, 9, 26, 17, 10, 22, 250008)]",[4.107736900811684],,[61.04761074858631],,[10.614669384836898],[5.112104232444283],[19.890015999999974],[5],"['0.21672426,0.798534457,0.163961465']"
['1872358'],"['46.189106604716805,-122.17907894062105']",[0],"[UTCDateTime(2014, 9, 25, 14, 59, 44)]",[34.50091210772404],,[71.95695965350252],,[28.245187795431338],[33.89180363674363],[34.50000000000002],[5],"['0.116420803,0.446895559,0.094004118']"
['1872348'],"['46.85713959923772,-121.75346339001669']",[5000],"[UTCDateTime(2014, 9, 25, 10, 7, 25, 322)]",[165.41168629170016],,[67.84276497009915],,[169.6964016078426],[-199.38655596334067],[39.181894],[8],"['0.342140879,0.923253072,0.21095812']"
['1871453'],"['46.189047930331625,-122.12726488678253']",[4000],"[UTCDateTime(2014, 9, 24, 10, 17, 31, 300295)]",[-76.08917976014065],,[-19828.940917953896],,[-76.12555644792111],[-76.03999225958677],[44.89059000000001],[5],"['0.562420717,0.011036794,0.535672191']"
['1892573'],"['46.189127140770765,-122.20498600336543']",[1000],"[UTCDateTime(2014, 10, 5, 23, 45, 1, 875000)]",[77.52929609779711],,[99.03485852774647],,[74.4528645608838],[88.67798623338594],[25.81000000000001],[5],"['0.418852817,0.987697204,0.304409573']"
['1870948'],"['46.1981030329759,-122.17906203543858']",[1000],"[UTCDateTime(2014, 9, 23, 19, 50, 40, 975000)]",[6.471705802590682],,[59.98488761576045],,[-4.946664797854096],[4.28769177065442],[22.7],[5],"['0.129653748,0.701971716,0.107841126']"
['1870553'],"['46.189106604716805,-122.17907894062105']",[1000],"[UTCDateTime(2014, 9, 23, 11, 49, 44, 950008)]",[39.11208611139312],,[39.31556878609687],,[50.5019852755218],[34.15364349058155],[16.00001599999999],[6],"['0.131057514,0.547057443,0.074332384']"
['1870563'],"['46.1981030329759,-122.17906203543858']",[1000],"[UTCDateTime(2014, 9, 23, 10, 24, 17, 200000)]",[-2.4487218657066476],,[38.634961990843074],,[-3.7363539621584896],[-8.91927504543001],[26.928571428571423],[7],"['0.092321327,0.681687123,0.076246263']"
['1870573'],"['46.1981030329759,-122.17906203543858']",[1000],"[UTCDateTime(2014, 9, 23, 9, 31, 46, 650000)]",[-12.409783385880155],,[50.48738640758991],,[-12.409783385880734],[-12.409783385880983],[42.23749999999999],[4],"['inf,inf,inf']"
['1870643'],"['46.19809056202087,-122.16610639885269']",[1000],"[UTCDateTime(2014, 9, 23, 9, 19, 18, 8)]",[38.819284074221294],,[78.865581121441],,[39.258845005496504],[40.27905404017012],[55.580016],[5],"['0.041617452,0.085880551,0.02707176']"
['1870743'],"['46.180110162231614,-122.17909583859085']",[3000],"[UTCDateTime(2014, 9, 23, 0, 42, 27, 650008)]",[96.03223429312004],,[105.7600879506857],,[91.25140187894993],[98.41471289065048],[24.768765999999996],[8],"['0.149955114,0.393675043,0.122661666']"
['1869748'],"['46.20709944700913,-122.17904512303906']",[1000],"[UTCDateTime(2014, 9, 22, 21, 19, 5, 925000)]",[42.242122723309194],,[157.1124268517631],,[45.04422759854979],[39.92489707676421],[41.93125],[8],"['0.235285323,0.349340783,0.186393252']"
['1869143'],"['46.857158352649165,-121.76657664960902']",[4000],"[UTCDateTime(2014, 9, 22, 11, 23, 41, 24)]",[302.5921237155323],,[152.4232338114522],,[300.88839632643135],[303.3798402410637],[12.512547999999995],[4],"['0.153210395,0.113234644,0.056177915']"
['1867843'],"['46.1981030329759,-122.17906203543858']",[1000],"[UTCDateTime(2014, 9, 22, 9, 0, 39, 700000)]",[32.34103874003405],,[107.95889104253175],,[32.71924558632356],[28.64826157784309],[19.414285714285707],[7],"['0.214621558,0.521776475,0.172461393']"
['1868643'],"['46.18911760617305,-122.19203246958193']",[1000],"[UTCDateTime(2014, 9, 21, 9, 39, 27)]",[54.73969608476774],,[237.43023618937943],,[64.9285531640252],[53.41060995022769],[7.650000000000001],[6],"['0.363493174,0.32023719,0.262787953']"
['1889963'],"['46.875110033554826,-121.74028883652306']",[6000],"[UTCDateTime(2014, 10, 3, 10, 37, 29, 850000)]",[32.25899701289592],,[94.66398159818702],,[57.698599752965066],[21.421288989622173],[4.425000000000002],[6],"['0.261592715,0.843745619,0.22602224']"
['1869043'],"['46.198123573380435,-122.20497332446621']",[1000],"[UTCDateTime(2014, 9, 20, 9, 25, 57, 850000)]",[133.27114924870023],,[281.6642608382217],,[135.79875797184548],[134.36984150305477],[2.999999999999993],[4],"['0.672086809,0.236977721,0.275148202']"
['1859743'],"['46.198123573380435,-122.20497332446621']",[1000],"[UTCDateTime(2014, 9, 18, 19, 22, 3)]",[-9.526733651088893],,[176.90535320517301],,[-9.389642042757822],[-7.7580221032686065],[16.766666666666662],[6],"['0.156525492,0.191010408,0.139648043']"
['1859063'],"['46.18911760617305,-122.19203246958193']",[1000],"[UTCDateTime(2014, 9, 18, 12, 40, 6)]",[75.74767806278288],,[51.64193492888973],,[92.74579400220271],[74.31603659799862],[22.609999999999996],[5],"['0.370049571,1.713879038,0.282643248']"
['1858148'],"['46.1981030329759,-122.17906203543858']",[1000],"[UTCDateTime(2014, 9, 18, 4, 12, 22)]",[62.61491457658951],,[37.572862484282446],,[62.351373045253666],[62.66113799235475],[43.09000000000002],[5],"['0.022972944,0.139902182,0.017066784']"
['1857143'],"['46.19811403676282,-122.19201767753954']",[1000],"[UTCDateTime(2014, 9, 17, 9, 31, 10)]",[72.4712299122053],,[93.00884656325059],,[67.27021381762525],[66.78157896277483],[5.142857142857147],[7],"['0.299518273,0.74841733,0.214600293']"
['1857148'],"['46.86613495468696,-121.75343493385125']",[4000],"[UTCDateTime(2014, 9, 17, 9, 24, 47, 675000)]",[160.45828691118868],,[37.15967564911044],,[504.572728171475],[176.44068364685677],[7.600000000000011],[10],"['0.150277038,0.956476833,0.098878865']"
['1853448'],"['46.84814422957513,-121.75349183388761']",[3000],"[UTCDateTime(2014, 9, 17, 2, 36, 18)]",[32.83673604545769],,[50.38803747763237],,[40.08864494814102],[54.55160496229455],[4.3888888888888955],[9],"['0.162301898,0.858291597,0.115711532']"
['1852853'],"['46.1981030329759,-122.17906203543858']",[2000],"[UTCDateTime(2014, 9, 16, 20, 38, 29, 99555)]",[58.770199630794686],,[111.89168079728275],,[60.10985855579071],[66.23301186903088],[42.35535999999999],[8],"['0.294547789,0.585763773,0.224783878']"
['1852653'],"['46.866114696666216,-121.74031949484284']",[1000],"[UTCDateTime(2014, 9, 16, 19, 24, 31, 29)]",[241.3551996154212],,[36.44139809557424],,[253.43160190462166],[233.23898969663216],[20.814343714285716],[7],"['0.190405639,1.721360953,0.1504801']"
['1879443'],"['46.820888218646644,-121.62253259858257']",[3000],"[UTCDateTime(2014, 9, 30, 7, 12, 34, 275044)]",[88.09969486458094],,[87.33312263685622],,[77.0860262972826],[74.06505967303362],[2.7625879999999796],[4],"['0.621256121,1.782806425,0.360710895']"
['1878343'],"['46.84819597790963,-121.79282507429856']",[0],"[UTCDateTime(2014, 9, 29, 22, 24, 44, 286)]",[68.70575153290966],,[141.3547387815189],,[68.70575153290966],[68.70575153290964],[27.988072000000003],[4],"['inf,inf,inf']"
['1849548'],"['46.18911760617305,-122.19203246958193']",[0],"[UTCDateTime(2014, 9, 15, 17, 42, 9)]",[14.452675486034781],,[74.44914653770961],,[14.328890998658535],[15.074525835822296],[31.808333333333337],[6],"['0.217359039,0.672691995,0.161589263']"
['1848948'],"['46.1981030329759,-122.17906203543858']",[1000],"[UTCDateTime(2014, 9, 15, 11, 53, 9)]",[49.63520119895383],,[147.31723131020547],,[50.07950529116934],[47.35803343061775],[18.51000000000001],[5],"['0.404265144,0.409335321,0.236372761']"
['1847548'],"['46.866092938062245,-121.72720406606092']",[1000],"[UTCDateTime(2014, 9, 14, 20, 48, 46, 7)]",[116.08897397933171],,[8.487699815906225],,[123.35075272318929],[77.65009949384824],[7.033347333333334],[6],"['0.071062415,2.449825758,0.049457997']"
['1845258'],"['46.198123573380435,-122.20497332446621']",[1000],"[UTCDateTime(2014, 9, 12, 21, 23, 13, 925000)]",[60.97563298861262],,[137.9532924266588],,[62.77526904692703],[56.325889902480355],[17.07857142857143],[7],"['0.225891112,0.581161566,0.206040448']"
['1844348'],"['46.86613495468696,-121.75343493385125']",[2000],"[UTCDateTime(2014, 9, 11, 20, 57, 43, 950000)]",[65.27101151898741],,[96.80499212291076],,[63.94116126678624],[65.25528405411582],[14.687500000000007],[4],"['0.102927228,0.241831373,0.07467274']"
['1842563'],"['46.1981030329759,-122.17906203543858']",[1000],"[UTCDateTime(2014, 9, 10, 12, 9, 6, 450036)]",[32.842916686349575],,[53.738762178968415],,[32.84291668634961],[32.84291668634966],[53.575071999999984],[4],"['inf,inf,inf']"
['1842553'],"['46.23410916158005,-122.20492255470877']",[6000],"[UTCDateTime(2014, 9, 10, 10, 50, 45, 250114)]",[109.37444008751412],,[141.99466342557977],,[183.56374802109667],[125.62522709259254],[26.458561333333318],[6],"['0.49582391,1.043824723,0.445942864']"
['1842548'],"['46.866092938062245,-121.72720406606092']",[1000],"[UTCDateTime(2014, 9, 10, 2, 9, 59, 875192)]",[316.9839674475969],,[25.99095212475349],,[313.3501175400978],[-385.2720129055457],[28.842050666666676],[6],"['0.18035866,1.91292893,0.118690368']"
['1842648'],"['46.86613495468696,-121.75343493385125']",[3000],"[UTCDateTime(2014, 9, 10, 1, 27, 12, 192)]",[163.1070888785515],,[40.11123326304678],,[-194.75664964608873],[178.0228916725444],[5.856634000000003],[8],"['0.430489278,1.673263979,0.260428239']"
['1841348'],"['46.875166317935495,-121.77964175088081']",[3000],"[UTCDateTime(2014, 9, 9, 10, 26, 40, 875002)]",[57.59183527234925],,[120.49910812416059],,[57.97982300301255],[55.88258065288843],[26.762503999999993],[4],"['0.09073457,0.204225118,0.067998988']"
['1839943'],"['46.22510324318335,-122.19197326350762']",[3000],"[UTCDateTime(2014, 9, 8, 8, 48, 57)]",[86.13458440908832],,[249.5508359669774],,[90.80251978742074],[86.32670208956341],[48.86875],[8],"['0.304652833,0.221422686,0.186365319']"
['1838758'],"['46.84814422957513,-121.75349183388761']",[3000],"[UTCDateTime(2014, 9, 7, 15, 38, 19)]",[170.5928655048647],,[133.7315477535301],,[170.881858949656],[175.63659909849636],[19.628571428571412],[7],"['0.431906044,0.629867126,0.301818015']"
['1840153'],"['46.198123573380435,-122.20497332446621']",[1000],"[UTCDateTime(2014, 9, 7, 0, 38, 18)]",[113.99603896140125],,[101.25639794095245],,[116.52067045968728],[121.26754270917078],[23.958333333333332],[6],"['0.249083102,0.450517326,0.166874465']"
['1840188'],"['46.21611639592763,-122.20494795042616']",[1000],"[UTCDateTime(2014, 9, 6, 7, 32, 54)]",[137.82939637153513],,[35.7825575439731],,[-563.9088817424024],[506.88023474309887],[16.09000000000001],[5],"['0.156932369,1.56042475,0.121188411']"
['1840578'],"['46.19811403676282,-122.19201767753954']",[0],"[UTCDateTime(2014, 9, 5, 23, 15, 21)]",[94.91696275297465],,[56.7711300495795],,[86.34573086361874],[97.54561572682834],[28.59166666666667],[6],"['0.369006533,1.675756598,0.266598221']"
['1835653'],"['46.21610685526774,-122.1919880745062']",[2000],"[UTCDateTime(2014, 9, 5, 14, 53, 31, 775000)]",[46.580042391052054],,[178.24254672922612],,[44.9846556130771],[47.43205095667032],[12.837499999999999],[4],"['0.1302709,0.135616035,0.072182785']"
['1833348'],"['46.84818022840977,-121.77971398589368']",[2000],"[UTCDateTime(2014, 9, 4, 0, 36, 15, 999996)]",[63.77198712028924],,[51.906993040571784],,[55.11228367325801],[58.135942570114864],[14.249991999999997],[5],"['0.080461177,0.478791344,0.062146108']"
['1831848'],"['46.19811403676282,-122.19201767753954']",[0],"[UTCDateTime(2014, 9, 2, 20, 39, 38)]",[63.43497668750429],,[57.57457793413315],,[70.20873503116451],[54.55448536842498],[9.641666666666671],[6],"['0.349852717,1.983908521,0.300846718']"
['1829648'],"['46.198123573380435,-122.20497332446621']",[1000],"[UTCDateTime(2014, 9, 1, 19, 30, 40)]",[111.83461404439288],,[83.76597887930433],,[111.44879333388558],[117.14475530614456],[22.791666666666682],[6],"['0.222947817,0.517432543,0.150163642']"
['1820248'],"['46.18008376433958,-122.15319302235872']",[2000],"[UTCDateTime(2014, 8, 28, 8, 5, 45, 450407)]",[93.39777847261088],,[97.33832612072612],,[97.1652504243005],[97.659751484665],[24.288314000000014],[4],"['0.129245492,0.268568689,0.08836777']"
['3088163'],"['46.18911760617305,-122.19203246958193']",[1000],"[UTCDateTime(2014, 8, 20, 20, 49, 41)]",[55.41666044371699],,[62.32849156911414],,[70.02524673310963],[56.42468198013574],[14.712499999999999],[4],"['0.612607081,2.037330286,0.433890855']"
['3088158'],"['46.18911760617305,-122.19203246958193']",[0],"[UTCDateTime(2014, 8, 20, 20, 0, 55)]",[59.710083903522495],,[97.19870249663128],,[85.11941211703741],[30.530540540615966],[33.079999999999984],[5],"['0.537042635,1.230324964,0.393064727']"
['1806643'],"['46.18911760617305,-122.19203246958193']",[1000],"[UTCDateTime(2014, 8, 20, 1, 3, 55)]",[-27.075368269731555],,[31.386411225777447],,[316.5544171424766],[-27.362766501318603],[12.612500000000004],[4],"['0.315140004,1.858340716,0.210211087']"
['1895053'],"['43.72266752255002,-121.30796080697908']",[0],"[UTCDateTime(2014, 8, 19, 20, 13, 40)]",[-200.5574425197969],,[115.34688866796085],,[-200.55744251979695],[-200.55744251979695],[36.23750000000001],[4],"['inf,inf,inf']"
['1803968'],"['46.86617096897022,-121.77966583962578']",[2000],"[UTCDateTime(2014, 8, 18, 9, 8, 10, 325001)]",[52.713295792605365],,[105.7102174484524],,[50.978624763222335],[50.62444832445678],[16.725002000000003],[6],"['0.142918135,0.495924512,0.113747021']"
['3087778'],"['46.198123573380435,-122.20497332446621']",[0],"[UTCDateTime(2014, 8, 17, 10, 1, 20)]",[121.79416455146058],,[23.8337118255295],,[112.35982022840322],[90.76661139976925],[4.600000000000004],[6],"['0.31517449,2.548068466,0.197347702']"
['1802943'],"['45.37525112363892,-121.68044671311276']",[9000],"[UTCDateTime(2014, 8, 16, 10, 16, 0, 625000)]",[167.69269630658454],,[69.48861110321506],,[210.53004614797692],[166.5169230206545],[9.549999999999992],[7],"['0.24298892,1.335516689,0.203958225']"
['1802933'],"['46.875166317935495,-121.77964175088081']",[4000],"[UTCDateTime(2014, 8, 16, 9, 50, 9, 349997)]",[127.55544493388],,[35.74679650348489],,[118.42352348430461],[111.63729342581077],[30.879993999999975],[5],"['0.387209142,1.887638763,0.235777861']"
['1802868'],"['46.866153712122305,-121.76655038235573']",[2000],"[UTCDateTime(2014, 8, 15, 10, 33, 6, 31)]",[43.9801674166032],,[57.62569164333664],,[48.219807753288805],[38.28419047017901],[41.412561999999994],[4],"['0.068983206,0.397994567,0.056104427']"
['1799763'],"['46.19811403676282,-122.19201767753954']",[2000],"[UTCDateTime(2014, 8, 13, 8, 2, 25)]",[91.01505408479096],,[142.69334882608274],,[107.41002502534276],[96.61922079606958],[9.811111111111122],[9],"['0.382186445,0.524566955,0.255189826']"
['1799753'],"['46.189080201233445,-122.15317189992292']",[1000],"[UTCDateTime(2014, 8, 13, 7, 33, 59, 4)]",[82.91267793017477],,[271.04612896454046],,[82.387079232768],[82.59966313576281],[18.942865142857137],[7],"['0.437432385,0.152337388,0.337883004']"
['1799493'],"['46.198123573380435,-122.20497332446621']",[1000],"[UTCDateTime(2014, 8, 12, 19, 44, 38)]",[-25.48765961306931],,[329.9922112710933],,[-26.15960241459815],[-25.945717255985304],[8.36249999999999],[4],"['0.497777794,0.110647808,0.353868657']"
['1799488'],"['46.19811403676282,-122.19201767753954']",[0],"[UTCDateTime(2014, 8, 12, 18, 52, 7)]",[-50.934163328015224],,[167.0169888988188],,[309.0658366719848],[309.0658366719848],[27.7875],[4],"['inf,inf,inf']"
['1799478'],"['46.19811403676282,-122.19201767753954']",[0],"[UTCDateTime(2014, 8, 12, 17, 19, 43)]",[67.16872100258381],,[179.59563513218941],,[66.92434997009761],[67.1671371795899],[6.779999999999996],[5],"['0.115094054,0.199021422,0.092493839']"
['1799468'],"['46.19811403676282,-122.19201767753954']",[0],"[UTCDateTime(2014, 8, 12, 16, 17, 36)]",[30.756801762977517],,[59.28053828625337],,[78.43999588644633],[11.87594342944342],[10.171428571428569],[7],"['0.36470041,1.815918016,0.292865676']"
['1799458'],"['46.19811403676282,-122.19201767753954']",[0],"[UTCDateTime(2014, 8, 12, 15, 31, 28)]",[319.41363664870556],,[86.63463005024126],,[319.3564231461608],[319.76648508581474],[3.1900000000000093],[5],"['0.055205273,0.085020884,0.032739244']"
['1799448'],"['46.198123573380435,-122.20497332446621']",[0],"[UTCDateTime(2014, 8, 12, 15, 3, 34)]",[314.43705025263193],,[128.85344405035835],,[323.1907164042587],[312.9292489972974],[5.310000000000002],[5],"['0.739359727,0.44949561,0.489086056']"
['1797608'],"['46.86617096897022,-121.77966583962578']",[3000],"[UTCDateTime(2014, 8, 12, 4, 18, 59, 473)]",[113.50318266454416],,[87.10491933885373],,[103.80468272700948],[118.1030512332839],[18.620945999999993],[5],"['0.175647686,0.3653607,0.097287636']"
['1797603'],"['46.1981030329759,-122.17906203543858']",[1000],"[UTCDateTime(2014, 8, 12, 3, 31, 47, 150000)]",[83.09312509625549],,[168.18839083606386],,[83.84387928521726],[81.23894688112256],[22.391666666666676],[6],"['0.491597254,0.658848418,0.362429027']"
['1797353'],"['46.20709944700913,-122.17904512303906']",[1000],"[UTCDateTime(2014, 8, 11, 5, 11, 45, 451340)]",[37.31291043449971],,[153.28694579394113],,[39.95080233946279],[31.69594100622185],[55.96517999999999],[8],"['0.287685604,0.436334443,0.226536316']"
['1796258'],"['46.18012116135813,-122.19204725531323']",[0],"[UTCDateTime(2014, 8, 11, 1, 24, 43, 101363)]",[29.782029721393464],,[72.66381025980182],,[47.12214356111645],[6.250587690442043],[15.942725999999999],[5],"['0.680854422,1.518062674,0.426688468']"
['1796243'],"['46.189106604716805,-122.17907894062105']",[1000],"[UTCDateTime(2014, 8, 10, 23, 32, 17)]",[95.85533002522985],,[51.95021509000032],,[83.28534718946993],[113.04720132988054],[13.3857142857143],[7],"['0.27160521,1.295183661,0.219525387']"
['1796143'],"['46.189106604716805,-122.17907894062105']",[0],"[UTCDateTime(2014, 8, 10, 14, 31, 36, 675403)]",[65.83514820192762],,[79.94854064830315],,[60.194863601678165],[71.5412604525911],[19.280806000000005],[5],"['0.210056325,0.512309586,0.150727357']"
['1795953'],"['46.857175605795106,-121.77968991796128']",[3000],"[UTCDateTime(2014, 8, 10, 3, 24, 43, 399)]",[224.5243776306299],,[92.90817353714131],,[251.70413029099004],[202.28741465191908],[2.23079800000001],[5],"['0.277120839,0.878070999,0.217637069']"
['1795648'],"['46.19811403676282,-122.19201767753954']",[0],"[UTCDateTime(2014, 8, 9, 1, 4, 57)]",[32.99622653613193],,[94.6336410715403],,[33.13267612887852],[26.8818815986958],[4.799999999999999],[7],"['0.247593971,0.813516193,0.199562683']"
['1793168'],"['46.19811403676282,-122.19201767753954']",[1000],"[UTCDateTime(2014, 8, 8, 4, 42, 34)]",[92.74693755346728],,[67.88918389557172],,[112.95761950042491],[58.82941461421987],[26.23333333333335],[6],"['0.615467464,2.177440065,0.402793476']"
['1792848'],"['46.198123573380435,-122.20497332446621']",[2000],"[UTCDateTime(2014, 8, 7, 19, 36, 31)]",[56.04579569514513],,[117.6934666710096],,[60.781022351548245],[50.1076102168649],[4.412499999999994],[8],"['0.188090452,0.45769764,0.149602573']"
['1793253'],"['46.19811403676282,-122.19201767753954']",[0],"[UTCDateTime(2014, 8, 7, 10, 19, 54)]",[42.157816870569334],,[143.71476501682602],,[45.44514989613627],[42.20098653416322],[11.021428571428581],[7],"['0.226724522,0.483112298,0.183034798']"
