event_ID,location,location_uncertainty(m),origin_time,direction(degrees),direction_sharpness(degrees)params_std_deviation,velocity(m/s),number_of_stationsdirection_snr(degrees),direction_sharpness(degrees),direction_snr(degrees),duration,number_of_stations,params_std_deviation
['3179368'],"['46.857175605795106,-121.77968991796128']",[5000],"[UTCDateTime(2021, 12, 22, 4, 47, 34, 75000)]",[177.38629911205493],,[45.82752211073115],,[312.82732469195935],[175.93525443141039],[25.149999999999988],[8],"['0.291593684,1.900166415,0.228607464']"
['3179093'],"['46.23409961687465,-122.19195844618268']",[0],"[UTCDateTime(2021, 12, 19, 7, 31, 4, 175000)]",[48.25362978918694],,[225.0519471637792],,[48.38072170989427],[48.45650830043856],[8.85],[5],"['0.248005801,0.053385606,0.137442105']"
['3179088'],"['46.21610685526774,-122.1919880745062']",[0],"[UTCDateTime(2021, 12, 19, 7, 26, 45)]",[66.54259258598428],,[68.56370977481895],,[68.95326766087518],[75.13725478468851],[22.407142857142862],[7],"['0.259997188,0.541350405,0.147128323']"
['3178938'],"['46.839148845698865,-121.75352026547156']",[3000],"[UTCDateTime(2021, 12, 17, 16, 47, 7)]",[-18.129019354363916],,[69.56120756429843],,[315.7720889157318],[283.524922050052],[18.233333333333334],[6],"['0.392929716,1.321903184,0.241166833']"
['3177563'],"['46.20711999176598,-122.20496064015421']",[0],"[UTCDateTime(2021, 12, 7, 9, 42, 15, 775000)]",[88.44528505953494],,[40.92267127624478],,[89.13478917883235],[56.286345140141954],[17.38125000000001],[8],"['0.212513848,0.984484004,0.151948908']"
['3177488'],"['46.21609584681671,-122.17902820341816']",[0],"[UTCDateTime(2021, 12, 6, 23, 47, 10)]",[349.47469908582445],,[400.66246862110677],,[349.47469908582445],[349.47469908582445],[24.149999999999988],[5],"['inf,inf,inf']"
['3177373'],"['46.198123573380435,-122.20497332446621']",[0],"[UTCDateTime(2021, 12, 6, 19, 5, 48, 475000)]",[115.02771632248471],,[219.68432980546064],,[115.59351195144139],[114.27795505410099],[12.075000000000008],[6],"['0.301826039,0.182053928,0.146404772']"
['3177368'],"['46.22509223239883,-122.17901127657147']",[1000],"[UTCDateTime(2021, 12, 6, 15, 7, 25, 775000)]",[55.27335383287599],,[61.08203874289551],,[55.11660005725864],[66.61199827691904],[4.640909090909094],[11],"['0.321089571,0.721316098,0.229481127']"
['3177363'],"['46.22509223239883,-122.17901127657147']",[3000],"[UTCDateTime(2021, 12, 6, 12, 54, 10, 475000)]",[116.10095107968628],,[82.31747413103321],,[86.30577452524608],[-199.62491201902495],[9.331818181818182],[11],"['0.307797445,1.057050767,0.285620779']"
['3177603'],"['48.80098571189951,-121.81777078840065']",[7000],"[UTCDateTime(2021, 12, 5, 11, 22, 35)]",[185.51053952538348],,[35.67105374468633],,[188.09416336429283],[206.7749412939422],[6.349999999999987],[4],"['0.203842796,1.195514808,0.112027043']"
['3176933'],"['48.80098571189951,-121.81777078840065']",[8000],"[UTCDateTime(2021, 11, 29, 21, 28, 22)]",[186.4004189677682],,[36.97500169624469],,[188.85515277808517],[189.997709894926],[2.8500000000000085],[4],"['0.055688633,0.308801679,0.030740395']"
['3176813'],"['43.71358640259451,-121.18387933427778']",[6000],"[UTCDateTime(2021, 11, 29, 16, 11, 53, 400000)]",[184.34607684538565],,[42.23289777921458],,[174.89953950034007],[187.84217055451188],[7.162500000000001],[4],"['0.140695814,0.980237096,0.099418053']"
['3176848'],"['46.22509223239883,-122.17901127657147']",[2000],"[UTCDateTime(2021, 11, 25, 3, 43, 47, 575000)]",[73.85249927805056],,[202.40909504993482],,[77.11281928847589],[71.96167062973947],[7.383333333333326],[6],"['0.844657073,0.333261155,0.418845765']"
['3176543'],"['48.80997802046646,-121.81774889533277']",[7000],"[UTCDateTime(2021, 11, 24, 10, 58, 17)]",[-569.4896408090909],,[14.562558954408555],,[134.94910156957826],[244.0023939029038],[7.699999999999996],[4],"['0.343072026,3.998727454,0.180119944']"
['3179533'],"['46.857175605795106,-121.77968991796128']",[4000],"[UTCDateTime(2021, 12, 26, 8, 58, 51)]",[-0.38532440260377915],,[52.2967689173068],,[4.479605738894002],[15.250553136689323],[36.09166666666666],[6],"['0.243846704,1.255158413,0.179741383']"
['3179443'],"['46.21610685526774,-122.1919880745062']",[1000],"[UTCDateTime(2021, 12, 22, 20, 4, 14, 375000)]",[125.40582812864952],,[197.06453971022773],,[122.99936118346129],[126.55385446954243],[74.42142857142858],[7],"['0.130554795,0.102005271,0.069629504']"
['3176163'],"['48.8099458990661,-121.79051946389575']",[8000],"[UTCDateTime(2021, 11, 18, 20, 32, 40)]",[89.9004659658977],,[19.91059113880679],,[94.4436252109215],[46.43654907298436],[3.924999999999997],[4],"['0.149899974,3.875004816,0.129266995']"
['3176378'],"['48.80997802046646,-121.81774889533277']",[8000],"[UTCDateTime(2021, 11, 21, 21, 55, 47)]",[126.77399206557396],,[55.21680458437724],,[124.6626215620185],[128.6274303714983],[3.924999999999997],[4],"['0.167792265,0.754929685,0.099979059']"
['3173243'],"['46.84812398024422,-121.74038077174545']",[2000],"[UTCDateTime(2021, 10, 14, 18, 22, 14)]",[-12.14958782908359],,[92.6963326325634],,[3.411387005251902],[-20.7910365146397],[17.692857142857143],[7],"['0.412647162,0.788431515,0.279385505']"
['3173158'],"['46.84818022840977,-121.77971398589368']",[4000],"[UTCDateTime(2021, 10, 14, 3, 24, 44)]",[-12.31644271672694],,[47.46306585505193],,[-6.550952655478395],[-390.30108957273006],[7.850000000000005],[11],"['0.143532036,0.715751883,0.090496272']"
['3173148'],"['46.20711999176598,-122.20496064015421']",[1000],"[UTCDateTime(2021, 10, 14, 1, 26, 5, 800000)]",[94.38857633022023],,[70.7549753683404],,[88.35426345179786],[88.60170941035743],[25.618750000000002],[8],"['0.12401677,0.373355897,0.101593582']"
['3175953'],"['46.20711999176598,-122.20496064015421']",[1000],"[UTCDateTime(2021, 11, 14, 6, 17, 8)]",[93.67429393012571],,[160.01902379314276],,[94.87749383466759],[92.3326329160127],[19.924999999999983],[4],"['0.189322986,0.328223714,0.150776164']"
['3175723'],"['46.21610685526774,-122.1919880745062']",[1000],"[UTCDateTime(2021, 11, 12, 21, 18, 41, 825000)]",[129.24243321190843],,[238.3079899982656],,[132.45237326316465],[128.0817879247736],[23.078571428571426],[7],"['0.179783094,0.158780859,0.153535764']"
['3175648'],"['46.20711045312764,-122.19200287918224']",[0],"[UTCDateTime(2021, 11, 12, 17, 15, 53)]",[120.14210116898109],,[185.39757000160756],,[120.40291462593358],[119.72281961521864],[18.825],[6],"['0.034850785,0.031634092,0.018261843']"
['3175668'],"['46.198123573380435,-122.20497332446621']",[1000],"[UTCDateTime(2021, 11, 12, 10, 50, 9)]",[67.43768823519612],,[87.70465172731546],,[65.0330190660755],[62.6605862037666],[16.309999999999995],[5],"['0.24540135,1.401877891,0.222438961']"
['3175683'],"['46.1981030329759,-122.17906203543858']",[0],"[UTCDateTime(2021, 11, 12, 8, 40, 29, 325000)]",[73.6250512864569],,[132.14117501343026],,[45.92978636882944],[71.96138404387463],[12.425000000000004],[8],"['0.404599653,0.846600204,0.338757871']"
['3175508'],"['46.21609584681671,-122.17902820341816']",[0],"[UTCDateTime(2021, 11, 11, 21, 24, 32, 350000)]",[526.7433495934664],,[-60548.22606482489],,[526.7433495934664],[526.7433495934664],[35.629999999999995],[5],"['inf,inf,inf']"
['3175498'],"['46.22510324318335,-122.19197326350762']",[2000],"[UTCDateTime(2021, 11, 11, 18, 51, 23, 400000)]",[254.2731548790344],,[34.43972659608483],,[266.30885555686666],[254.66405698178318],[3.7888888888888914],[9],"['0.241458883,0.787505687,0.125996454']"
['3175413'],"['46.85713959923772,-121.75346339001669']",[4000],"[UTCDateTime(2021, 11, 10, 16, 42, 55, 925000)]",[80.98001254463844],,[77.98329965333274],,[88.84848561491465],[75.44544554309543],[22.918750000000006],[8],"['0.211303989,0.758874483,0.157528365']"
['3174978'],"['46.1981030329759,-122.17906203543858']",[1000],"[UTCDateTime(2021, 11, 4, 11, 49, 6, 975000)]",[106.0096877131218],,[132.89034751322376],,[102.34968822777738],[104.89449743800311],[14.793749999999996],[8],"['0.419270373,0.590506014,0.306590698']"
['3174673'],"['46.84816297896432,-121.76660290551352']",[3000],"[UTCDateTime(2021, 11, 1, 5, 15, 26, 250000)]",[103.65119106742706],,[34.290944159734934],,[502.5057380201788],[95.3756303953766],[25.244444444444447],[9],"['0.116531286,1.302594697,0.096863356']"
['3174798'],"['46.24308496088763,-122.17897740118335']",[3000],"[UTCDateTime(2021, 10, 29, 22, 17, 13)]",[24.60003019916641],,[307.93772219122786],,[22.258669086783843],[20.43838462692438],[7.105555555555548],[9],"['1.005359538,0.186670138,0.847075256']"
['3174648'],"['46.1981030329759,-122.17906203543858']",[1000],"[UTCDateTime(2021, 10, 29, 18, 10, 23, 325000)]",[72.80646146754324],,[151.4475573556381],,[61.814193198316666],[78.7996511564247],[10.364285714285716],[7],"['0.316200998,0.565217128,0.267595527']"
['3174803'],"['46.21610685526774,-122.1919880745062']",[0],"[UTCDateTime(2021, 10, 29, 16, 57, 15, 550000)]",[99.42522649256426],,[142.807860795395],,[91.57835198877471],[97.87330324832305],[5.341666666666669],[6],"['0.199493144,0.476013402,0.248268294']"
['3174533'],"['46.20709944700913,-122.17904512303906']",[0],"[UTCDateTime(2021, 10, 29, 7, 2, 1, 475000)]",[353.2999441084401],,[946.4604884238279],,[353.2999441084401],[353.2999441084401],[23.800000000000004],[4],"['inf,inf,inf']"
['3171573'],"['46.84818022840977,-121.77971398589368']",[4000],"[UTCDateTime(2021, 9, 23, 4, 48, 49)]",[283.8108160533032],,[22.939374274255332],,[179.8762369294114],[279.2097530420802],[7.884615384615389],[13],"['0.235489462,3.159955479,0.18907416']"
['3171563'],"['45.375291748009836,-121.7187459385932']",[2000],"[UTCDateTime(2021, 9, 21, 23, 43, 29, 450000)]",[259.09416048136035],,[114.04430713381453],,[261.34465166609056],[258.55647338283296],[13.174999999999997],[4],"['0.076614238,0.123414464,0.04988025']"
['3174103'],"['46.84818022840977,-121.77971398589368']",[1000],"[UTCDateTime(2021, 10, 21, 2, 53, 34)]",[-2.46825807517467],,[107.72358702228676],,[-8.045831751544384],[0.24067016796285381],[15.72142857142857],[7],"['0.167920622,0.374122656,0.112954784']"
['3174173'],"['45.375279631965384,-121.7059795241159']",[4000],"[UTCDateTime(2021, 10, 20, 21, 58, 33, 325000)]",[228.71299761535536],,[59.00914888033775],,[246.8427966973309],[214.0315803720453],[17.3888888888889],[9],"['0.280909587,1.03248619,0.185784274']"
['3171248'],"['46.21611639592763,-122.20494795042616']",[1000],"[UTCDateTime(2021, 9, 20, 8, 55, 14, 225000)]",[136.4055512762016],,[51.47476905807753],,[-199.23607013303453],[128.6387122871395],[20.075000000000003],[10],"['0.19543296,0.886344388,0.149531379']"
['3171388'],"['46.21608337057565,-122.16606833785225']",[2000],"[UTCDateTime(2021, 9, 18, 12, 17, 23, 99995)]",[65.61224932502442],,[179.3980480315241],,[65.79232957562665],[57.24650649327198],[24.307132857142854],[7],"['0.292484487,0.289196595,0.221876341']"
['3171018'],"['46.857158352649165,-121.76657664960902']",[7000],"[UTCDateTime(2021, 9, 17, 7, 12, 44, 200000)]",[180.45669895655448],,[34.08943063809326],,[228.23478212027666],[208.06542565164028],[16.283333333333335],[12],"['0.300818272,1.685236297,0.202952619']"
['3170968'],"['46.857158352649165,-121.76657664960902']",[6000],"[UTCDateTime(2021, 9, 17, 2, 2, 26, 900000)]",[45.43848760171607],,[19.961130742864253],,[39.05339072184739],[69.41999694906043],[27.128571428571426],[14],"['0.234235689,2.433910521,0.154802287']"
['3173893'],"['46.857175605795106,-121.77968991796128']",[6000],"[UTCDateTime(2021, 10, 17, 11, 7, 4)]",[9.260372939541954],,[26.1935193081984],,[7.848157087700997],[-13.870704783375256],[15.48823529411765],[17],"['0.175696479,1.48235782,0.107882883']"
['3170843'],"['46.21608337057565,-122.16606833785225']",[1000],"[UTCDateTime(2021, 9, 16, 12, 7, 49, 625000)]",[84.63503588974235],,[129.0569613139643],,[87.55417975468882],[80.48358135244129],[32.9375],[8],"['0.362120992,0.541301481,0.282692851']"
['3170868'],"['46.86617096897022,-121.77966583962578']",[6000],"[UTCDateTime(2021, 9, 15, 19, 49, 5, 11)]",[267.9756560203204],,[3.924767231082484],,[236.07272531708855],[190.32232450502573],[18.806688666666673],[15],"['0.168453547,11.252996104,0.124961484']"
['3170753'],"['46.857175605795106,-121.77968991796128']",[5000],"[UTCDateTime(2021, 9, 15, 6, 23, 29)]",[220.16221188110143],,[60.83991831166872],,[249.08634353557838],[232.6850060016994],[6.170833333333337],[12],"['0.428901789,1.265794644,0.281946466']"
['3170748'],"['45.375279631965384,-121.7059795241159']",[3000],"[UTCDateTime(2021, 9, 15, 0, 20, 45, 475000)]",[108.71370905363392],,[70.39788153997873],,[97.64272891450464],[98.99985748385194],[8.340000000000009],[5],"['0.395041612,1.355841594,0.268861949']"
['3170673'],"['45.375279631965384,-121.7059795241159']",[2000],"[UTCDateTime(2021, 9, 14, 11, 25, 22, 850000)]",[264.7160736488617],,[72.35248727037798],,[261.35065808172914],[270.0185215426391],[10.100000000000001],[4],"['0.207024851,0.589199277,0.132687053']"
['3170653'],"['45.45615571588313,-121.62910749201299']",[7000],"[UTCDateTime(2021, 9, 14, 7, 36, 48, 450018)]",[216.34295714280833],,[-13841.468945092955],,[-143.47345747806222],[216.47667206221982],[24.925036],[4],"['0.19199674,0.010933911,0.184660198']"
['3172588'],"['46.84812398024422,-121.74038077174545']",[2000],"[UTCDateTime(2021, 10, 8, 23, 18, 4)]",[124.94722822600271],,[30.887216708230135],,[87.54304773291955],[220.7624359546078],[16.733333333333338],[6],"['0.384410921,3.053946366,0.284296672']"
['3170593'],"['46.87514905738404,-121.76652410374665']",[4000],"[UTCDateTime(2021, 9, 13, 5, 19, 51, 147)]",[-8.828675012386851],,[38.857562897342234],,[-0.40475929257368004],[315.2427885233542],[8.531544000000004],[8],"['0.329332707,1.45461896,0.219947477']"
['3172538'],"['46.875110033554826,-121.74028883652306']",[1000],"[UTCDateTime(2021, 10, 8, 18, 1, 45, 20)]",[93.07629095253374],,[91.46453428535017],,[96.24449091805795],[87.91401422342456],[7.750039999999996],[5],"['0.148872006,0.755522077,0.141164286']"
['3170513'],"['46.857175605795106,-121.77968991796128']",[5000],"[UTCDateTime(2021, 9, 12, 17, 23, 26)]",[297.21296702196594],,[56.06946477040484],,[275.7437448171009],[293.22113924740563],[11.009090909090911],[11],"['0.237242755,1.125248792,0.184819479']"
['3173138'],"['46.20711999176598,-122.20496064015421']",[1000],"[UTCDateTime(2021, 10, 8, 10, 4, 51, 175000)]",[71.4840999149422],,[35.64768087314947],,[111.09460822299589],[63.6698561022098],[30.289999999999992],[5],"['0.273594371,1.82285591,0.203115836']"
['3173128'],"['46.21609584681671,-122.17902820341816']",[0],"[UTCDateTime(2021, 10, 8, 3, 7, 24)]",[160.1153659268277],,[404.61714182113195],,[160.1153659268277],[160.1153659268277],[48.870000000000005],[5],"['inf,inf,inf']"
['3170463'],"['46.866114696666216,-121.74031949484284']",[4000],"[UTCDateTime(2021, 9, 12, 7, 49, 31, 175201)]",[-384.86546212403715],,[29.24825790880486],,[-386.7831010840299],[-23.60896391566065],[11.278973428571435],[7],"['0.137619945,1.563448523,0.111321371']"
['3172713'],"['46.85713959923772,-121.75346339001669']",[3000],"[UTCDateTime(2021, 10, 7, 12, 5, 27, 600963)]",[-8.109208033333184],,[107.00098480704331],,[-4.556562622116773],[-10.902441398134508],[7.566211714285722],[7],"['0.162524156,0.328704847,0.101971192']"
['3172348'],"['46.866114696666216,-121.74031949484284']",[5000],"[UTCDateTime(2021, 10, 6, 2, 42, 41)]",[70.64720761520118],,[42.66523382729688],,[68.19610694630809],[85.16152545628536],[17.033333333333328],[6],"['0.150950184,1.15746181,0.115288654']"
['3170383'],"['46.20709944700913,-122.17904512303906']",[0],"[UTCDateTime(2021, 9, 10, 14, 44, 36, 800000)]",[40.855361204351546],,[103.06520142883066],,[47.86279051903095],[36.81992868279294],[25.88999999999998],[5],"['0.77628844,1.049028491,0.496755226']"
['3172078'],"['46.839106856103655,-121.72730252542415']",[2000],"[UTCDateTime(2021, 10, 1, 18, 55, 49)]",[16.088563934286615],,[96.61825757451882],,[7.581992735900233],[27.240344909234185],[14.318750000000005],[8],"['0.270182438,0.754480422,0.217505028']"
['3172073'],"['46.87514905738404,-121.76652410374665']",[5000],"[UTCDateTime(2021, 10, 1, 18, 37, 46)]",[118.77002591274166],,[77.03311717620122],,[108.15575587389026],[113.74811697364866],[16.919999999999998],[5],"['0.173467658,0.422171822,0.105855216']"
['3172058'],"['45.37526609050797,-121.69321311540872']",[3000],"[UTCDateTime(2021, 10, 1, 10, 34, 49, 925000)]",[252.07976923191956],,[180.07973598546033],,[267.8803606474065],[250.10772091217856],[7.799999999999988],[5],"['0.457746415,0.528472038,0.310540001']"
['3172133'],"['46.1981030329759,-122.17906203543858']",[1000],"[UTCDateTime(2021, 9, 30, 17, 9, 32)]",[85.16674357355794],,[150.8781592097889],,[89.5579724078642],[84.17470855798909],[28.350000000000012],[5],"['0.189123389,0.36625057,0.150662885']"
['3171833'],"['46.21610685526774,-122.1919880745062']",[3000],"[UTCDateTime(2021, 9, 28, 2, 12, 21, 725003)]",[127.95596901405466],,[141.49713437003328],,[137.2575722023652],[121.05760688240241],[68.64500600000001],[10],"['0.163630458,0.269776541,0.108054049']"
['3171783'],"['45.36630470635284,-121.7315265197249']",[6000],"[UTCDateTime(2021, 9, 27, 17, 15, 7, 125000)]",[178.85911374023976],,[126.4310000391893],,[184.24484269411178],[175.21321046839103],[26.90714285714285],[7],"['0.40913844,0.822355734,0.332537832']"
['3171768'],"['46.20711999176598,-122.20496064015421']",[2000],"[UTCDateTime(2021, 9, 27, 14, 35, 24, 950000)]",[102.51061240582416],,[82.75881900864991],,[105.63573262571812],[94.64081461568414],[17.890909090909098],[11],"['0.260045134,0.62248813,0.189623975']"
['3171763'],"['46.85713959923772,-121.75346339001669']",[4000],"[UTCDateTime(2021, 9, 27, 10, 1, 57, 8)]",[-28.576468579138186],,[67.58196374661954],,[314.60760655660073],[-28.473264226707904],[12.750016],[7],"['0.272607198,0.720589914,0.140238704']"
['3169883'],"['46.88414438843471,-121.7664978137748']",[4000],"[UTCDateTime(2021, 9, 6, 2, 41, 56, 550000)]",[27.848741735998743],,[50.587008552747726],,[26.31266116446757],[32.27039356643779],[36.300000000000004],[4],"['0.181531799,0.900939175,0.135726912']"
['3169913'],"['46.866153712122305,-121.76655038235573']",[5000],"[UTCDateTime(2021, 9, 5, 15, 47, 23, 425000)]",[270.9522888349542],,[53.971359098310465],,[239.50375568578656],[246.29525098172522],[38.550000000000004],[12],"['0.303239353,1.379447045,0.24306527']"
['3171728'],"['46.86613495468696,-121.75343493385125']",[4000],"[UTCDateTime(2021, 9, 24, 23, 19, 43, 425048)]",[93.44942985832634],,[37.06675593742004],,[106.41116391589523],[101.53453337094709],[17.371524571428573],[7],"['0.340382948,2.113889356,0.254101594']"
['3171613'],"['46.857175605795106,-121.77968991796128']",[6000],"[UTCDateTime(2021, 9, 24, 5, 23, 21)]",[177.60301414106573],,[18.51138523339901],,[101.43633820986734],[182.04226914993993],[16.225],[14],"['0.362358178,3.398493026,0.228808623']"
['3169738'],"['45.366294017953464,-121.7187621231856']",[1000],"[UTCDateTime(2021, 9, 2, 0, 25, 4, 75000)]",[274.05014111385344],,[82.00426020604417],,[287.3772249255612],[270.5702469929946],[55.8875],[4],"['0.213534296,0.57871959,0.142811399']"
['3169773'],"['46.86613495468696,-121.75343493385125']",[6000],"[UTCDateTime(2021, 9, 1, 21, 54, 19, 54)]",[244.04957914116514],,[67.90747692068004],,[222.05123146562653],[260.3478694455134],[11.222835272727263],[11],"['0.352051832,0.903035971,0.238273615']"
['3169428'],"['46.88414438843471,-121.7664978137748']",[4000],"[UTCDateTime(2021, 8, 30, 6, 35, 43)]",[168.4781003304906],,[48.206134519213165],,[238.0352308436289],[174.12334111918636],[29.75],[6],"['0.335743725,1.359652773,0.221192769']"
['3169448'],"['46.857158352649165,-121.76657664960902']",[5000],"[UTCDateTime(2021, 8, 29, 23, 3, 25)]",[168.32188508098352],,[49.65941791632186],,[-200.3464378564041],[167.5185934821889],[34.56428571428572],[7],"['0.364910697,1.492786092,0.239434696']"
['3169478'],"['46.86617096897022,-121.77966583962578']",[3000],"[UTCDateTime(2021, 8, 29, 20, 38, 21)]",[79.04995569883108],,[44.61633999972911],,[77.05247657251822],[81.13245348400947],[12.085714285714293],[7],"['0.108579872,0.698112115,0.079268406']"
['3169533'],"['45.375291748009836,-121.7187459385932']",[2000],"[UTCDateTime(2021, 8, 29, 12, 5, 5)]",[251.80649313493572],,[84.00327043653563],,[261.31670074223996],[243.41772654587885],[23.77],[5],"['0.319759262,0.578284415,0.195739363']"
['3169278'],"['46.857175605795106,-121.77968991796128']",[5000],"[UTCDateTime(2021, 8, 28, 11, 42, 16, 200000)]",[57.80025485862959],,[28.737650690878173],,[59.75137506037044],[18.165239718821294],[22.83928571428571],[14],"['0.188411339,1.459707217,0.128129367']"
['3170983'],"['46.1981030329759,-122.17906203543858']",[1000],"[UTCDateTime(2021, 9, 3, 21, 29, 33, 75000)]",[122.3195833562339],,[145.1895467402237],,[131.48750566610929],[128.90553740403337],[99.44285714285715],[7],"['0.405783812,0.442683151,0.293108928']"
['3167433'],"['46.87514905738404,-121.76652410374665']",[5000],"[UTCDateTime(2021, 8, 16, 11, 55, 25, 4)]",[-1.1746242562907718],,[31.618889388943458],,[-13.171552726053719],[-5.204199956616528],[24.407150857142852],[7],"['0.228747805,1.05652222,0.136752519']"
['3167473'],"['46.88416165269118,-121.77961765171997']",[4000],"[UTCDateTime(2021, 8, 15, 21, 14, 34)]",[153.57633761758967],,[104.43017869742135],,[-190.0423572508141],[-208.4591332553075],[19.98333333333333],[9],"['0.381213873,0.826064942,0.258160244']"
['3167518'],"['45.447178841075406,-121.64192053831918']",[7000],"[UTCDateTime(2021, 8, 15, 12, 41, 30, 850902)]",[185.3548348847674],,[753.0091465600594],,[180.9116101992956],[186.1612048977614],[10.651803999999998],[4],"['3.994444166,0.585864129,3.82466768']"
['3167553'],"['46.86617096897022,-121.77966583962578']",[4000],"[UTCDateTime(2021, 8, 15, 9, 15, 12, 925000)]",[43.100842721517715],,[93.73135828697306],,[52.26602697342853],[51.2848211866071],[27.5875],[8],"['0.157249657,0.451662515,0.11450051']"
['3167558'],"['45.375291748009836,-121.7187459385932']",[2000],"[UTCDateTime(2021, 8, 15, 7, 59, 43)]",[169.11750596946106],,[78.67297501119788],,[-200.65859946754938],[-201.8922782502445],[14.449999999999996],[4],"['0.449837754,1.502405727,0.316334373']"
['3167588'],"['46.87518207757562,-121.79275940605534']",[5000],"[UTCDateTime(2021, 8, 15, 3, 32, 52, 925000)]",[92.44366815613766],,[31.051118860401434],,[233.40696596160805],[85.23066156299392],[46.81875],[8],"['0.293105202,2.345498348,0.202960543']"
['3167663'],"['46.87513029592315,-121.75340646538375']",[5000],"[UTCDateTime(2021, 8, 14, 16, 6, 48, 925000)]",[238.54508123275613],,[28.755944038379553],,[211.75343269722322],[244.11869023984522],[13.437500000000014],[8],"['0.337043296,2.901028956,0.259811366']"
['3184858'],"['45.375279631965384,-121.7059795241159']",[2000],"[UTCDateTime(2021, 8, 12, 6, 30, 18, 950000)]",[-34.08297980838152],,[25.169020910017394],,[-6.597779677233417],[317.20778727239787],[22.51249999999998],[4],"['0.310882182,3.811167693,0.249962892']"
['3184813'],"['46.85713959923772,-121.75346339001669']",[3000],"[UTCDateTime(2021, 8, 11, 14, 9, 38, 150000)]",[29.8833045556407],,[11.547290779940147],,[683.9879932616634],[-4.636946714646766],[21.16875],[8],"['0.185049937,5.090328942,0.139327472']"
['3184808'],"['46.84816297896432,-121.76660290551352']",[4000],"[UTCDateTime(2021, 8, 11, 14, 0, 56, 800000)]",[98.04610357903141],,[55.60017138885565],,[124.99059733540147],[81.39695989358026],[29.278571428571436],[7],"['0.209564094,0.953082403,0.152843607']"
['3184798'],"['45.375291748009836,-121.7187459385932']",[2000],"[UTCDateTime(2021, 8, 11, 12, 0, 6)]",[225.5505486533708],,[86.58107791298868],,[225.45775293674117],[223.95630468756121],[12.749999999999993],[4],"['0.205912948,0.351130951,0.120052339']"
['3184793'],"['46.1981030329759,-122.17906203543858']",[0],"[UTCDateTime(2021, 8, 11, 10, 42, 26, 200000)]",[130.81632920532192],,[69.29062876234151],,[130.81632920532192],[130.81632920532186],[64.96000000000001],[5],"['inf,inf,inf']"
['3179348'],"['46.19809056202087,-122.16610639885269']",[0],"[UTCDateTime(2021, 8, 10, 23, 55, 37, 250000)]",[-201.62557500898265],,[60.45502927900761],,[-203.9250450027787],[-206.11326417692888],[45.69999999999999],[4],"['0.35846807,0.715695916,0.186537381']"
['3175763'],"['46.866153712122305,-121.76655038235573']",[4000],"[UTCDateTime(2021, 8, 10, 14, 25, 51, 8)]",[144.9709891897316],,[5.325010058477195],,[319.53989886430156],[176.1326857647194],[22.507158857142844],[7],"['0.214393649,7.576926919,0.13595254']"
['3174513'],"['46.84816297896432,-121.76660290551352']",[3000],"[UTCDateTime(2021, 8, 9, 14, 37, 27)]",[-206.34201485454545],,[107.23137276035563],,[146.78001805063653],[-210.26039790010321],[17.385714285714283],[7],"['0.233062226,0.436846917,0.148176192']"
['3169228'],"['45.36628190443738,-121.70599773177204']",[1000],"[UTCDateTime(2021, 8, 27, 21, 33, 25, 125000)]",[281.5513975577738],,[64.63900678951492],,[281.55139755777384],[281.5513975577738],[16.5],[4],"['inf,inf,inf']"
['3169123'],"['46.84816297896432,-121.76660290551352']",[2000],"[UTCDateTime(2021, 8, 27, 11, 18, 55)]",[81.66689435486818],,[103.18296249958941],,[130.92364701583645],[74.31761706917521],[21.869999999999997],[5],"['0.499538776,1.133551949,0.329628455']"
['3174298'],"['46.86617096897022,-121.77966583962578']",[5000],"[UTCDateTime(2021, 8, 6, 11, 10, 26, 825000)]",[199.31497102925485],,[78.13430251003776],,[215.74892549766838],[215.1814466507191],[30.48076923076923],[13],"['0.321452631,0.674685419,0.205732534']"
['3167178'],"['46.857158352649165,-121.76657664960902']",[2000],"[UTCDateTime(2021, 8, 6, 4, 9, 47, 800000)]",[64.6112876674727],,[82.93694224873323],,[64.90446864053429],[64.59809207208907],[11.73749999999999],[4],"['0.00699709,0.024782386,0.004943901']"
['3167183'],"['45.375291748009836,-121.7187459385932']",[2000],"[UTCDateTime(2021, 8, 6, 1, 0, 2, 300000)]",[175.9101382736256],,[106.91450789790476],,[177.09781670043276],[173.97543675354262],[9.199999999999996],[4],"['0.213193907,0.403470755,0.143679783']"
['3168893'],"['46.1981030329759,-122.17906203543858']",[0],"[UTCDateTime(2021, 8, 25, 5, 10, 36, 850000)]",[89.22461422584809],,[121.84875195927557],,[94.11670183250101],[95.01311586845247],[69.75625],[8],"['0.299562594,0.488582418,0.235288477']"
['3168673'],"['45.38427734525279,-121.70596130880091']",[3000],"[UTCDateTime(2021, 8, 24, 5, 19, 7, 450000)]",[219.2858439399552],,[104.75152925336056],,[214.7322986109295],[224.36927804045393],[17.87142857142856],[7],"['0.13258347,0.308197954,0.089833069']"
['3168568'],"['46.866153712122305,-121.76655038235573']",[4000],"[UTCDateTime(2021, 8, 22, 6, 22, 54, 850000)]",[-22.462382926280448],,[28.864823663783582],,[-1109.442157010122],[4.894621513347828],[25.459999999999997],[10],"['0.270179136,1.64104557,0.178482569']"
